;config_419_avg;config_419_std;config_419_run_0;config_419_run_1;config_419_run_2
Standard_Acc;68,4693;0,6156;67,9078;69,3262;68,1738
RMSCE;0,0474;0,0039;0,0486;0,0422;0,0514
gaussian_noise;43,8387;1,0182;44,9744;44,0375;42,5043
shot_noise;43,1857;0,8432;43,7819;43,7819;41,9932
impulse_noise;42,4475;1,4293;42,5894;44,1227;40,6303
defocus_blur;28,3362;0,7692;27,3424;29,2164;28,4497
glass_blur;31,7149;0,4417;32,0273;31,0903;32,0273
motion_blur;38,3021;0,3212;38,0750;38,0750;38,7564
zoom_blur;36,9676;0,3872;36,4566;37,3935;37,0528
snow;35,4628;0,3955;34,9233;35,6048;35,8603
frost;39,0119;1,2304;38,7564;40,6303;37,6491
fog;47,1039;0,4343;46,6780;47,7002;46,9336
brightness;60,8461;0,6861;61,2436;61,4140;59,8807
contrast;54,5713;0,3955;54,1738;55,1107;54,4293
elastic_transform;56,7007;1,1435;55,1107;57,2402;57,7513
pixelate;58,6882;0,2086;58,6882;58,4327;58,9438
jpeg_compression;60,9597;1,0646;61,6695;61,7547;59,4549
speckle_noise;47,0471;0,7371;47,8705;47,1891;46,0818
gaussian_blur;30,5224;0,4631;29,8978;30,6644;31,0051
spatter;42,6178;1,0624;41,4821;44,0375;42,3339
saturate;57,6945;0,5031;58,0068;58,0920;56,9847
blue_noise_sample;45,7978;1,4461;47,1039;46,5077;43,7819
brownish_noise;61,3856;0,0803;61,3288;61,4991;61,3288
caustic_refraction;51,2493;0,2896;51,3629;51,5332;50,8518
checkerboard_cutout;48,1261;0,7745;49,1482;47,9557;47,2743
cocentric_sine_waves;28,6201;0,3477;28,1942;29,0460;28,6201
inverse_sparkles;34,6110;0,6966;33,7308;35,4344;34,6678
perlin_noise;53,9750;0,7817;53,7479;55,0256;53,1516
plasma_noise;46,9336;0,7745;47,7853;45,9114;47,1039
single_frequency_greyscale;38,2737;0,6462;37,9046;39,1823;37,7342
sparkles;61,8399;0,3872;61,7547;62,3509;61,4140
Acc_C-all-19;45,0536;0,3721;44,9341;45,5572;44,6696
Acc_C-original-15;45,2092;0,3699;45,0994;45,7070;44,8211
Acc_C-bar-10;47,0812;0,3588;47,2061;47,4446;46,5928
Acc_all-ex-pixelwise-noise-24;46,0214;0,2911;45,8120;46,4331;45,8191
RMSCE_C;0,1391;0,0027;0,1408;0,1353;0,1411
uniform-l1,1631.4,False,max;68,7943;0,4343;68,7943;69,3262;68,2624
uniform-l2,7.51,False,max;68,7352;0,5528;68,8830;69,3262;67,9965
uniform-linf,0.069,False,max;66,3121;0,6905;67,1099;66,4007;65,4255
uniform-l0.5,200000000.0,True,max;68,4102;1,0347;68,7057;69,5035;67,0213
uniform-l1,2500.0,True,max;68,7648;0,5481;69,0603;69,2376;67,9965
uniform-l2,8.0,True,max;68,4693;0,5895;68,7943;68,9716;67,6418
uniform-l10,0.07,True,max;68,7648;0,7603;68,7943;69,6809;67,8191
uniform-l50,0.035,True,max;68,7352;0,6156;68,7057;69,5035;67,9965
uniform-linf,0.015,True,max;68,6466;0,6880;68,6170;69,5035;67,8191
uniform-l0-impulse,0.01,True,max;63,7411;0,5745;63,2092;64,5390;63,4752
uniform-l0-impulse,0.02,True,max;60,6087;0,6568;61,3475;60,7270;59,7518
uniform-l0-impulse,0.05,True,max;52,4232;0,6955;53,1915;52,5709;51,5071
uniform-l0-impulse,0.1,True,max;44,8286;0,8006;45,7447;44,9468;43,7943
