;config_651_avg
Standard_Acc;72,4260
RMSCE;0,1428
gaussian_noise;38,8968
shot_noise;38,2444
impulse_noise;37,4968
defocus_blur;41,5000
glass_blur;33,0120
motion_blur;43,8316
zoom_blur;37,3236
snow;42,0244
frost;40,8272
fog;55,1824
brightness;65,5276
contrast;54,4820
elastic_transform;46,7500
pixelate;53,7412
jpeg_compression;54,8284
speckle_noise;45,3268
gaussian_blur;44,8708
spatter;50,2612
saturate;62,8948
blue_noise_sample;46,2268
brownish_noise;59,6712
caustic_refraction;52,9472
checkerboard_cutout;48,7412
cocentric_sine_waves;18,3828
inverse_sparkles;23,7280
perlin_noise;60,6772
plasma_noise;30,5200
single_frequency_greyscale;31,5556
sparkles;61,5968
Acc_C-all-19;46,6854
Acc_C-original-15;45,5779
Acc_C-bar-10;43,4047
Acc_all-ex-pixelwise-noise-24;46,4532
RMSCE_C;0,0983
Acc_A;1,4800
Acc_R;29,2365
Acc_Sketch;29,3266
Acc_ES-auto_exposure;0,0000
Acc_ES-param_control;0,0130
Acc_V2;61,0100
uniform-l1,1403.4,False,max;71,7100
uniform-l2,10.37,False,max;70,1620
uniform-linf,0.1446,False,max;61,9620
uniform-l0.5,200000000.0,True,max;70,4860
uniform-l1,2500.0,True,max;70,5540
uniform-l2,8.0,True,max;70,9520
uniform-l10,0.07,True,max;71,6440
uniform-l50,0.035,True,max;71,2640
uniform-linf,0.015,True,max;71,5940
uniform-l0-impulse,0.01,True,max;65,7280
uniform-l0-impulse,0.02,True,max;62,3140
uniform-l0-impulse,0.05,True,max;54,3760
uniform-l0-impulse,0.1,True,max;43,3560
uniform-l0-impulse,0.2,True,max;26,2540
uniform-l0-impulse,0.5,True,max;3,5740
uniform-l0.5,200000000.0,False,max;70,5220
uniform-l0.5,500000000.0,False,max;66,1100
uniform-l0.5,1000000000.0,False,max;58,2080
uniform-l0.5,2000000000.0,False,max;42,3340
uniform-l0.5,5000000000.0,False,max;14,8300
uniform-l0.5,10000000000.0,False,max;2,6440
uniform-l1,1000.0,False,max;72,1700
uniform-l1,5000.0,False,max;67,5580
uniform-l1,10000.0,False,max;60,6760
uniform-l1,20000.0,False,max;43,8160
uniform-l1,50000.0,False,max;10,2740
uniform-l1,100000.0,False,max;0,6980
uniform-l2,5.0,False,max;71,7980
uniform-l2,10.0,False,max;70,2440
uniform-l2,20.0,False,max;66,9960
uniform-l2,50.0,False,max;53,9100
uniform-l2,100.0,False,max;28,0700
uniform-l2,200.0,False,max;3,5960
uniform-l10,0.05,False,max;71,9920
uniform-l10,0.1,False,max;70,8640
uniform-l10,0.2,False,max;68,0820
uniform-l10,0.5,False,max;57,8300
uniform-l10,1.0,False,max;34,5880
uniform-l10,2.0,False,max;5,0180
uniform-l50,0.02,False,max;72,0920
uniform-l50,0.05,False,max;70,3940
uniform-l50,0.1,False,max;67,2160
uniform-l50,0.2,False,max;59,3640
uniform-l50,0.5,False,max;27,8620
uniform-l50,1.0,False,max;2,1740
uniform-linf,0.02,False,max;71,9120
uniform-linf,0.05,False,max;69,9760
uniform-linf,0.1,False,max;66,0140
uniform-linf,0.2,False,max;56,3800
uniform-linf,0.5,False,max;19,9640
uniform-linf,1.0,False,max;0,7080
Class Separation Robustness;67,9447
imperceptible Robustness;71,0823
Average p-norm robustness;46,4878
