;config_657_avg
Standard_Acc;72,4800
RMSCE;0,1456
gaussian_noise;38,3888
shot_noise;37,8076
impulse_noise;36,8696
defocus_blur;41,8760
glass_blur;33,0496
motion_blur;43,6268
zoom_blur;37,2600
snow;41,8928
frost;40,9732
fog;55,1176
brightness;65,5716
contrast;54,3656
elastic_transform;46,8048
pixelate;53,4880
jpeg_compression;54,5780
speckle_noise;45,1752
gaussian_blur;45,2392
spatter;49,7292
saturate;62,8304
blue_noise_sample;45,8540
brownish_noise;59,4748
caustic_refraction;52,8776
checkerboard_cutout;48,7136
cocentric_sine_waves;18,1264
inverse_sparkles;23,7132
perlin_noise;60,6532
plasma_noise;30,6492
single_frequency_greyscale;31,1872
sparkles;61,7872
Acc_C-all-19;46,5602
Acc_C-original-15;45,4447
Acc_C-bar-10;43,3036
Acc_all-ex-pixelwise-noise-24;46,3994
RMSCE_C;0,1007
Acc_A;1,4000
Acc_R;28,7251
Acc_Sketch;29,0809
Acc_ES-auto_exposure;0,0000
Acc_ES-param_control;0,0167
Acc_V2;61,0100
uniform-l1,1403.4,False,max;71,7920
uniform-l2,10.37,False,max;70,2320
uniform-linf,0.1446,False,max;62,1020
uniform-l0.5,200000000.0,True,max;70,7040
uniform-l1,2500.0,True,max;70,6740
uniform-l2,8.0,True,max;71,0200
uniform-l10,0.07,True,max;71,6800
uniform-l50,0.035,True,max;71,3600
uniform-linf,0.015,True,max;71,6760
uniform-l0-impulse,0.01,True,max;65,6900
uniform-l0-impulse,0.02,True,max;62,1860
uniform-l0-impulse,0.05,True,max;54,0320
uniform-l0-impulse,0.1,True,max;42,6960
uniform-l0-impulse,0.2,True,max;25,1160
uniform-l0-impulse,0.5,True,max;3,1420
uniform-l0.5,200000000.0,False,max;70,6560
uniform-l0.5,500000000.0,False,max;66,0860
uniform-l0.5,1000000000.0,False,max;58,1860
uniform-l0.5,2000000000.0,False,max;41,8780
uniform-l0.5,5000000000.0,False,max;13,8080
uniform-l0.5,10000000000.0,False,max;2,2940
uniform-l1,1000.0,False,max;72,0940
uniform-l1,5000.0,False,max;67,7120
uniform-l1,10000.0,False,max;60,7780
uniform-l1,20000.0,False,max;43,5120
uniform-l1,50000.0,False,max;9,3540
uniform-l1,100000.0,False,max;0,5860
uniform-l2,5.0,False,max;71,7800
uniform-l2,10.0,False,max;70,3220
uniform-l2,20.0,False,max;67,0040
uniform-l2,50.0,False,max;53,8980
uniform-l2,100.0,False,max;26,7320
uniform-l2,200.0,False,max;3,1320
uniform-l10,0.05,False,max;72,0900
uniform-l10,0.1,False,max;70,9320
uniform-l10,0.2,False,max;68,1740
uniform-l10,0.5,False,max;57,9640
uniform-l10,1.0,False,max;34,0440
uniform-l10,2.0,False,max;4,4600
uniform-l50,0.02,False,max;72,0620
uniform-l50,0.05,False,max;70,4220
uniform-l50,0.1,False,max;67,3060
uniform-l50,0.2,False,max;59,6500
uniform-l50,0.5,False,max;26,9500
uniform-l50,1.0,False,max;1,9580
uniform-linf,0.02,False,max;71,9300
uniform-linf,0.05,False,max;70,0040
uniform-linf,0.1,False,max;66,1060
uniform-linf,0.2,False,max;56,4660
uniform-linf,0.5,False,max;18,7280
uniform-linf,1.0,False,max;0,6160
Class Separation Robustness;68,0420
imperceptible Robustness;71,1857
Average p-norm robustness;46,2509
