;config_658_avg
Standard_Acc;72,3700
RMSCE;0,1455
gaussian_noise;38,5920
shot_noise;38,1132
impulse_noise;37,1008
defocus_blur;41,3916
glass_blur;32,9216
motion_blur;43,8300
zoom_blur;37,1260
snow;42,0576
frost;41,1128
fog;55,1660
brightness;65,5516
contrast;54,3848
elastic_transform;46,8788
pixelate;53,3052
jpeg_compression;54,4712
speckle_noise;45,2748
gaussian_blur;44,7740
spatter;50,0708
saturate;62,7984
blue_noise_sample;46,0868
brownish_noise;59,6316
caustic_refraction;53,0032
checkerboard_cutout;48,7316
cocentric_sine_waves;18,3272
inverse_sparkles;23,6972
perlin_noise;60,7976
plasma_noise;30,7740
single_frequency_greyscale;31,6376
sparkles;61,6812
Acc_C-all-19;46,5748
Acc_C-original-15;45,4669
Acc_C-bar-10;43,4368
Acc_all-ex-pixelwise-noise-24;46,4217
RMSCE_C;0,1016
Acc_A;1,3867
Acc_R;29,0986
Acc_Sketch;29,2283
Acc_ES-auto_exposure;0,0100
Acc_ES-param_control;0,0222
Acc_V2;61,0000
uniform-l1,1403.4,False,max;71,6480
uniform-l2,10.37,False,max;70,3040
uniform-linf,0.1446,False,max;62,1520
uniform-l0.5,200000000.0,True,max;70,6260
uniform-l1,2500.0,True,max;70,6320
uniform-l2,8.0,True,max;70,9560
uniform-l10,0.07,True,max;71,5740
uniform-l50,0.035,True,max;71,3360
uniform-linf,0.015,True,max;71,6020
uniform-l0-impulse,0.01,True,max;65,9640
uniform-l0-impulse,0.02,True,max;62,4360
uniform-l0-impulse,0.05,True,max;54,2740
uniform-l0-impulse,0.1,True,max;43,0460
uniform-l0-impulse,0.2,True,max;25,7420
uniform-l0-impulse,0.5,True,max;3,4040
uniform-l0.5,200000000.0,False,max;70,6220
uniform-l0.5,500000000.0,False,max;66,1120
uniform-l0.5,1000000000.0,False,max;58,3720
uniform-l0.5,2000000000.0,False,max;42,2640
uniform-l0.5,5000000000.0,False,max;14,5040
uniform-l0.5,10000000000.0,False,max;2,5660
uniform-l1,1000.0,False,max;72,0640
uniform-l1,5000.0,False,max;67,7300
uniform-l1,10000.0,False,max;60,8380
uniform-l1,20000.0,False,max;43,7160
uniform-l1,50000.0,False,max;10,0700
uniform-l1,100000.0,False,max;0,6620
uniform-l2,5.0,False,max;71,7880
uniform-l2,10.0,False,max;70,3400
uniform-l2,20.0,False,max;67,0240
uniform-l2,50.0,False,max;54,0520
uniform-l2,100.0,False,max;27,2420
uniform-l2,200.0,False,max;3,5440
uniform-l10,0.05,False,max;71,9260
uniform-l10,0.1,False,max;70,9460
uniform-l10,0.2,False,max;68,2300
uniform-l10,0.5,False,max;58,0940
uniform-l10,1.0,False,max;34,3380
uniform-l10,2.0,False,max;4,9040
uniform-l50,0.02,False,max;72,0940
uniform-l50,0.05,False,max;70,4420
uniform-l50,0.1,False,max;67,3060
uniform-l50,0.2,False,max;59,6580
uniform-l50,0.5,False,max;27,4540
uniform-l50,1.0,False,max;2,1820
uniform-linf,0.02,False,max;71,8740
uniform-linf,0.05,False,max;70,0500
uniform-linf,0.1,False,max;66,0800
uniform-linf,0.2,False,max;56,5960
uniform-linf,0.5,False,max;19,5340
uniform-linf,1.0,False,max;0,6980
Class Separation Robustness;68,0347
imperceptible Robustness;71,1210
Average p-norm robustness;46,4472
