;config_796_avg;config_796_std;config_796_run_0;config_796_run_1;config_796_run_2
Standard_Acc;98,9815;0,1309;98,8889;99,1667;98,8889
RMSCE;0,1009;0,0058;0,1089;0,0953;0,0985
gaussian_noise;54,4444;4,3803;59,1667;48,6111;55,5556
shot_noise;49,7222;3,5645;53,6111;45,0000;50,5556
impulse_noise;57,8704;4,7049;63,0556;51,6667;58,8889
defocus_blur;41,5741;1,6091;39,4444;43,3333;41,9444
glass_blur;57,3148;0,9443;56,9444;58,6111;56,3889
motion_blur;59,4444;1,2628;57,7778;60,8333;59,7222
zoom_blur;68,3333;0,9072;67,2222;69,4444;68,3333
snow;55,6481;1,3095;57,5000;54,7222;54,7222
frost;62,6852;3,2815;65,2778;64,7222;58,0556
fog;43,5185;1,4757;45,2778;43,6111;41,6667
brightness;93,7963;0,1309;93,6111;93,8889;93,8889
contrast;74,4444;3,5645;75,2778;78,3333;69,7222
elastic_transform;91,9444;0,6001;92,2222;92,5000;91,1111
pixelate;81,6667;0,6804;80,8333;82,5000;81,6667
jpeg_compression;89,5370;1,0718;90,0000;88,0556;90,5556
speckle_noise;61,9444;4,5304;65,5556;55,5556;64,7222
gaussian_blur;47,1296;2,0580;44,4444;49,4444;47,5000
spatter;74,3519;4,7159;76,6667;78,6111;67,7778
saturate;91,9444;0,9886;91,3889;93,3333;91,1111
blue_noise_sample;61,5741;4,6555;66,3889;55,2778;63,0556
brownish_noise;86,5741;2,9251;90,5556;83,6111;85,5556
caustic_refraction;54,3519;1,2491;53,6111;56,1111;53,3333
checkerboard_cutout;86,2963;1,5930;88,3333;86,1111;84,4444
cocentric_sine_waves;42,3148;2,4983;40,8333;40,2778;45,8333
inverse_sparkles;54,3519;0,5708;54,4444;55,0000;53,6111
perlin_noise;72,7778;1,1785;71,9444;71,9444;74,4444
plasma_noise;55,4630;8,1975;66,9444;51,1111;48,3333
single_frequency_greyscale;37,4074;1,2897;36,9444;36,1111;39,1667
sparkles;68,0556;3,0682;68,3333;71,6667;64,1667
Acc_C-all-19;66,1745;0,6953;67,1199;65,9357;65,4678
Acc_C-original-15;65,4630;0,7250;66,4815;65,0556;64,8519
Acc_C-bar-10;61,9167;1,3689;63,8333;60,7222;61,1944
Acc_all-ex-pixelwise-noise-24;66,2886;0,8218;66,9097;66,8287;65,1273
RMSCE_C;0,1509;0,0017;0,1518;0,1485;0,1524
uniform-l1,429.79,False,max;99,4444;0,2268;99,1667;99,4444;99,7222
uniform-l2,2.494,False,max;99,5370;0,2619;99,1667;99,7222;99,7222
uniform-linf,0.05352,False,max;95,7407;1,4581;94,4444;95,0000;97,7778
uniform-l0.5,4000000.0,True,max;99,1667;0,2268;99,1667;99,4444;98,8889
uniform-l1,300.0,True,max;99,4444;0,2268;99,4444;99,7222;99,1667
uniform-l2,1.5,True,max;99,5370;0,1309;99,4444;99,7222;99,4444
uniform-l10,0.03,True,max;99,3519;0,1309;99,4444;99,4444;99,1667
uniform-l50,0.02,True,max;99,5370;0,1309;99,4444;99,7222;99,4444
uniform-linf,0.01,True,max;99,4444;0,2268;99,1667;99,7222;99,4444
uniform-l0-impulse,0.01,True,max;97,7778;0,6001;96,9444;98,0556;98,3333
uniform-l0-impulse,0.02,True,max;88,4259;2,6287;88,8889;85,0000;91,3889
uniform-l0-impulse,0.05,True,max;69,6296;6,0278;73,6111;61,1111;74,1667
uniform-l0-impulse,0.1,True,max;59,1667;10,0231;70,0000;45,8333;61,6667
uniform-l0-impulse,0.2,True,max;41,2963;7,8217;51,6667;32,7778;39,4444
uniform-l0-impulse,0.5,True,max;22,9630;4,3764;27,2222;24,7222;16,9444
uniform-l0.5,5000000.0,False,max;99,0741;0,2619;98,8889;99,4444;98,8889
uniform-l0.5,10000000.0,False,max;99,5370;0,2619;99,1667;99,7222;99,7222
uniform-l0.5,20000000.0,False,max;98,1481;0,3464;97,7778;98,0556;98,6111
uniform-l0.5,50000000.0,False,max;87,5000;2,5560;85,8333;85,5556;91,1111
uniform-l0.5,100000000.0,False,max;69,6296;2,7342;70,0000;66,1111;72,7778
uniform-l0.5,200000000.0,False,max;55,1852;9,1662;67,2222;45,0000;53,3333
uniform-l1,200.0,False,max;99,0741;0,2619;98,8889;99,4444;98,8889
uniform-l1,500.0,False,max;99,5370;0,1309;99,4444;99,4444;99,7222
uniform-l1,1000.0,False,max;96,4815;0,9166;95,8333;95,8333;97,7778
uniform-l1,2000.0,False,max;84,8148;2,9163;82,2222;83,3333;88,8889
uniform-l1,5000.0,False,max;61,5741;4,3113;66,9444;56,3889;61,3889
uniform-l1,10000.0,False,max;40,6481;7,7656;49,4444;30,5556;41,9444
uniform-l2,1.0,False,max;99,0741;0,2619;98,8889;99,4444;98,8889
uniform-l2,2.0,False,max;99,4444;0,3928;98,8889;99,7222;99,7222
uniform-l2,5.0,False,max;98,1481;0,1309;98,0556;98,0556;98,3333
uniform-l2,10.0,False,max;90,7407;2,0328;89,4444;89,1667;93,6111
uniform-l2,20.0,False,max;70,4630;5,4117;67,5000;65,8333;78,0556
uniform-l2,50.0,False,max;47,5000;8,5256;57,5000;36,6667;48,3333
uniform-l10,0.02,False,max;99,0741;0,2619;98,8889;99,4444;98,8889
uniform-l10,0.05,False,max;99,3519;0,3464;98,8889;99,4444;99,7222
uniform-l10,0.1,False,max;97,7778;0,4536;97,2222;97,7778;98,3333
uniform-l10,0.2,False,max;89,1667;2,9659;86,6667;87,5000;93,3333
uniform-l10,0.5,False,max;61,2963;4,0656;64,4444;55,5556;63,8889
uniform-l10,1.0,False,max;42,7778;6,5891;51,1111;35,0000;42,2222
uniform-l50,0.01,False,max;99,1667;0,2268;99,1667;99,4444;98,8889
uniform-l50,0.02,False,max;99,5370;0,1309;99,4444;99,7222;99,4444
uniform-l50,0.05,False,max;97,3148;0,5238;96,9444;96,9444;98,0556
uniform-l50,0.1,False,max;87,6852;2,8358;85,2778;86,1111;91,6667
uniform-l50,0.2,False,max;65,6481;3,8042;68,0556;60,2778;68,6111
uniform-l50,0.5,False,max;41,4815;6,9549;48,3333;31,9444;44,1667
uniform-linf,0.02,False,max;99,5370;0,2619;99,1667;99,7222;99,7222
uniform-linf,0.05,False,max;96,8519;0,6929;96,1111;96,6667;97,7778
uniform-linf,0.1,False,max;85,4630;3,9043;81,6667;83,8889;90,8333
uniform-linf,0.2,False,max;61,5741;4,4464;66,6667;55,8333;62,2222
uniform-linf,0.5,False,max;32,1296;4,5380;37,7778;26,6667;31,9444
uniform-linf,1.0,False,max;16,6667;0,6804;17,5000;15,8333;16,6667
Class Separation Robustness;98,2407;0,6188;97,5926;98,0556;99,0741
imperceptible Robustness;99,4136;0,1574;99,3519;99,6296;99,2593
Average p-norm robustness;77,3413;2,1234;79,1336;74,3585;78,5317
