;config_569_avg;config_569_std;config_569_run_0;config_569_run_1;config_569_run_2
Standard_Acc;99,6296;0,1309;99,7222;99,7222;99,4444
RMSCE;0,0971;0,0093;0,0924;0,1101;0,0887
gaussian_noise;55,9259;2,2944;59,1667;54,4444;54,1667
shot_noise;52,4074;1,8885;55,0000;51,6667;50,5556
impulse_noise;55,2778;1,0393;56,6667;55,0000;54,1667
defocus_blur;60,0926;6,6911;51,9444;60,0000;68,3333
glass_blur;79,7222;3,0513;76,6667;78,6111;83,8889
motion_blur;72,8704;1,7173;71,3889;75,2778;71,9444
zoom_blur;88,9815;1,8192;86,6667;89,1667;91,1111
snow;53,3333;1,0393;54,4444;51,9444;53,6111
frost;66,2963;3,2893;66,3889;62,2222;70,2778
fog;37,8704;2,9251;38,8889;33,8889;40,8333
brightness;93,1481;0,4721;93,3333;92,5000;93,6111
contrast;60,1852;1,9290;60,2778;57,7778;62,5000
elastic_transform;93,7963;0,6929;93,0556;93,6111;94,7222
pixelate;93,7037;1,0718;94,7222;94,1667;92,2222
jpeg_compression;83,3333;3,4916;88,0556;82,2222;79,7222
speckle_noise;61,9444;2,3570;65,2778;60,2778;60,2778
gaussian_blur;62,8704;4,5831;57,7778;61,9444;68,8889
spatter;68,0556;2,5760;65,8333;66,6667;71,6667
saturate;97,0370;2,4463;98,3333;93,6111;99,1667
blue_noise_sample;62,5926;3,4719;60,2778;67,5000;60,0000
brownish_noise;85,0000;2,2338;84,1667;82,7778;88,0556
caustic_refraction;49,1667;3,7130;44,1667;50,2778;53,0556
checkerboard_cutout;79,4444;4,7195;76,3889;75,8333;86,1111
cocentric_sine_waves;48,9815;3,0960;53,0556;48,3333;45,5556
inverse_sparkles;63,1481;2,9163;67,2222;61,6667;60,5556
perlin_noise;64,6296;2,4983;66,6667;61,1111;66,1111
plasma_noise;53,6111;0,4536;53,0556;53,6111;54,1667
single_frequency_greyscale;43,4259;3,0626;43,3333;47,2222;39,7222
sparkles;66,0185;4,1903;63,0556;63,0556;71,9444
Acc_C-all-19;70,3606;1,0088;70,2047;69,2105;71,6667
Acc_C-original-15;69,7963;0,7939;69,7778;68,8333;70,7778
Acc_C-bar-10;61,6019;0,6547;61,1389;61,1389;62,5278
Acc_all-ex-pixelwise-noise-24;69,3634;1,2832;68,7037;68,2292;71,1574
RMSCE_C;0,1291;0,0012;0,1288;0,1307;0,1278
uniform-l1,429.79,False,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l2,2.494,False,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-linf,0.05352,False,max;98,5185;0,2619;98,8889;98,3333;98,3333
uniform-l0.5,4000000.0,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l1,300.0,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l2,1.5,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l10,0.03,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l50,0.02,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-linf,0.01,True,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l0-impulse,0.01,True,max;97,7778;0,6001;97,2222;98,6111;97,5000
uniform-l0-impulse,0.02,True,max;82,9630;2,1437;80,0000;83,8889;85,0000
uniform-l0-impulse,0.05,True,max;61,6667;0,6001;61,1111;62,5000;61,3889
uniform-l0-impulse,0.1,True,max;58,5185;3,0877;62,7778;57,2222;55,5556
uniform-l0-impulse,0.2,True,max;44,8148;2,7248;48,0556;45,0000;41,3889
uniform-l0-impulse,0.5,True,max;18,5185;1,6718;20,8333;17,7778;16,9444
uniform-l0.5,5000000.0,False,max;99,7222;0,0000;99,7222;99,7222;99,7222
uniform-l0.5,10000000.0,False,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l0.5,20000000.0,False,max;99,3519;0,3464;99,7222;99,4444;98,8889
uniform-l0.5,50000000.0,False,max;88,5185;3,0793;90,8333;84,1667;90,5556
uniform-l0.5,100000000.0,False,max;66,6667;1,2001;67,7778;65,0000;67,2222
uniform-l0.5,200000000.0,False,max;59,0741;3,0118;63,3333;56,9444;56,9444
uniform-l1,200.0,False,max;99,8148;0,1309;99,7222;100,0000;99,7222
uniform-l1,500.0,False,max;99,7222;0,0000;99,7222;99,7222;99,7222
uniform-l1,1000.0,False,max;99,0741;0,2619;99,4444;98,8889;98,8889
uniform-l1,2000.0,False,max;84,7222;4,3212;87,7778;78,6111;87,7778
uniform-l1,5000.0,False,max;60,2778;2,6156;63,8889;59,1667;57,7778
