;config_564_avg
Standard_Acc;100,0000
RMSCE;0,1352
gaussian_noise;51,3889
shot_noise;46,5278
impulse_noise;51,7361
defocus_blur;58,3333
glass_blur;75,6944
motion_blur;67,0139
zoom_blur;81,2500
snow;50,3472
frost;56,5972
fog;47,9167
brightness;98,9583
contrast;68,0556
elastic_transform;93,7500
pixelate;84,3750
jpeg_compression;88,5417
speckle_noise;59,7222
gaussian_blur;63,1944
spatter;69,7917
saturate;96,5278
blue_noise_sample;60,4167
brownish_noise;85,0694
caustic_refraction;61,1111
checkerboard_cutout;94,7917
cocentric_sine_waves;44,4444
inverse_sparkles;52,0833
perlin_noise;64,2361
plasma_noise;48,6111
single_frequency_greyscale;40,9722
sparkles;69,7917
Acc_C-all-19;68,9327
Acc_C-original-15;68,0324
Acc_C-bar-10;62,1528
Acc_all-ex-pixelwise-noise-24;69,2274
RMSCE_C;0,1257
uniform-l1,429.79,False,max;99,6528
uniform-l2,2.494,False,max;100,0000
uniform-linf,0.05352,False,max;97,5694
uniform-l0.5,4000000.0,True,max;100,0000
uniform-l1,300.0,True,max;100,0000
uniform-l2,1.5,True,max;100,0000
uniform-l10,0.03,True,max;100,0000
uniform-l50,0.02,True,max;100,0000
uniform-linf,0.01,True,max;100,0000
uniform-l0-impulse,0.01,True,max;98,6111
uniform-l0-impulse,0.02,True,max;87,8472
uniform-l0-impulse,0.05,True,max;71,1806
uniform-l0-impulse,0.1,True,max;54,5139
uniform-l0-impulse,0.2,True,max;26,7361
uniform-l0-impulse,0.5,True,max;16,6667
uniform-l0.5,5000000.0,False,max;100,0000
uniform-l0.5,10000000.0,False,max;100,0000
uniform-l0.5,20000000.0,False,max;99,6528
uniform-l0.5,50000000.0,False,max;88,5417
uniform-l0.5,100000000.0,False,max;77,7778
uniform-l0.5,200000000.0,False,max;46,8750
uniform-l1,200.0,False,max;100,0000
uniform-l1,500.0,False,max;99,6528
uniform-l1,1000.0,False,max;98,2639
uniform-l1,2000.0,False,max;88,8889
uniform-l1,5000.0,False,max;63,8889
uniform-l1,10000.0,False,max;28,8194
uniform-l2,1.0,False,max;100,0000
uniform-l2,2.0,False,max;100,0000
uniform-l2,5.0,False,max;98,9583
uniform-l2,10.0,False,max;92,3611
uniform-l2,20.0,False,max;79,1667
uniform-l2,50.0,False,max;33,6806
uniform-l10,0.02,False,max;100,0000
uniform-l10,0.05,False,max;100,0000
uniform-l10,0.1,False,max;98,9583
uniform-l10,0.2,False,max;90,2778
uniform-l10,0.5,False,max;71,5278
uniform-l10,1.0,False,max;29,1667
uniform-l50,0.01,False,max;100,0000
uniform-l50,0.02,False,max;100,0000
uniform-l50,0.05,False,max;99,3056
uniform-l50,0.1,False,max;89,2361
uniform-l50,0.2,False,max;77,4306
uniform-l50,0.5,False,max;30,5556
uniform-linf,0.02,False,max;100,0000
uniform-linf,0.05,False,max;98,2639
uniform-linf,0.1,False,max;87,8472
uniform-linf,0.2,False,max;71,8750
uniform-linf,0.5,False,max;25,0000
uniform-linf,1.0,False,max;16,6667
Class Separation Robustness;99,0741
imperceptible Robustness;100,0000
Average p-norm robustness;77,0999
