;config_797_avg;config_797_std;config_797_run_0;config_797_run_1;config_797_run_2
Standard_Acc;99,5370;0,1309;99,7222;99,4444;99,4444
RMSCE;0,1015;0,0114;0,0860;0,1053;0,1131
gaussian_noise;49,0741;7,0504;53,0556;55,0000;39,1667
shot_noise;46,9444;8,6632;50,5556;55,2778;35,0000
impulse_noise;52,5000;4,6867;54,1667;57,2222;46,1111
defocus_blur;38,8889;0,6804;38,8889;39,7222;38,0556
glass_blur;57,3148;0,7965;58,3333;56,3889;57,2222
motion_blur;58,3333;2,9659;56,6667;55,8333;62,5000
zoom_blur;68,7963;3,5161;71,9444;63,8889;70,5556
snow;56,2963;0,5708;55,5556;56,9444;56,3889
frost;58,8889;1,5876;61,1111;57,5000;58,0556
fog;47,3148;2,1437;46,3889;50,2778;45,2778
brightness;94,6296;0,9166;95,8333;93,6111;94,4444
contrast;81,4815;1,5101;81,9444;79,4444;83,0556
elastic_transform;92,5000;1,4873;90,8333;92,2222;94,4444
pixelate;68,9815;5,4354;65,0000;76,6667;65,2778
jpeg_compression;76,3889;0,3928;76,6667;76,6667;75,8333
speckle_noise;59,6296;8,6375;64,4444;66,9444;47,5000
gaussian_blur;44,5370;1,4757;46,3889;44,4444;42,7778
spatter;75,3704;1,6718;76,1111;76,9444;73,0556
saturate;98,4259;1,2491;99,4444;99,1667;96,6667
blue_noise_sample;65,0000;4,5304;67,7778;68,6111;58,6111
brownish_noise;91,3889;1,8144;91,3889;93,6111;89,1667
caustic_refraction;52,4074;1,2897;51,9444;54,1667;51,1111
checkerboard_cutout;89,9074;0,9166;89,7222;88,8889;91,1111
cocentric_sine_waves;35,3704;1,0227;34,1667;35,2778;36,6667
inverse_sparkles;50,1852;3,2421;45,8333;53,6111;51,1111
perlin_noise;68,7963;1,1416;70,2778;67,5000;68,6111
plasma_noise;75,6481;1,1416;74,1667;76,9444;75,8333
single_frequency_greyscale;39,5370;0,6929;39,7222;40,2778;38,6111
sparkles;71,5741;1,5930;71,3889;73,6111;69,7222
Acc_C-all-19;64,5419;1,6874;65,4386;66,0088;62,1784
Acc_C-original-15;63,2222;1,2974;63,7963;64,4444;61,4259
Acc_C-bar-10;63,9815;0,9281;63,6389;65,2500;63,0556
Acc_all-ex-pixelwise-noise-24;66,3735;0,3216;66,2384;66,8171;66,0648
RMSCE_C;0,1507;0,0052;0,1579;0,1459;0,1482
uniform-l1,429.79,False,max;99,7222;0,0000;99,7222;99,7222;99,7222
uniform-l2,2.494,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-linf,0.05352,False,max;96,2037;0,5708;96,9444;95,5556;96,1111
uniform-l0.5,4000000.0,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l1,300.0,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l2,1.5,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l10,0.03,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l50,0.02,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-linf,0.01,True,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l0-impulse,0.01,True,max;97,4074;0,8587;96,9444;98,6111;96,6667
uniform-l0-impulse,0.02,True,max;83,6111;2,3679;81,6667;86,9444;82,2222
uniform-l0-impulse,0.05,True,max;71,4815;0,9166;70,8333;72,7778;70,8333
uniform-l0-impulse,0.1,True,max;52,5926;8,5897;61,1111;55,8333;40,8333
uniform-l0-impulse,0.2,True,max;32,4074;8,1471;34,1667;41,3889;21,6667
uniform-l0-impulse,0.5,True,max;19,3519;2,7436;21,9444;20,5556;15,5556
uniform-l0.5,5000000.0,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l0.5,10000000.0,False,max;99,7222;0,0000;99,7222;99,7222;99,7222
uniform-l0.5,20000000.0,False,max;98,1481;0,1309;98,0556;98,3333;98,0556
uniform-l0.5,50000000.0,False,max;90,1852;2,0951;91,6667;91,6667;87,2222
uniform-l0.5,100000000.0,False,max;70,9259;6,8656;78,6111;72,2222;61,9444
uniform-l0.5,200000000.0,False,max;47,9630;10,7375;55,5556;55,5556;32,7778
uniform-l1,200.0,False,max;99,5370;0,1309;99,4444;99,7222;99,4444
uniform-l1,500.0,False,max;99,4444;0,0000;99,4444;99,4444;99,4444
uniform-l1,1000.0,False,max;96,5741;0,1309;96,6667;96,6667;96,3889
uniform-l1,2000.0,False,max;88,5185;2,6868;90,5556;90,2778;84,7222
uniform-l1,5000.0,False,max;57,0370;10,7016;63,6111;65,5556;41,9444
uniform-l1,10000.0,False,max;28,8889;10,6163;31,6667;40,2778;14,7222
uniform-l2,1.0,False,max;99,5370;0,1309;99,7222;99,4444;99,4444
uniform-l2,2.0,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l2,5.0,False,max;97,8704;0,1309;97,7778;98,0556;97,7778
uniform-l2,10.0,False,max;92,7778;1,2628;94,1667;93,0556;91,1111
uniform-l2,20.0,False,max;74,9074;6,5825;81,9444;76,6667;66,1111
uniform-l2,50.0,False,max;36,7593;11,1673;40,2778;48,3333;21,6667
uniform-l10,0.02,False,max;99,5370;0,1309;99,7222;99,4444;99,4444
uniform-l10,0.05,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l10,0.1,False,max;97,5000;0,2268;97,2222;97,7778;97,5000
uniform-l10,0.2,False,max;91,1111;2,8328;93,8889;92,2222;87,2222
uniform-l10,0.5,False,max;61,4815;8,5386;66,6667;68,3333;49,4444
uniform-l10,1.0,False,max;31,0185;10,8448;32,7778;43,3333;16,9444
uniform-l50,0.01,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l50,0.02,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-l50,0.05,False,max;97,6852;0,1309;97,5000;97,7778;97,7778
uniform-l50,0.1,False,max;89,7222;3,0513;92,7778;90,8333;85,5556
uniform-l50,0.2,False,max;67,9630;8,2037;74,4444;73,0556;56,3889
uniform-l50,0.5,False,max;30,8333;10,6163;33,6111;42,2222;16,6667
uniform-linf,0.02,False,max;99,6296;0,1309;99,7222;99,7222;99,4444
uniform-linf,0.05,False,max;97,3148;0,1309;97,5000;97,2222;97,2222
uniform-linf,0.1,False,max;86,9444;3,0513;90,0000;88,0556;82,7778
uniform-linf,0.2,False,max;63,7037;8,5386;70,5556;68,8889;51,6667
uniform-linf,0.5,False,max;26,5741;9,8584;28,6111;37,5000;13,6111
uniform-linf,1.0,False,max;16,3889;0,9072;16,3889;17,5000;15,2778
Class Separation Robustness;98,5185;0,2000;98,7963;98,3333;98,4259
imperceptible Robustness;99,6296;0,1309;99,7222;99,7222;99,4444
Average p-norm robustness;75,9810;3,5006;77,9894;78,8955;71,0582
