;config_551_avg
Standard_Acc;99,6528
RMSCE;0,1174
gaussian_noise;45,1389
shot_noise;43,4028
impulse_noise;48,2639
defocus_blur;38,5417
glass_blur;48,9583
motion_blur;61,4583
zoom_blur;60,0694
snow;46,8750
frost;52,0833
fog;47,2222
brightness;96,8750
contrast;82,9861
elastic_transform;90,6250
pixelate;74,3056
jpeg_compression;82,9861
speckle_noise;52,4306
gaussian_blur;40,9722
spatter;72,2222
saturate;85,4167
blue_noise_sample;66,3194
brownish_noise;85,0694
caustic_refraction;51,7361
checkerboard_cutout;93,4028
cocentric_sine_waves;36,1111
inverse_sparkles;48,9583
perlin_noise;72,5694
plasma_noise;57,2917
single_frequency_greyscale;32,9861
sparkles;70,8333
Acc_C-all-19;61,6228
Acc_C-original-15;61,3194
Acc_C-bar-10;61,5278
Acc_all-ex-pixelwise-noise-24;63,7731
RMSCE_C;0,1593
uniform-l1,429.79,False,max;99,3056
uniform-l2,2.494,False,max;100,0000
uniform-linf,0.05352,False,max;90,2778
uniform-l0.5,4000000.0,True,max;99,6528
uniform-l1,300.0,True,max;100,0000
uniform-l2,1.5,True,max;99,6528
uniform-l10,0.03,True,max;99,6528
uniform-l50,0.02,True,max;100,0000
uniform-linf,0.01,True,max;99,6528
uniform-l0-impulse,0.01,True,max;96,5278
uniform-l0-impulse,0.02,True,max;86,4583
uniform-l0-impulse,0.05,True,max;56,2500
uniform-l0-impulse,0.1,True,max;44,7917
uniform-l0-impulse,0.2,True,max;38,1944
uniform-l0-impulse,0.5,True,max;18,0556
uniform-l0.5,5000000.0,False,max;99,6528
uniform-l0.5,10000000.0,False,max;100,0000
uniform-l0.5,20000000.0,False,max;97,2222
uniform-l0.5,50000000.0,False,max;82,9861
uniform-l0.5,100000000.0,False,max;55,5556
uniform-l0.5,200000000.0,False,max;44,7917
uniform-l1,200.0,False,max;99,6528
uniform-l1,500.0,False,max;99,6528
uniform-l1,1000.0,False,max;91,6667
uniform-l1,2000.0,False,max;78,1250
uniform-l1,5000.0,False,max;48,6111
uniform-l1,10000.0,False,max;36,8056
uniform-l2,1.0,False,max;99,6528
uniform-l2,2.0,False,max;99,6528
uniform-l2,5.0,False,max;96,1806
uniform-l2,10.0,False,max;84,7222
uniform-l2,20.0,False,max;55,5556
uniform-l2,50.0,False,max;35,0694
uniform-l10,0.02,False,max;99,6528
uniform-l10,0.05,False,max;99,3056
uniform-l10,0.1,False,max;96,5278
uniform-l10,0.2,False,max;83,3333
uniform-l10,0.5,False,max;48,9583
uniform-l10,1.0,False,max;37,1528
uniform-l50,0.01,False,max;99,6528
uniform-l50,0.02,False,max;99,6528
uniform-l50,0.05,False,max;94,7917
uniform-l50,0.1,False,max;81,2500
uniform-l50,0.2,False,max;52,0833
uniform-l50,0.5,False,max;32,9861
uniform-linf,0.02,False,max;99,6528
uniform-linf,0.05,False,max;94,7917
uniform-linf,0.1,False,max;75,3472
uniform-linf,0.2,False,max;48,2639
uniform-linf,0.5,False,max;26,0417
uniform-linf,1.0,False,max;16,6667
Class Separation Robustness;96,5278
imperceptible Robustness;99,7685
Average p-norm robustness;72,1892
