;config_650_avg
Standard_Acc;76,9680
RMSCE;0,2259
gaussian_noise;38,6136
shot_noise;37,8944
impulse_noise;35,9200
defocus_blur;43,9348
glass_blur;27,2540
motion_blur;44,2820
zoom_blur;42,8772
snow;33,0508
frost;37,0600
fog;48,8512
brightness;67,1700
contrast;41,3164
elastic_transform;44,6224
pixelate;46,5624
jpeg_compression;55,1288
speckle_noise;46,1500
gaussian_blur;45,9904
spatter;49,5772
saturate;62,9512
blue_noise_sample;47,2516
brownish_noise;58,4848
caustic_refraction;53,7980
checkerboard_cutout;49,3660
cocentric_sine_waves;15,5928
inverse_sparkles;20,3052
perlin_noise;61,4508
plasma_noise;28,8288
single_frequency_greyscale;22,4124
sparkles;63,9288
Acc_C-all-19;44,6951
Acc_C-original-15;42,9692
Acc_C-bar-10;42,1419
Acc_all-ex-pixelwise-noise-24;44,3665
RMSCE_C;0,1445
Acc_A;0,2133
Acc_R;24,6785
Acc_Sketch;25,1017
Acc_ES-auto_exposure;0,0600
Acc_ES-param_control;0,0111
Acc_V2;64,5800
uniform-l1,1403.4,False,max;76,1060
uniform-l2,10.37,False,max;74,1340
uniform-linf,0.1446,False,max;63,5600
uniform-l0.5,200000000.0,True,max;74,7500
uniform-l1,2500.0,True,max;74,6600
uniform-l2,8.0,True,max;75,0080
uniform-l10,0.07,True,max;75,8520
uniform-l50,0.035,True,max;75,5240
uniform-linf,0.015,True,max;75,8200
uniform-l0-impulse,0.01,True,max;67,0560
uniform-l0-impulse,0.02,True,max;61,9600
uniform-l0-impulse,0.05,True,max;50,6280
uniform-l0-impulse,0.1,True,max;34,8440
uniform-l0-impulse,0.2,True,max;14,1620
uniform-l0-impulse,0.5,True,max;0,7220
uniform-l0.5,200000000.0,False,max;74,5960
uniform-l0.5,500000000.0,False,max;68,9620
uniform-l0.5,1000000000.0,False,max;58,0000
uniform-l0.5,2000000000.0,False,max;35,9840
uniform-l0.5,5000000000.0,False,max;5,4060
uniform-l0.5,10000000000.0,False,max;0,6220
uniform-l1,1000.0,False,max;76,4380
uniform-l1,5000.0,False,max;71,0500
uniform-l1,10000.0,False,max;61,5860
uniform-l1,20000.0,False,max;38,6900
uniform-l1,50000.0,False,max;3,1640
uniform-l1,100000.0,False,max;0,3140
uniform-l2,5.0,False,max;76,0620
uniform-l2,10.0,False,max;74,2660
uniform-l2,20.0,False,max;70,1960
uniform-l2,50.0,False,max;52,4700
uniform-l2,100.0,False,max;19,2660
uniform-l2,200.0,False,max;0,9680
uniform-l10,0.05,False,max;76,3200
uniform-l10,0.1,False,max;74,7880
uniform-l10,0.2,False,max;71,4420
uniform-l10,0.5,False,max;57,6960
uniform-l10,1.0,False,max;27,9700
uniform-l10,2.0,False,max;1,4280
uniform-l50,0.02,False,max;76,3600
uniform-l50,0.05,False,max;74,4840
uniform-l50,0.1,False,max;70,4720
uniform-l50,0.2,False,max;60,0660
uniform-l50,0.5,False,max;20,0260
uniform-l50,1.0,False,max;0,6680
uniform-linf,0.02,False,max;76,2440
uniform-linf,0.05,False,max;73,8100
uniform-linf,0.1,False,max;68,9020
uniform-linf,0.2,False,max;55,4580
uniform-linf,0.5,False,max;11,5520
uniform-linf,1.0,False,max;0,3200
Class Separation Robustness;71,2667
imperceptible Robustness;75,2690
Average p-norm robustness;45,6052
