time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
1631,2410;51,6308;4,2152;72,9980;1,7050;44,4103
3251,8439;53,8116;4,0742;73,3000;1,7144;43,9793
4831,6126;54,6488;4,0259;73,4340;1,6729;44,8276
6448,6189;54,8581;3,9917;73,8340;1,6830;45,2172
8106,4130;54,9368;3,9810;73,7540;1,7451;44,7759
9770,0752;55,4950;3,9537;73,5640;1,7475;44,8069
11466,1547;55,6815;3,9459;74,3140;1,5835;45,6103
13202,8384;55,5543;3,9391;74,3660;1,6978;46,0828
14921,3567;55,3033;3,9281;74,0440;1,6649;45,7483
16638,2698;55,8016;3,8945;74,1660;1,7090;45,6552
18317,8914;55,6128;3,9039;74,1880;1,7275;45,4034
20064,4435;55,7482;3,8903;74,1820;1,7500;45,2310
21746,8242;55,5042;3,8897;74,2380;1,7095;45,0621
24516,1099;55,6859;3,8714;73,9980;1,7099;45,0379
27361,9737;55,8147;3,8715;74,2880;1,7024;45,3793
30096,6811;55,6653;3,8689;74,0020;1,7504;45,0034
32850,2830;55,7186;3,8669;73,9220;1,8303;45,6586
35642,5948;55,6023;3,8720;73,9440;1,7302;45,3069
38369,0065;55,5014;3,8710;73,7240;1,7632;45,0966
41157,1722;55,8490;3,8437;74,1520;1,7915;44,8207
43942,8295;55,6733;3,8439;74,0160;1,7534;44,7241
46720,1677;55,6397;3,8542;73,8180;1,8278;44,5310
49560,3879;55,4043;3,8406;73,3600;1,7367;44,7103
52386,2769;55,2475;3,8687;73,8300;1,7121;45,3724
55255,8296;55,7877;3,8233;73,8380;1,7675;45,4724
58034,7031;55,6342;3,8355;73,7600;1,7824;44,7552
60821,0106;55,6586;3,8340;73,6920;1,7377;44,9517
63658,8628;55,4869;3,8355;73,3220;1,8291;44,5138
66590,2147;55,1140;3,8584;73,4900;1,8237;44,6241
69399,6259;55,4223;3,8526;73,7040;1,7148;45,5034
