time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2891,1953;38,5324;4,5847;52,5540;2,7120;26,4897
5824,1908;37,2170;4,5893;50,9440;2,7456;24,6241
8822,5991;36,4674;4,6026;52,9660;2,5274;27,5966
12053,5418;35,9539;4,6034;50,4580;2,6745;25,1034
15345,9270;35,6082;4,6137;50,8680;2,7540;23,9690
18638,0304;35,7996;4,6036;50,5900;2,6879;25,2517
21954,2621;35,7053;4,6072;51,2100;2,5901;25,6862
24719,8755;35,5667;4,6074;51,0960;2,5784;25,2379
27572,5200;35,4080;4,6024;50,8340;2,6138;26,0138
30681,6314;35,7743;4,5794;50,4660;2,6010;25,9690
33772,6101;35,6026;4,5890;52,0540;2,5742;25,6690
36725,7589;35,6964;4,5794;51,2640;2,5257;25,1069
39576,2804;35,6495;4,5796;51,0840;2,6494;25,2828
42341,6136;35,7933;4,5640;51,5380;2,5858;24,5172
45174,0683;35,9567;4,5629;51,4620;2,5624;25,1241
47956,9560;36,0137;4,5572;49,9880;2,6181;22,6345
50734,9104;36,0769;4,5534;50,1020;2,6826;23,3828
53632,4736;36,1394;4,5550;51,1100;2,6406;23,0966
56447,6382;36,1677;4,5517;51,2000;2,5311;24,7586
59366,3547;36,4186;4,5289;50,3720;2,5892;24,2655
62288,8842;36,4116;4,5268;50,1700;2,6024;23,1000
65183,8815;36,5034;4,5308;52,1680;2,5328;26,0241
68106,6903;36,4693;4,5162;51,2620;2,6039;25,2552
70991,9902;36,4388;4,5349;51,9380;2,4883;23,8931
73909,1023;36,9290;4,4938;52,3960;2,5313;25,3345
76766,3751;37,0136;4,4987;52,9500;2,4976;25,2552
79693,5808;37,0652;4,4948;52,6900;2,4926;23,4069
82587,4352;37,1093;4,4908;51,7400;2,5701;25,2759
85531,7087;36,9734;4,5064;52,2100;2,4884;25,4655
88415,7167;37,3577;4,4948;53,6720;2,3844;27,2621
91279,8769;37,5296;4,4699;52,6240;2,4398;25,5586
94170,5649;37,2399;4,4937;52,8020;2,5085;25,4862
96978,8602;37,5487;4,4808;52,5720;2,5140;26,8724
99882,7539;38,0288;4,4443;51,4700;2,4627;23,8310
102781,7740;37,8456;4,4644;54,1920;2,4460;26,2828
105572,7085;38,0691;4,4433;53,4180;2,5235;25,4517
108337,8288;38,3896;4,4374;52,9400;2,4959;25,8448
111069,9690;38,4850;4,4237;53,0840;2,5479;25,4931
113872,3812;38,5887;4,4269;52,3400;2,5577;25,9621
116644,2187;38,7421;4,4126;54,9780;2,3715;27,8379
119426,3350;38,9207;4,3986;52,7000;2,5560;27,1345
122237,3129;39,1122;4,4031;54,2660;2,3805;26,7000
125051,4467;39,0866;4,3989;55,3620;2,3845;27,3276
127777,1479;39,3908;4,3831;55,5940;2,3560;26,0414
130597,5284;39,5294;4,3780;56,6560;2,3344;29,2552
133424,4815;39,9265;4,3651;56,7600;2,2566;27,7345
136241,9047;39,9340;4,3611;55,6220;2,3502;28,4621
139063,7766;40,2963;4,3416;56,3900;2,4046;28,5379
141890,2221;40,1474;4,3501;56,4520;2,3006;28,4897
144777,9133;40,7557;4,3239;56,6960;2,4884;28,3621
147570,3665;40,9697;4,3079;57,3240;2,2573;29,2586
150279,9582;41,1198;4,3054;57,7380;2,2722;29,4931
152975,8494;41,5587;4,2872;57,9580;2,3659;30,2172
155771,4210;41,7223;4,2820;59,1480;2,1049;30,2103
158611,5499;41,5346;4,2967;58,8680;2,2016;29,5172
161291,4054;41,9580;4,2652;58,7220;2,2071;29,2690
164021,6580;42,2708;4,2561;59,6660;2,2642;30,7759
166758,3876;42,6828;4,2284;59,9460;2,2065;30,9966
169495,9342;42,8544;4,2280;60,5000;2,2199;31,1586
172222,4586;43,2298;4,2065;60,6080;2,1225;32,3069
175023,8447;43,2120;4,2138;61,1080;2,1514;31,6724
177832,7474;43,7095;4,1997;59,9980;2,1536;30,9069
180587,1654;43,8495;4,1868;62,1820;2,1117;33,1483
183303,7623;44,1106;4,1749;62,3980;2,1345;34,1345
186121,4754;44,4140;4,1682;62,6320;2,1039;34,3379
188863,7853;44,8726;4,1408;63,4300;1,9996;33,4655
191689,1366;45,2452;4,1218;63,5860;1,9790;34,8034
194406,7399;45,5667;4,1094;63,8540;1,9314;35,4069
197202,3385;45,9821;4,0917;63,3980;2,0250;33,9966
200017,6771;46,5609;4,0672;64,5320;1,9135;34,7069
202826,1432;46,5689;4,0663;64,1660;2,0140;35,3483
205560,9068;47,2378;4,0370;65,4120;1,9555;37,4862
209939,4155;47,3318;4,0294;65,4020;1,9334;37,1690
215021,5337;47,9412;4,0087;65,9720;1,9485;36,9483
219967,2392;48,4750;3,9832;66,7300;1,8902;36,7069
224821,9602;48,5621;3,9717;66,8860;1,8958;38,0966
229719,0414;49,1608;3,9581;67,5820;1,8604;38,6069
234376,6638;49,4590;3,9330;67,8600;1,8063;40,5172
239713,9140;50,0215;3,9085;67,3480;1,9185;37,2103
245254,4510;50,1994;3,8997;68,5000;1,8222;40,0103
250834,8324;50,8202;3,8831;68,9440;1,7407;38,9241
255757,4765;50,9610;3,8813;69,5800;1,7594;40,6310
261111,9607;51,5207;3,8499;69,9120;1,7478;41,5207
266737,2684;51,8005;3,8384;70,2260;1,6914;41,0759
272243,7045;52,0875;3,8233;70,1920;1,7768;41,3793
277814,0927;53,1010;3,7833;70,8640;1,7407;42,7103
281275,9582;53,3727;3,7686;71,2460;1,7376;42,6931
284358,5755;53,4684;3,7672;71,7940;1,6136;43,5517
287392,2694;53,8831;3,7561;72,1660;1,5549;43,7172
290405,8436;54,5283;3,7229;71,9680;1,6880;44,3517
293434,8441;54,4180;3,7337;72,5900;1,6927;44,2966
296329,7178;54,8222;3,7089;72,6380;1,6672;44,7172
299212,1828;55,3712;3,6810;73,1040;1,7034;45,2448
302074,6477;55,6359;3,6697;73,0860;1,6631;45,6000
304988,7585;56,1029;3,6472;73,1320;1,7631;45,6517
307815,3184;56,0980;3,6600;73,3340;1,6711;45,9724
310727,4615;56,1924;3,6431;73,4300;1,6958;45,7724
313574,2450;56,2754;3,6452;73,5660;1,6384;45,5724
316407,6487;56,6723;3,6206;73,7360;1,6237;46,2379
319190,1126;56,4993;3,6328;73,8060;1,5826;46,1483
