;config_697_avg
Standard_Acc;73,9680
RMSCE;0,3929
gaussian_noise;57,0868
shot_noise;56,9948
impulse_noise;57,1688
defocus_blur;40,8576
glass_blur;38,0488
motion_blur;46,4812
zoom_blur;44,8852
snow;40,8832
frost;47,7372
fog;48,1912
brightness;67,5032
contrast;49,7324
elastic_transform;54,1836
pixelate;57,3736
jpeg_compression;59,4204
speckle_noise;61,3352
gaussian_blur;43,5560
spatter;52,6476
saturate;60,8848
blue_noise_sample;57,5364
brownish_noise;58,7972
caustic_refraction;56,9876
checkerboard_cutout;46,4768
cocentric_sine_waves;26,5048
inverse_sparkles;26,9620
perlin_noise;62,9308
plasma_noise;34,0272
single_frequency_greyscale;40,4820
sparkles;63,0580
Acc_C-all-19;51,8406
Acc_C-original-15;51,1032
Acc_C-bar-10;47,3763
Acc_all-ex-pixelwise-noise-24;48,6922
RMSCE_C;0,3046
Acc_A;0,4267
Acc_R;30,0450
Acc_Sketch;29,4700
Acc_ES-auto_exposure;0,0500
Acc_ES-param_control;0,0167
Acc_V2;61,3300
uniform-l1,1403.4,False,max;73,6880
uniform-l2,10.37,False,max;73,3140
uniform-linf,0.1446,False,max;70,8860
uniform-l0.5,200000000.0,True,max;73,3440
uniform-l1,2500.0,True,max;73,3660
uniform-l2,8.0,True,max;73,4480
uniform-l10,0.07,True,max;73,6720
uniform-l50,0.035,True,max;73,5540
uniform-linf,0.015,True,max;73,6160
uniform-l0-impulse,0.01,True,max;71,3980
uniform-l0-impulse,0.02,True,max;70,3600
uniform-l0-impulse,0.05,True,max;68,6240
uniform-l0-impulse,0.1,True,max;66,1740
uniform-l0-impulse,0.2,True,max;62,0120
uniform-l0-impulse,0.5,True,max;49,3640
uniform-l0.5,200000000.0,False,max;73,3520
uniform-l0.5,500000000.0,False,max;72,1400
uniform-l0.5,1000000000.0,False,max;69,9640
uniform-l0.5,2000000000.0,False,max;66,3560
uniform-l0.5,5000000000.0,False,max;57,5380
uniform-l0.5,10000000000.0,False,max;46,6700
uniform-l1,1000.0,False,max;73,7640
uniform-l1,5000.0,False,max;72,5040
uniform-l1,10000.0,False,max;70,6340
uniform-l1,20000.0,False,max;66,6360
uniform-l1,50000.0,False,max;54,8740
uniform-l1,100000.0,False,max;38,2080
uniform-l2,5.0,False,max;73,6660
uniform-l2,10.0,False,max;73,2920
uniform-l2,20.0,False,max;72,3260
uniform-l2,50.0,False,max;68,8900
uniform-l2,100.0,False,max;62,1080
uniform-l2,200.0,False,max;47,8120
uniform-l10,0.05,False,max;73,7320
uniform-l10,0.1,False,max;73,4200
uniform-l10,0.2,False,max;72,6720
uniform-l10,0.5,False,max;69,8960
uniform-l10,1.0,False,max;63,6840
uniform-l10,2.0,False,max;49,3320
uniform-l50,0.02,False,max;73,7680
uniform-l50,0.05,False,max;73,3660
uniform-l50,0.1,False,max;72,3960
uniform-l50,0.2,False,max;70,1600
uniform-l50,0.5,False,max;61,8160
uniform-l50,1.0,False,max;43,6820
uniform-linf,0.02,False,max;73,7100
uniform-linf,0.05,False,max;73,1980
uniform-linf,0.1,False,max;72,0480
uniform-linf,0.2,False,max;69,4280
uniform-linf,0.5,False,max;58,8220
uniform-linf,1.0,False,max;37,3680
Class Separation Robustness;72,6293
imperceptible Robustness;73,5000
Average p-norm robustness;65,0277
