;config_659_avg
Standard_Acc;76,9280
RMSCE;0,2294
gaussian_noise;39,1108
shot_noise;37,7500
impulse_noise;35,5376
defocus_blur;41,3460
glass_blur;28,8708
motion_blur;43,0688
zoom_blur;36,8620
snow;36,4144
frost;38,7944
fog;51,8212
brightness;68,2616
contrast;54,5528
elastic_transform;45,8612
pixelate;49,0564
jpeg_compression;55,8360
speckle_noise;45,9592
gaussian_blur;44,2500
spatter;49,9512
saturate;65,2996
blue_noise_sample;46,5288
brownish_noise;58,1112
caustic_refraction;52,9176
checkerboard_cutout;48,2136
cocentric_sine_waves;14,7940
inverse_sparkles;19,7628
perlin_noise;61,3604
plasma_noise;28,1412
single_frequency_greyscale;24,2036
sparkles;63,2828
Acc_C-all-19;45,7160
Acc_C-original-15;44,2096
Acc_C-bar-10;41,7316
Acc_all-ex-pixelwise-noise-24;45,0431
RMSCE_C;0,1511
Acc_A;0,3067
Acc_R;25,1050
Acc_Sketch;26,2159
Acc_ES-auto_exposure;0,0500
Acc_ES-param_control;0,0370
Acc_V2;65,3200
uniform-l1,1403.4,False,max;75,9780
uniform-l2,10.37,False,max;74,3120
uniform-linf,0.1446,False,max;64,6800
uniform-l0.5,200000000.0,True,max;74,7700
uniform-l1,2500.0,True,max;74,6840
uniform-l2,8.0,True,max;75,0540
uniform-l10,0.07,True,max;75,7480
uniform-l50,0.035,True,max;75,5360
uniform-linf,0.015,True,max;75,7300
uniform-l0-impulse,0.01,True,max;66,9780
uniform-l0-impulse,0.02,True,max;63,0540
uniform-l0-impulse,0.05,True,max;52,4360
uniform-l0-impulse,0.1,True,max;37,5920
uniform-l0-impulse,0.2,True,max;18,2800
uniform-l0-impulse,0.5,True,max;1,5620
uniform-l0.5,200000000.0,False,max;74,6560
uniform-l0.5,500000000.0,False,max;69,4920
uniform-l0.5,1000000000.0,False,max;59,1340
uniform-l0.5,2000000000.0,False,max;38,7420
uniform-l0.5,5000000000.0,False,max;8,6580
uniform-l0.5,10000000000.0,False,max;1,2780
uniform-l1,1000.0,False,max;76,4120
uniform-l1,5000.0,False,max;71,3920
uniform-l1,10000.0,False,max;63,0200
uniform-l1,20000.0,False,max;41,4160
uniform-l1,50000.0,False,max;5,5340
uniform-l1,100000.0,False,max;0,5020
uniform-l2,5.0,False,max;75,9820
uniform-l2,10.0,False,max;74,4360
uniform-l2,20.0,False,max;70,7040
uniform-l2,50.0,False,max;54,2780
uniform-l2,100.0,False,max;23,2780
uniform-l2,200.0,False,max;1,7160
uniform-l10,0.05,False,max;76,1520
uniform-l10,0.1,False,max;74,9700
uniform-l10,0.2,False,max;71,9880
uniform-l10,0.5,False,max;59,3660
uniform-l10,1.0,False,max;31,2900
uniform-l10,2.0,False,max;2,6800
uniform-l50,0.02,False,max;76,3100
uniform-l50,0.05,False,max;74,6740
uniform-l50,0.1,False,max;70,9600
uniform-l50,0.2,False,max;61,4040
uniform-l50,0.5,False,max;23,9360
uniform-l50,1.0,False,max;1,1060
uniform-linf,0.02,False,max;76,1300
uniform-linf,0.05,False,max;73,9480
uniform-linf,0.1,False,max;69,5380
uniform-linf,0.2,False,max;57,3500
uniform-linf,0.5,False,max;14,9700
uniform-linf,1.0,False,max;0,5020
Class Separation Robustness;71,6567
imperceptible Robustness;75,2537
Average p-norm robustness;46,8525
