1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-0.0-samples
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0
0.06130870804190636;0.8701080679893494;0.06130870804190636;0.0
0.12022019922733307;2.1970202922821045;0.12022019922733307;0.0
0.1212291494011879;1.536309838294983;0.1212291494011879;0.0
0.13913670182228088;3.837015390396118;0.13913670182228088;0.0
0.1526200920343399;1.8969860076904297;0.1526200920343399;0.0
0.15466457605361938;1.8682477474212646;0.15466457605361938;0.0
0.17861908674240112;4.144956588745117;0.17861908674240112;0.0
0.18145708739757538;1.8926661014556885;0.18145708739757538;0.0
0.3469175100326538;4.190951347351074;0.3469175100326538;0.0
0.3492714762687683;3.83740234375;0.3492714762687683;0.0
0.3526899814605713;3.5022358894348145;0.3526899814605713;0.0
0.3658198416233063;7.389732360839844;0.3658198416233063;0.0
0.5386905670166016;4.537302017211914;0.5386905670166016;0.0
0.5840169191360474;3.6961724758148193;0.5840169191360474;0.0
0.5900749564170837;4.764641284942627;0.5900749564170837;0.0
0.6122757196426392;7.293540954589844;0.6122757196426392;0.0
0.626872718334198;6.301112174987793;0.626872718334198;0.0
0.6731408834457397;8.377901077270508;0.6731408834457397;0.0
0.8966704607009888;6.800938606262207;0.8966704607009888;0.0
0.9134652614593506;11.975025177001953;0.9134652614593506;0.0
1.1515647172927856;12.085241317749023;1.1515647172927856;0.0
1.1991602182388306;14.466588973999023;1.1991602182388306;0.0
1.2172666788101196;10.87861156463623;1.2172666788101196;0.0
1.2654101848602295;12.658929824829102;1.2654101848602295;0.0
1.2696473598480225;7.943026542663574;1.2696473598480225;0.0
1.3152832984924316;13.586403846740723;1.3152832984924316;0.0
1.428877353668213;22.950103759765625;1.428877353668213;0.0
1.4306526184082031;13.615490913391113;1.4306526184082031;0.0
1.4355778694152832;9.973217010498047;1.4355778694152832;0.0
1.59956955909729;5.18924617767334;1.59956955909729;0.0
1.647855520248413;20.44610595703125;1.647855520248413;0.0
1.7054264545440674;19.689231872558594;1.7054264545440674;0.0
1.7285881042480469;29.196514129638672;1.7285881042480469;0.0
1.7302261590957642;20.29306983947754;1.7302261590957642;0.0
1.7740576267242432;6.6361002922058105;1.7740576267242432;0.0
1.7786962985992432;10.926436424255371;1.7786962985992432;0.0
1.816274881362915;15.510836601257324;1.816274881362915;0.0
1.8237028121948242;13.08574104309082;1.8237028121948242;0.0
1.82572340965271;13.980789184570312;1.82572340965271;0.0
1.862565517425537;15.948534965515137;1.862565517425537;0.0
1.8908658027648926;13.377342224121094;1.8908658027648926;0.0
1.9941879510879517;22.180747985839844;1.9941879510879517;0.0
2.0389223098754883;15.612792015075684;2.0389223098754883;0.0
2.177689790725708;22.88419532775879;2.177689790725708;0.0
2.1889915466308594;16.942447662353516;2.1889915466308594;0.0
2.232722282409668;29.485458374023438;2.232722282409668;0.0
2.235098361968994;28.475139617919922;2.235098361968994;0.0
2.3404617309570312;19.264366149902344;2.3404617309570312;0.0
2.3540115356445312;23.481998443603516;2.3540115356445312;0.0
2.3721728324890137;16.953882217407227;2.3721728324890137;0.0
2.452815055847168;15.917798042297363;2.452815055847168;0.0
2.4646835327148438;10.283086776733398;2.4646835327148438;0.0
2.567011833190918;25.707958221435547;2.567011833190918;0.0
2.7399468421936035;27.860471725463867;2.7399468421936035;0.0
2.7411510944366455;23.24524688720703;2.7411510944366455;0.0
2.7996537685394287;19.029314041137695;2.7996537685394287;0.0
2.834451675415039;24.735881805419922;2.834451675415039;0.0
2.938697338104248;32.26615524291992;2.938697338104248;0.0
2.9668428897857666;13.248156547546387;2.9668428897857666;0.0
3.00687313079834;25.381248474121094;3.00687313079834;0.0
3.025853157043457;20.711746215820312;3.025853157043457;0.0
3.18485951423645;21.06927490234375;3.18485951423645;0.0
3.227762460708618;12.222195625305176;3.227762460708618;0.0
3.2479844093322754;27.462146759033203;3.2479844093322754;0.0
3.336700916290283;29.534055709838867;3.336700916290283;0.0
3.4123291969299316;20.978363037109375;3.4123291969299316;0.0
3.4905853271484375;24.428730010986328;3.4905853271484375;0.0
3.4943995475769043;23.00324821472168;3.4943995475769043;0.0
3.616696834564209;17.788747787475586;3.616696834564209;0.0
3.6757709980010986;18.601818084716797;3.6757709980010986;0.0
3.851900339126587;23.794294357299805;3.851900339126587;0.0
3.9015579223632812;43.85363006591797;3.9015579223632812;0.0
3.976630210876465;36.981483459472656;3.976630210876465;0.0
4.272353172302246;16.53561019897461;4.272353172302246;0.0
4.289050102233887;24.83175277709961;4.289050102233887;0.0
4.333123207092285;21.995609283447266;4.333123207092285;0.0
