;config_515_avg
Standard_Acc;91,3600
RMSCE;0,1206
gaussian_noise;63,4000
shot_noise;59,1000
impulse_noise;61,4000
defocus_blur;59,8000
glass_blur;42,1000
motion_blur;70,4000
zoom_blur;62,6000
snow;67,6000
frost;66,8000
fog;80,6000
brightness;88,8000
contrast;84,2000
elastic_transform;75,1000
pixelate;84,1000
jpeg_compression;80,6000
speckle_noise;69,1000
gaussian_blur;52,6000
spatter;75,0000
saturate;86,8000
blue_noise_sample;68,0000
brownish_noise;84,4000
caustic_refraction;78,4000
checkerboard_cutout;75,4000
cocentric_sine_waves;31,3000
inverse_sparkles;55,2000
perlin_noise;84,2000
plasma_noise;63,5000
single_frequency_greyscale;39,5000
sparkles;85,5000
Acc_C-all-19;70,0053
Acc_C-original-15;69,7733
Acc_C-bar-10;66,5400
Acc_all-ex-pixelwise-noise-24;69,7708
RMSCE_C;0,1064
uniform-l1,1403.4,False,max;91,1100
uniform-l2,10.37,False,max;90,0700
uniform-linf,0.1446,False,max;83,0200
uniform-l0.5,200000000.0,True,max;90,4800
uniform-l1,2500.0,True,max;90,4200
uniform-l2,8.0,True,max;90,5200
uniform-l10,0.07,True,max;90,9000
uniform-l50,0.035,True,max;90,8000
uniform-linf,0.015,True,max;90,9700
uniform-l0-impulse,0.01,True,max;86,8400
uniform-l0-impulse,0.02,True,max;84,0100
uniform-l0-impulse,0.05,True,max;76,6500
uniform-l0-impulse,0.1,True,max;66,9000
uniform-l0-impulse,0.2,True,max;47,7300
uniform-l0-impulse,0.5,True,max;10,3800
uniform-l0.5,200000000.0,False,max;90,4500
uniform-l0.5,500000000.0,False,max;86,8200
uniform-l0.5,1000000000.0,False,max;80,2400
uniform-l0.5,2000000000.0,False,max;66,4800
uniform-l0.5,5000000000.0,False,max;31,6900
uniform-l0.5,10000000000.0,False,max;8,2900
uniform-l1,1000.0,False,max;91,1300
uniform-l1,5000.0,False,max;87,9700
uniform-l1,10000.0,False,max;81,8000
uniform-l1,20000.0,False,max;67,8700
uniform-l1,50000.0,False,max;24,5400
uniform-l1,100000.0,False,max;3,0500
uniform-l2,5.0,False,max;90,8900
uniform-l2,10.0,False,max;90,2300
uniform-l2,20.0,False,max;87,2800
uniform-l2,50.0,False,max;76,2900
uniform-l2,100.0,False,max;51,7600
uniform-l2,200.0,False,max;10,7700
uniform-l10,0.05,False,max;91,1500
uniform-l10,0.1,False,max;90,5500
uniform-l10,0.2,False,max;88,3600
uniform-l10,0.5,False,max;79,3700
uniform-l10,1.0,False,max;59,0000
uniform-l10,2.0,False,max;14,1500
uniform-l50,0.02,False,max;91,0800
uniform-l50,0.05,False,max;90,2000
uniform-l50,0.1,False,max;87,5400
uniform-l50,0.2,False,max;80,7900
uniform-l50,0.5,False,max;51,6800
uniform-l50,1.0,False,max;7,2900
uniform-linf,0.02,False,max;91,1000
uniform-linf,0.05,False,max;89,7900
uniform-linf,0.1,False,max;86,3700
uniform-linf,0.2,False,max;78,1600
uniform-linf,0.5,False,max;40,7700
uniform-linf,1.0,False,max;3,0800
Class Separation Robustness;88,0667
imperceptible Robustness;90,6817
Average p-norm robustness;64,7736
