;config_519_avg;config_519_std;config_519_run_0;config_519_run_1;config_519_run_2
Standard_Acc;88,8600;0,1143;88,8000;89,0200;88,7600
RMSCE;0,0989;0,0009;0,0980;0,0987;0,1001
gaussian_noise;57,8240;0,5293;58,2240;57,0760;58,1720
shot_noise;57,6667;0,9083;58,2480;56,3840;58,3680
impulse_noise;56,3213;0,9680;56,2160;55,1920;57,5560
defocus_blur;55,1760;0,4527;55,8160;54,8440;54,8680
glass_blur;55,1293;0,8375;56,2640;54,2680;54,8560
motion_blur;63,6533;0,5980;64,0000;64,1480;62,8120
zoom_blur;61,6867;0,6518;62,2840;61,9960;60,7800
snow;60,6360;0,6256;61,4120;60,6160;59,8800
frost;59,0133;0,7503;60,0480;58,2920;58,7000
fog;74,6400;0,3140;74,8640;74,8600;74,1960
brightness;84,4627;0,2305;84,6640;84,5840;84,1400
contrast;75,6293;0,8913;76,8680;75,2120;74,8080
elastic_transform;71,3893;0,4068;71,9560;71,0200;71,1920
pixelate;76,5827;0,4507;76,1160;77,1920;76,4400
jpeg_compression;77,0080;0,5382;77,7440;76,8080;76,4720
speckle_noise;66,7013;0,6728;67,3280;65,7680;67,0080
gaussian_blur;57,7720;0,5310;58,5160;57,3120;57,4880
spatter;69,9280;0,2154;70,0320;70,1240;69,6280
saturate;82,2867;0,1045;82,3760;82,3440;82,1400
blue_noise_sample;66,3213;0,4968;65,7000;66,3480;66,9160
brownish_noise;80,5400;0,2698;80,7600;80,1600;80,7000
caustic_refraction;75,5093;0,3133;75,9200;75,4480;75,1600
checkerboard_cutout;72,8387;0,6666;73,3080;73,3120;71,8960
cocentric_sine_waves;31,1467;0,7009;30,3280;31,0720;32,0400
inverse_sparkles;50,4907;0,9573;51,0120;51,3120;49,1480
perlin_noise;78,5867;0,3812;79,0360;78,6200;78,1040
plasma_noise;57,8827;0,8590;56,8360;57,8720;58,9400
single_frequency_greyscale;37,9800;0,3912;38,1880;37,4320;38,3200
sparkles;81,1680;0,1245;81,2600;81,2520;80,9920
Acc_C-all-19;66,5004;0,3538;66,9987;66,2126;66,2897
Acc_C-original-15;65,7879;0,3732;66,3149;65,4995;65,5493
Acc_C-bar-10;63,2464;0,0263;63,2348;63,2828;63,2216
Acc_all-ex-pixelwise-noise-24;66,2973;0,2723;66,6503;66,2542;65,9875
RMSCE_C;0,0718;0,0034;0,0750;0,0670;0,0734
Acc_A;8,8725;0,3022;8,5294;9,2647;8,8235
Acc_R;54,0479;0,5054;54,1655;53,3786;54,5997
Acc_Sketch;49,7150;0,7933;50,8355;49,1056;49,2039
Acc_ES-auto_exposure;0,0000;0,0000;0,0000;0,0000;0,0000
Acc_ES-param_control;0,0970;0,0249;0,0794;0,0794;0,1323
Acc_V2;79,8000;0,4967;80,2000;80,1000;79,1000
uniform-l1,1403.4,False,max;88,5133;0,0899;88,4600;88,6400;88,4400
uniform-l2,10.37,False,max;87,5400;0,1987;87,8200;87,3800;87,4200
uniform-linf,0.1446,False,max;80,1200;0,3861;80,5600;80,1800;79,6200
uniform-l0.5,200000000.0,True,max;87,7867;0,2380;88,0600;87,4800;87,8200
uniform-l1,2500.0,True,max;87,8133;0,1761;88,0600;87,7200;87,6600
uniform-l2,8.0,True,max;87,9600;0,0283;87,9400;88,0000;87,9400
uniform-l10,0.07,True,max;88,3733;0,0957;88,4200;88,4600;88,2400
uniform-l50,0.035,True,max;88,2400;0,1705;88,4800;88,1000;88,1400
uniform-linf,0.015,True,max;88,4200;0,1414;88,3200;88,6200;88,3200
uniform-l0-impulse,0.01,True,max;83,5200;0,4808;83,1800;83,1800;84,2000
uniform-l0-impulse,0.02,True,max;80,8600;0,3851;80,4600;80,7400;81,3800
uniform-l0-impulse,0.05,True,max;73,5533;0,4654;73,5600;74,1200;72,9800
uniform-l0-impulse,0.1,True,max;61,1067;1,4025;62,5800;61,5200;59,2200
uniform-l0-impulse,0.2,True,max;39,2467;1,7785;41,7000;38,5000;37,5400
uniform-l0-impulse,0.5,True,max;6,3467;1,0168;6,4800;5,0400;7,5200
uniform-l0.5,200000000.0,False,max;87,8267;0,1482;87,9600;87,9000;87,6200
uniform-l0.5,500000000.0,False,max;83,9533;0,2288;84,2400;83,9400;83,6800
uniform-l0.5,1000000000.0,False,max;76,8867;0,7798;77,0000;77,7800;75,8800
uniform-l0.5,2000000000.0,False,max;61,0067;1,2850;62,6400;60,8800;59,5000
uniform-l0.5,5000000000.0,False,max;22,0667;1,6374;24,2000;20,2200;21,7800
uniform-l0.5,10000000000.0,False,max;5,2600;0,8243;5,4200;4,1800;6,1800
uniform-l1,1000.0,False,max;88,7467;0,2042;88,7400;89,0000;88,5000
uniform-l1,5000.0,False,max;85,3467;0,2478;85,6200;85,4000;85,0200
uniform-l1,10000.0,False,max;79,2533;0,5050;79,6400;79,5800;78,5400
uniform-l1,20000.0,False,max;62,7133;1,5569;64,5200;62,9000;60,7200
uniform-l1,50000.0,False,max;16,3600;1,6915;17,9600;14,0200;17,1000
uniform-l1,100000.0,False,max;2,3467;0,2941;2,1800;2,1000;2,7600
uniform-l2,5.0,False,max;88,5800;0,0748;88,5600;88,6800;88,5000
uniform-l2,10.0,False,max;87,5533;0,1543;87,7000;87,6200;87,3400
uniform-l2,20.0,False,max;84,5867;0,1969;84,8400;84,5600;84,3600
uniform-l2,50.0,False,max;72,9400;0,9476;73,8000;73,4000;71,6200
uniform-l2,100.0,False,max;43,0467;1,9784;45,8200;41,9800;41,3400
uniform-l2,200.0,False,max;6,8467;0,8470;7,1200;5,7000;7,7200
uniform-l10,0.05,False,max;88,6467;0,1482;88,6200;88,8400;88,4800
uniform-l10,0.1,False,max;87,9600;0,0909;87,8600;88,0800;87,9400
uniform-l10,0.2,False,max;85,6000;0,3303;86,0600;85,4400;85,3000
uniform-l10,0.5,False,max;76,1600;0,6225;76,5800;76,6200;75,2800
uniform-l10,1.0,False,max;52,3933;1,7643;54,8000;51,7600;50,6200
uniform-l10,2.0,False,max;9,1467;1,2481;9,8000;7,4000;10,2400
uniform-l50,0.02,False,max;88,6533;0,2802;88,6000;89,0200;88,3400
uniform-l50,0.05,False,max;87,6467;0,0471;87,6800;87,6800;87,5800
uniform-l50,0.1,False,max;84,9133;0,3039;85,2600;84,9600;84,5200
uniform-l50,0.2,False,max;77,8000;0,4983;78,3000;77,9800;77,1200
uniform-l50,0.5,False,max;43,6600;1,9412;46,3600;42,7400;41,8800
uniform-l50,1.0,False,max;4,5933;0,5634;4,6000;3,9000;5,2800
uniform-linf,0.02,False,max;88,6667;0,1408;88,8200;88,7000;88,4800
uniform-linf,0.05,False,max;87,0867;0,1934;87,3600;86,9600;86,9400
uniform-linf,0.1,False,max;83,8933;0,2995;84,1800;84,0200;83,4800
uniform-linf,0.2,False,max;74,6867;0,6840;75,1400;75,2000;73,7200
uniform-linf,0.5,False,max;31,6800;1,8270;34,2200;30,0000;30,8200
uniform-linf,1.0,False,max;2,3267;0,2877;2,2200;2,0400;2,7200
Class Separation Robustness;85,3911;0,1852;85,6133;85,4000;85,1600
imperceptible Robustness;88,0989;0,0828;88,2133;88,0633;88,0200
Average p-norm robustness;60,8444;0,4553;61,4852;60,5781;60,4700
