inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-0.0-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-0.0-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-0.0-samples
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.6656856536865234e-05;0.00010001659393310547;3.6656856536865234e-05;0.0;0.009965138509869576;0.009965138509869576;0.07500898838043213;0.0;0.11631257832050323;1.5621674060821533;0.11631257832050323;0.0
7.140636444091797e-05;0.00010001659393310547;7.140636444091797e-05;0.0;0.010000002570450306;0.010000002570450306;0.11207831650972366;0.0;0.2519986033439636;1.885353446006775;0.2519986033439636;0.0
0.00010001659393310547;0.00010001659393310547;0.0001050904393196106;0.0;0.017307868227362633;0.017307868227362633;0.09338036924600601;0.0;0.2961556911468506;3.200282573699951;0.2961556911468506;0.0
0.00011693091073539108;0.00020003318786621094;0.00011693091073539108;0.0;0.03157583624124527;0.03157583624124527;0.10930364578962326;0.0;0.7419797778129578;6.233667373657227;0.7419797778129578;0.0
0.00015295506455004215;0.00020003318786621094;0.00015295506455004215;0.0;0.032334811985492706;0.032334811985492706;0.10321925580501556;0.0;1.1086794137954712;5.520978927612305;1.1086794137954712;0.0
0.0003000497817993164;0.0003000497817993164;0.00042068958282470703;0.0;0.05253312364220619;0.05253312364220619;0.13439549505710602;0.0;1.2788944244384766;12.173318862915039;1.2788944244384766;0.0
0.0003000497817993164;0.0003000497817993164;0.0003146529197692871;0.0;0.0526958592236042;0.0526958592236042;0.1514846533536911;0.0;1.5358729362487793;17.76263427734375;1.5358729362487793;0.0
0.0003000497817993164;0.0003000497817993164;0.0005294233560562134;0.0;0.05276042968034744;0.05276042968034744;0.1378062665462494;0.0;1.593276858329773;12.330221176147461;1.593276858329773;0.0
0.0003000497817993164;0.0003000497817993164;0.0003836303949356079;0.0;0.05969083309173584;0.05969083309173584;0.14097100496292114;0.0;1.6298935413360596;21.313932418823242;1.6298935413360596;0.0
0.00037451088428497314;0.0004000663757324219;0.00037451088428497314;0.0;0.0598321408033371;0.0598321408033371;0.14803940057754517;0.0;1.9752743244171143;19.225311279296875;1.9752743244171143;0.0
0.0003863871097564697;0.0004000663757324219;0.0003863871097564697;0.0;0.05983938276767731;0.05983938276767731;0.12633077800273895;0.0;2.0675930976867676;12.761847496032715;2.0675930976867676;0.0
0.0004000663757324219;0.0004000663757324219;0.0005287565290927887;0.0;0.0598585344851017;0.0598585344851017;0.11635672301054001;0.0;2.067673444747925;9.990991592407227;2.067673444747925;0.0
0.0004000663757324219;0.0004000663757324219;0.0004810001701116562;0.0;0.06637125462293625;0.06637125462293625;0.14139528572559357;0.0;2.1639442443847656;11.023706436157227;2.1639442443847656;0.0
0.0004000663757324219;0.0004000663757324219;0.0004933187738060951;0.0;0.06701001524925232;0.06701001524925232;0.1292528510093689;0.0;2.1774778366088867;14.086831092834473;2.1774778366088867;0.0
0.0004000663757324219;0.0004000663757324219;0.000601649284362793;0.0;0.07351876050233841;0.07351876050233841;0.14306621253490448;0.0;2.2553491592407227;11.48709487915039;2.2553491592407227;0.0
0.0005000829696655273;0.0005000829696655273;0.0007460005581378937;0.0;0.0793142020702362;0.0793142020702362;0.35099828243255615;0.0;2.326964855194092;18.37584686279297;2.326964855194092;0.0
0.0005000829696655273;0.0005000829696655273;0.0005448125302791595;0.0;0.08028583228588104;0.08028583228588104;0.1261163055896759;0.0;2.617368221282959;12.96676254272461;2.617368221282959;0.0
0.0005000829696655273;0.0005000829696655273;0.000562476459890604;0.0;0.08068864047527313;0.08068864047527313;0.1451137363910675;0.0;2.6437525749206543;18.12061309814453;2.6437525749206543;0.0
0.0005000829696655273;0.0005000829696655273;0.0006802082061767578;0.0;0.08095728605985641;0.08095728605985641;0.14777782559394836;0.0;2.829525947570801;20.55682373046875;2.829525947570801;0.0
0.0005000829696655273;0.0005000829696655273;0.0005397498607635498;0.0;0.08535121381282806;0.08535121381282806;0.16902576386928558;0.0;2.9410881996154785;14.160491943359375;2.9410881996154785;0.0
0.0005000829696655273;0.0005000829696655273;0.0005386173725128174;0.0;0.08780094981193542;0.08780094981193542;0.15462510287761688;0.0;3.1509079933166504;22.653736114501953;3.1509079933166504;0.0
0.0005374215543270111;0.0009001493453979492;0.0005374215543270111;0.0;0.08785134553909302;0.08785134553909302;0.1557452231645584;0.0;3.1596012115478516;23.773168563842773;3.1596012115478516;0.0
0.0005577113479375839;0.0006000995635986328;0.0005577113479375839;0.0;0.09431891143321991;0.09431891143321991;0.1247507631778717;0.0;3.5978970527648926;13.804790496826172;3.5978970527648926;0.0
0.0006000995635986328;0.0006000995635986328;0.0009088777005672455;0.0;0.0944448709487915;0.0944448709487915;0.16395489871501923;0.0;3.601490020751953;13.623446464538574;3.601490020751953;0.0
0.0006000995635986328;0.0006000995635986328;0.0011207163333892822;0.0;0.09500374644994736;0.09500374644994736;0.1525135338306427;0.0;3.7279486656188965;25.183746337890625;3.7279486656188965;0.0
0.0006000995635986328;0.0006000995635986328;0.0008110404014587402;0.0;0.09502414613962173;0.09502414613962173;0.19023115932941437;0.0;3.8436338901519775;28.459068298339844;3.8436338901519775;0.0
0.0006000995635986328;0.0006000995635986328;0.0007236897945404053;0.0;0.09655342251062393;0.09655342251062393;0.499917209148407;0.0;3.8603339195251465;21.410907745361328;3.8603339195251465;0.0
0.0006000995635986328;0.0006000995635986328;0.0008584856986999512;0.0;0.09986860305070877;0.09986860305070877;0.3207392692565918;0.0;3.920621395111084;15.052228927612305;3.920621395111084;0.0
0.0006000995635986328;0.0006000995635986328;0.0006691776216030121;0.0;0.100452721118927;0.100452721118927;0.31439143419265747;0.0;4.231265544891357;17.80223846435547;4.231265544891357;0.0
0.0006000995635986328;0.0006000995635986328;0.0007768869400024414;0.0;0.10122451931238174;0.10122451931238174;0.1621018648147583;0.0;4.5239410400390625;31.317615509033203;4.5239410400390625;0.0
0.0007001161575317383;0.0007001161575317383;0.0007821321487426758;0.0;0.10166005045175552;0.10166005045175552;0.18085773289203644;0.0;4.525927543640137;27.037979125976562;4.525927543640137;0.0
0.0007001161575317383;0.0007001161575317383;0.0008455812931060791;0.0;0.10723209381103516;0.10723209381103516;0.28764358162879944;0.0;4.6374406814575195;14.730056762695312;4.6374406814575195;0.0
0.0007001161575317383;0.0007001161575317383;0.0013239812105894089;0.0;0.10902748256921768;0.10902748256921768;0.17492899298667908;0.0;4.6992292404174805;40.07249450683594;4.6992292404174805;0.0
0.0007001161575317383;0.0007001161575317383;0.0007890164852142334;0.0;0.11518048495054245;0.11518048495054245;0.17032970488071442;0.0;5.009366512298584;25.764734268188477;5.009366512298584;0.0
0.0007001161575317383;0.0007001161575317383;0.000991901382803917;0.0;0.11534405499696732;0.11534405499696732;0.17619702219963074;0.0;5.209918975830078;44.42884063720703;5.209918975830078;0.0
0.0008001327514648438;0.0008001327514648438;0.0009710192680358887;0.0;0.12299150228500366;0.12299150228500366;0.2219398319721222;0.0;5.731440544128418;18.365001678466797;5.731440544128418;0.0
0.0008001327514648438;0.0008001327514648438;0.0011112689971923828;0.0;0.12313919514417648;0.12313919514417648;0.16841118037700653;0.0;5.7999372482299805;30.88446807861328;5.7999372482299805;0.0
0.0008001327514648438;0.0008001327514648438;0.0008356273174285889;0.0;0.1287584900856018;0.1287584900856018;0.25781527161598206;0.0;5.904142379760742;22.934574127197266;5.904142379760742;0.0
0.0008001327514648438;0.0008001327514648438;0.0013438044115900993;0.0;0.12881791591644287;0.12881791591644287;0.19306644797325134;0.0;5.997743606567383;19.31375503540039;5.997743606567383;0.0
0.0009001493453979492;0.0009001493453979492;0.0014935135841369629;0.0;0.1294538378715515;0.1294538378715515;0.1716858446598053;0.0;6.306632041931152;22.89437484741211;6.306632041931152;0.0
0.0009001493453979492;0.0009001493453979492;0.00119752436876297;0.0;0.12961286306381226;0.12961286306381226;0.21060539782047272;0.0;6.567131042480469;18.566112518310547;6.567131042480469;0.0
0.0009001493453979492;0.0009001493453979492;0.00133436918258667;0.0;0.14134322106838226;0.14134322106838226;0.22400011122226715;0.0;6.65329647064209;34.07244110107422;6.65329647064209;0.0
0.0009001493453979492;0.0009001493453979492;0.0011180490255355835;0.0;0.1479867398738861;0.1479867398738861;0.8079292178153992;0.0;6.678697109222412;28.77371597290039;6.678697109222412;0.0
0.0009001493453979492;0.0009001493453979492;0.0013892613351345062;0.0;0.14829932153224945;0.14829932153224945;0.24422070384025574;0.0;7.010110855102539;25.992202758789062;7.010110855102539;0.0
0.0009001493453979492;0.0009001493453979492;0.0014715492725372314;0.0;0.15669000148773193;0.15669000148773193;0.27540123462677;0.0;7.448166847229004;28.515525817871094;7.448166847229004;0.0
0.0010001659393310547;0.0010001659393310547;0.001242905855178833;0.0;0.1567564755678177;0.1567564755678177;0.2720358371734619;0.0;8.088125228881836;27.43794822692871;8.088125228881836;0.0
0.0010001659393310547;0.0010001659393310547;0.0012038946151733398;0.0;0.15676365792751312;0.15676365792751312;0.3514692485332489;0.0;8.169981002807617;33.090179443359375;8.169981002807617;0.0
0.0011001825332641602;0.0011001825332641602;0.0017581386491656303;0.0;0.157693549990654;0.157693549990654;0.2469429224729538;0.0;8.37913703918457;34.37262725830078;8.37913703918457;0.0
0.0011001825332641602;0.0011001825332641602;0.0011371970176696777;0.0;0.17591145634651184;0.17591145634651184;0.45017459988594055;0.0;8.403457641601562;37.3975944519043;8.403457641601562;0.0
0.0012001991271972656;0.0012001991271972656;0.0018826425075531006;0.0;0.17705005407333374;0.17705005407333374;0.3198836147785187;0.0;8.636491775512695;29.878536224365234;8.636491775512695;0.0
0.0012001991271972656;0.0012001991271972656;0.0012533366680145264;0.0;0.17804041504859924;0.17804041504859924;0.44071850180625916;0.0;8.860751152038574;42.53577423095703;8.860751152038574;0.0
0.0012001991271972656;0.0012001991271972656;0.0018433928489685059;0.0;0.19597718119621277;0.19597718119621277;0.3210695683956146;0.0;9.028240203857422;34.5572624206543;9.028240203857422;0.0
0.0012001991271972656;0.0012001991271972656;0.0018002167344093323;0.0;0.2066669464111328;0.2066669464111328;0.3088085353374481;0.0;9.048033714294434;60.326080322265625;9.048033714294434;0.0
0.0012001991271972656;0.0012001991271972656;0.0018931254744529724;0.0;0.21367478370666504;0.21367478370666504;0.38538658618927;0.0;9.148883819580078;30.050838470458984;9.148883819580078;0.0
0.001221122220158577;0.001600027084350586;0.001221122220158577;0.0;0.21521732211112976;0.21521732211112976;0.361301064491272;0.0;9.678504943847656;87.94548034667969;9.678504943847656;0.0
0.0012233573943376541;0.0016002655029296875;0.0012233573943376541;0.0;0.2155122607946396;0.2155122607946396;0.40353667736053467;0.0;10.458038330078125;65.69648742675781;10.458038330078125;0.0
0.001300022006034851;0.001300022006034851;0.001655776984989643;0.0;0.21730096638202667;0.21730096638202667;0.3973940908908844;0.0;10.9537353515625;50.83135223388672;10.9537353515625;0.0
0.001300215721130371;0.001300215721130371;0.0014832615852355957;0.0;0.217969611287117;0.217969611287117;0.45361998677253723;0.0;11.184154510498047;66.49547576904297;11.184154510498047;0.0
0.001300215721130371;0.001300215721130371;0.0020292620174586773;0.0;0.22098739445209503;0.22098739445209503;0.383089154958725;0.0;11.76901626586914;53.46769714355469;11.76901626586914;0.0
0.001300215721130371;0.001300215721130371;0.0019027143716812134;0.0;0.22510921955108643;0.22510921955108643;0.33651822805404663;0.0;12.346885681152344;57.13846206665039;12.346885681152344;0.0
0.0014002323150634766;0.0014002323150634766;0.00207597017288208;0.0;0.22609427571296692;0.22609427571296692;0.4496733248233795;0.0;12.358638763427734;48.24568176269531;12.358638763427734;0.0
0.0014002323150634766;0.0014002323150634766;0.002113763242959976;0.0;0.22741472721099854;0.22741472721099854;0.3089101016521454;0.0;12.423731803894043;48.929420471191406;12.423731803894043;0.0
0.0014339238405227661;0.0017850995063781738;0.0014339238405227661;0.0;0.22835850715637207;0.22835850715637207;0.30046346783638;0.0;12.600783348083496;43.283164978027344;12.600783348083496;0.0
0.001500248908996582;0.001500248908996582;0.0018360018730163574;0.0;0.232091024518013;0.232091024518013;0.3024212121963501;0.0;13.863253593444824;44.64167022705078;13.863253593444824;0.0
0.001500248908996582;0.001500248908996582;0.002732478082180023;0.0;0.23443672060966492;0.23443672060966492;0.42222580313682556;0.0;14.032155990600586;61.0716552734375;14.032155990600586;0.0
0.001500248908996582;0.001500248908996582;0.002200186252593994;0.0;0.23866647481918335;0.23866647481918335;0.4175480604171753;0.0;14.113783836364746;56.70892333984375;14.113783836364746;0.0
0.0015991628170013428;0.0015991628170013428;0.0024566296488046646;0.0;0.2454107105731964;0.2454107105731964;0.7535539865493774;0.0;14.11422348022461;74.5589599609375;14.11422348022461;0.0
0.001600027084350586;0.001600027084350586;0.0025034546852111816;0.0;0.24710038304328918;0.24710038304328918;0.4652935266494751;0.0;14.166460037231445;100.22695922851562;14.166460037231445;0.0
0.0016002655029296875;0.0016002655029296875;0.001639924943447113;0.0;0.25092563033103943;0.25092563033103943;0.589272141456604;0.0;14.310449600219727;38.515663146972656;14.310449600219727;0.0
0.001687556505203247;0.001687556505203247;0.0025332868099212646;0.0;0.2576645612716675;0.2576645612716675;0.48310184478759766;0.0;14.387981414794922;45.499847412109375;14.387981414794922;0.0
0.0016915500164031982;0.0016915500164031982;0.0031481310725212097;0.0;0.2622185945510864;0.2622185945510864;0.4971233308315277;0.0;14.704402923583984;58.26493835449219;14.704402923583984;0.0
0.001695394515991211;0.001695394515991211;0.002933267503976822;0.0;0.2655138373374939;0.2655138373374939;0.4284219741821289;0.0;14.988992691040039;54.938453674316406;14.988992691040039;0.0
