;config_524_avg
Standard_Acc;88,4400
RMSCE;0,1231
gaussian_noise;54,9640
shot_noise;54,1600
impulse_noise;54,2200
defocus_blur;54,5920
glass_blur;56,8240
motion_blur;62,7960
zoom_blur;62,2480
snow;59,7880
frost;59,8600
fog;74,3080
brightness;83,8520
contrast;75,6560
elastic_transform;71,1040
pixelate;77,0680
jpeg_compression;76,8960
speckle_noise;64,6800
gaussian_blur;57,2080
spatter;69,5200
saturate;81,2000
blue_noise_sample;66,3840
brownish_noise;80,4640
caustic_refraction;74,7840
checkerboard_cutout;71,9800
cocentric_sine_waves;31,3120
inverse_sparkles;52,1000
perlin_noise;78,3000
plasma_noise;57,1360
single_frequency_greyscale;36,6160
sparkles;80,1600
Acc_C-all-19;65,8392
Acc_C-original-15;65,2224
Acc_C-bar-10;62,9236
Acc_all-ex-pixelwise-noise-24;66,0738
RMSCE_C;0,0890
uniform-l1,1403.4,False,max;88,2200
uniform-l2,10.37,False,max;87,4000
uniform-linf,0.1446,False,max;80,9200
uniform-l0.5,200000000.0,True,max;87,9600
uniform-l1,2500.0,True,max;87,9400
uniform-l2,8.0,True,max;87,7800
uniform-l10,0.07,True,max;88,2200
uniform-l50,0.035,True,max;88,1400
uniform-linf,0.015,True,max;88,3000
uniform-l0-impulse,0.01,True,max;86,1000
uniform-l0-impulse,0.02,True,max;82,8200
uniform-l0-impulse,0.05,True,max;75,1000
uniform-l0-impulse,0.1,True,max;65,0000
uniform-l0-impulse,0.2,True,max;42,1400
uniform-l0-impulse,0.5,True,max;1,8800
uniform-l0.5,200000000.0,False,max;87,7800
uniform-l0.5,500000000.0,False,max;84,7800
uniform-l0.5,1000000000.0,False,max;77,5600
uniform-l0.5,2000000000.0,False,max;65,3000
uniform-l0.5,5000000000.0,False,max;20,6800
uniform-l0.5,10000000000.0,False,max;1,7800
uniform-l1,1000.0,False,max;88,4200
uniform-l1,5000.0,False,max;85,8200
uniform-l1,10000.0,False,max;79,2000
uniform-l1,20000.0,False,max;67,3400
uniform-l1,50000.0,False,max;11,0600
uniform-l1,100000.0,False,max;0,9000
uniform-l2,5.0,False,max;88,3200
uniform-l2,10.0,False,max;87,6200
uniform-l2,20.0,False,max;85,2600
uniform-l2,50.0,False,max;74,1400
uniform-l2,100.0,False,max;49,9800
uniform-l2,200.0,False,max;2,5000
uniform-l10,0.05,False,max;88,3400
uniform-l10,0.1,False,max;87,8800
uniform-l10,0.2,False,max;86,2200
uniform-l10,0.5,False,max;77,0200
uniform-l10,1.0,False,max;58,7000
uniform-l10,2.0,False,max;3,6600
uniform-l50,0.02,False,max;88,5000
uniform-l50,0.05,False,max;87,7200
uniform-l50,0.1,False,max;85,8000
uniform-l50,0.2,False,max;78,6200
uniform-l50,0.5,False,max;50,3600
uniform-l50,1.0,False,max;1,9000
uniform-linf,0.02,False,max;88,4800
uniform-linf,0.05,False,max;87,2600
uniform-linf,0.1,False,max;84,6200
uniform-linf,0.2,False,max;76,0200
uniform-linf,0.5,False,max;34,6400
uniform-linf,1.0,False,max;1,2000
Class Separation Robustness;85,5133
imperceptible Robustness;88,0567
Average p-norm robustness;61,3910
