;config_525_avg;config_525_std;config_525_run_0;config_525_run_1;config_525_run_2
Standard_Acc;89,4800;0,1980;89,7400;89,4400;89,2600
RMSCE;0,1214;0,0012;0,1204;0,1230;0,1208
gaussian_noise;59,4773;0,4116;59,4880;59,9760;58,9680
shot_noise;58,9600;0,7043;58,6240;59,9400;58,3160
impulse_noise;58,1067;0,2048;57,9520;58,3960;57,9720
defocus_blur;58,6120;0,8349;57,7200;59,7280;58,3880
glass_blur;57,2613;0,4946;57,6880;57,5280;56,5680
motion_blur;66,3600;0,3989;66,7960;66,4520;65,8320
zoom_blur;61,3467;0,1162;61,1840;61,4080;61,4480
snow;63,8320;0,2288;63,5840;63,7760;64,1360
frost;61,3867;0,0274;61,3480;61,4080;61,4040
fog;76,2827;0,1068;76,3000;76,4040;76,1440
brightness;85,3480;0,0572;85,4200;85,3440;85,2800
contrast;76,7373;0,2162;76,4320;76,8760;76,9040
elastic_transform;71,3520;0,4728;71,8720;71,4560;70,7280
pixelate;80,1427;0,6058;80,6560;80,4800;79,2920
jpeg_compression;75,1133;0,2957;75,3920;75,2440;74,7040
speckle_noise;68,0613;0,4450;67,8520;68,6800;67,6520
gaussian_blur;61,2867;0,5170;60,5600;61,7200;61,5800
spatter;71,2547;0,1849;71,0720;71,5080;71,1840
saturate;83,2587;0,0883;83,3400;83,1360;83,3000
blue_noise_sample;68,1853;0,6872;67,5680;69,1440;67,8440
brownish_noise;81,1733;0,0476;81,1120;81,2280;81,1800
caustic_refraction;74,7573;0,1173;74,8280;74,8520;74,5920
checkerboard_cutout;70,8787;1,0519;70,9680;72,1200;69,5480
cocentric_sine_waves;33,8693;0,3616;33,5560;33,6760;34,3760
inverse_sparkles;48,9800;0,5132;48,8360;48,4360;49,6680
perlin_noise;80,4653;0,0866;80,5120;80,5400;80,3440
plasma_noise;57,4240;0,4154;57,9680;56,9600;57,3440
single_frequency_greyscale;42,8427;0,9461;42,8920;41,6600;43,9760
sparkles;81,0867;0,6948;81,5000;80,1080;81,6520
Acc_C-all-19;68,1147;0,2102;68,0674;68,3926;67,8842
Acc_C-original-15;67,3546;0,2269;67,3637;67,6277;67,0723
Acc_C-bar-10;63,9663;0,0737;63,9740;63,8724;64,0524
Acc_all-ex-pixelwise-noise-24;67,5438;0,0445;67,5640;67,5853;67,4822
RMSCE_C;0,0969;0,0017;0,0953;0,0993;0,0960
Acc_A;10,8824;0,4159;11,1765;11,1765;10,2941
Acc_R;57,6029;0,1884;57,7748;57,3406;57,6934
Acc_Sketch;54,0921;0,6437;54,8457;53,2730;54,1577
Acc_ES-auto_exposure;0,0000;0,0000;0,0000;0,0000;0,0000
Acc_ES-param_control;0,1146;0,0125;0,1323;0,1058;0,1058
Acc_V2;80,6333;0,9534;81,9000;80,4000;79,6000
Combined_Noise;66,0200;0,3929;66,0600;65,5200;66,4800
