inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-10-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-10-samples
0.0020000040531158447;0.0020000040531158447;0.06665104627609253;2.942497871255875e-09;0.15470732748508453;0.15470732748508453;0.17868606746196747;0.148523092038364
0.0020000338554382324;0.0020000338554382324;0.18973195552825928;9.666053894557935e-10;0.15912705659866333;0.16405954957008362;0.15912705659866333;9.653042678925343e-05
0.0020000338554382324;0.0020000338554382324;0.05627095699310303;8.710086852836336e-10;0.19350294768810272;0.24632763862609863;0.19350294768810272;7.345492643576463e-07
0.002000093460083008;0.002000093460083008;0.2993871867656708;1.2656152500288317e-09;0.19364291429519653;0.20120689272880554;0.19364291429519653;2.3181958847532367e-06
0.002000093460083008;0.002000093460083008;0.10236814618110657;2.2032810368476487e-05;0.19922387599945068;0.19922387599945068;0.20234917104244232;4.3898145832494113e-07
0.002000093460083008;0.002000093460083008;0.23413601517677307;8.041200041224647e-10;0.21534687280654907;0.38944387435913086;0.21534687280654907;0.41182408475459314
0.002000093460083008;0.002000093460083008;0.1928541511297226;0.001410259757660773;0.22622808814048767;0.22622808814048767;0.2455657571554184;4.8213771656250826e-06
0.002000093460083008;0.002000093460083008;0.32169756293296814;1.5456895050462498e-08;0.23381270468235016;0.4506596624851227;0.23381270468235016;8.304038223693803e-07
0.002000093460083008;0.002000093460083008;0.13646948337554932;1.2680497696533098e-09;0.25567004084587097;0.25567004084587097;0.383192777633667;2.684603211039626e-07
0.002000093460083008;0.002000093460083008;0.3045569956302643;4.925128059070347e-09;0.2620243430137634;0.3315180242061615;0.2620243430137634;9.363506463300738e-07
0.003000006079673767;0.003000006079673767;0.2579501271247864;4.181312974055086e-09;0.262623131275177;0.4358334541320801;0.262623131275177;1.681030827893064e-06
0.003000006079673767;0.003000006079673767;0.13758999109268188;0.0015584941555438754;0.26746028661727905;0.3607902228832245;0.26746028661727905;2.812577281659823e-07
0.003000006079673767;0.003000006079673767;0.13915228843688965;5.124761515340193e-09;0.30309632420539856;0.3927904963493347;0.30309632420539856;0.3784377950997526
0.003000006079673767;0.003000006079673767;0.20664338767528534;1.3323084942644271e-08;0.30396243929862976;0.3054003119468689;0.30396243929862976;4.7492100221225116e-07
0.003000006079673767;0.003000006079673767;0.10557955503463745;7.890725330531948e-10;0.30716246366500854;0.30716246366500854;0.3263830542564392;7.634945405505725e-07
0.003000006079673767;0.003000006079673767;0.16642886400222778;4.967416318031351e-10;0.3145318627357483;0.3145318627357483;0.499788761138916;1.8250410808304343e-06
0.003000006079673767;0.003000006079673767;0.27605170011520386;1.967857955121761e-09;0.32042211294174194;0.35464271903038025;0.32042211294174194;0.29959998865568915
0.003000006079673767;0.003000006079673767;0.2315874993801117;0.0017775763926130433;0.32186129689216614;0.34289032220840454;0.32186129689216614;3.7646019628311266e-06
0.0030000805854797363;0.0030000805854797363;0.17526502907276154;0.001632266667589051;0.3692696690559387;0.4011075794696808;0.3692696690559387;6.702075043527125e-07
0.0030000805854797363;0.0030000805854797363;0.1315368115901947;8.059095728061524e-11;0.3724226653575897;0.3970184028148651;0.3724226653575897;1.0428620804364628e-06
0.0030000805854797363;0.0030000805854797363;0.23415392637252808;1.8344446379679447e-08;0.38314151763916016;0.5576328039169312;0.38314151763916016;3.178324577054118e-06
0.0030001401901245117;0.0030001401901245117;0.10323220491409302;2.3728638265101907e-09;0.3833372890949249;0.9578642249107361;0.3833372890949249;9.52259032564078e-08
0.0030001401901245117;0.0030001401901245117;0.1706956923007965;2.005864415601941e-09;0.38703301548957825;0.9730551242828369;0.38703301548957825;4.4101995895698054e-07
0.00400012731552124;0.00400012731552124;0.3594154715538025;3.6322585728122363e-09;0.39060670137405396;0.42430323362350464;0.39060670137405396;3.790420145339164e-07
0.004000186920166016;0.004000186920166016;0.21144011616706848;0.0021125429337843647;0.3945060670375824;0.43860945105552673;0.3945060670375824;9.438827457944043e-07
0.004000186920166016;0.004000186920166016;0.2322016805410385;4.9947260236844455e-09;0.40294134616851807;0.8686056733131409;0.40294134616851807;0.7038720903394249
0.004000186920166016;0.004000186920166016;0.4161043167114258;9.546610378185872e-09;0.4047307074069977;0.5517879128456116;0.4047307074069977;3.10248218438021e-07
0.004000186920166016;0.004000186920166016;0.2366827130317688;6.164909296608511e-10;0.4067400395870209;0.5270708203315735;0.4067400395870209;4.5779663267038345e-06
0.005000010132789612;0.005000010132789612;0.21221286058425903;8.045839541850885e-09;0.4186853766441345;0.5663409233093262;0.4186853766441345;2.8922709854369267e-07
0.005000010132789612;0.005000010132789612;0.18813210725784302;2.2867379998923173e-09;0.436123788356781;1.5592267513275146;0.436123788356781;1.3436059985004085e-06
0.005000010132789612;0.005000010132789612;0.3642616868019104;0.003356671326062248;0.43797633051872253;0.45818063616752625;0.43797633051872253;4.395329448409923e-07
0.005000010132789612;0.005000010132789612;0.33049476146698;8.5256882439583e-09;0.44062188267707825;0.8018609285354614;0.44062188267707825;0.26219625549735687
0.005000010132789612;0.005000010132789612;0.2596646547317505;6.431018892525905e-09;0.44713783264160156;1.1558668613433838;0.44713783264160156;4.999047262044904e-07
0.005000054836273193;0.005000054836273193;0.13155916333198547;3.396049149242283e-09;0.4642370939254761;0.4669845998287201;0.4642370939254761;2.6403522619245438e-06
0.0050002336502075195;0.0050002336502075195;0.32483115792274475;2.4259935874506007e-09;0.4739173650741577;0.4784659445285797;0.4739173650741577;8.098358464493995e-07
0.0050002336502075195;0.0050002336502075195;0.32150939106941223;5.567992022095188e-09;0.48701930046081543;0.5423266291618347;0.48701930046081543;1.460546617789732e-06
0.0050002336502075195;0.0050002336502075195;0.19359365105628967;1.7961774844503e-09;0.511580765247345;0.6230254173278809;0.511580765247345;1.9831927032698476e-06
0.006000012159347534;0.006000012159347534;0.2969737648963928;1.7148005125931609e-09;0.5306256413459778;0.6765784621238708;0.5306256413459778;9.147832853726323e-07
0.006000012159347534;0.006000012159347534;0.33341550827026367;3.6007418051766202e-09;0.5424061417579651;0.9070152640342712;0.5424061417579651;1.5270991748995491e-06
0.006000012159347534;0.006000012159347534;0.25829917192459106;6.592175470878846e-10;0.5455801486968994;1.0412708520889282;0.5455801486968994;1.4163831627146686e-06
0.006000012159347534;0.006000012159347534;0.2909930646419525;7.031931192072578e-09;0.5574865937232971;0.5848312973976135;0.5574865937232971;1.7912623106929663e-06
0.006000041961669922;0.006000041961669922;0.35244056582450867;4.031908859839593e-09;0.6030117273330688;0.6030117273330688;0.797014057636261;9.936385935210324e-07
0.0070000141859054565;0.0070000141859054565;0.4760465621948242;5.729037622137503e-09;0.6447490453720093;0.7679577469825745;0.6447490453720093;9.571331524618334e-07
0.0070000141859054565;0.0070000141859054565;0.21686993539333344;5.248389557402522e-09;0.661729633808136;1.0289230346679688;0.661729633808136;2.013120217000106e-06
0.0070000141859054565;0.0070000141859054565;0.2512837052345276;4.223049502290823e-09;0.6647754311561584;0.6647754311561584;1.1551100015640259;2.70627998384282e-06
0.007000088691711426;0.007000088691711426;0.2756040096282959;1.6058636973424932e-08;0.6655899882316589;1.3584425449371338;0.6655899882316589;1.4338962657793355e-07
0.0070002079010009766;0.0070002079010009766;0.21802429854869843;0.006355764659347991;0.6688699722290039;0.6688699722290039;0.8350365161895752;1.9539260604030313e-07
0.007000327110290527;0.007000327110290527;0.23776021599769592;0.0031300222118710746;0.6727261543273926;0.9166824817657471;0.6727261543273926;1.185723937680068e-06
0.008000016212463379;0.008000016212463379;0.19250082969665527;3.3102332562404233e-09;0.6881897449493408;1.3798584938049316;0.6881897449493408;4.885001895795862e-07
0.010000020265579224;0.010000020265579224;0.25647419691085815;6.840362127490662e-09;0.6908375024795532;0.8225287199020386;0.6908375024795532;0.5389283849456263
0.011000022292137146;0.011000022292137146;0.35057076811790466;6.122170468138326e-09;0.6944331526756287;0.8727429509162903;0.6944331526756287;6.215133475909511e-07
0.011000454425811768;0.011000454425811768;0.4452844262123108;6.610415386634234e-08;0.7036367058753967;0.7036367058753967;1.1639162302017212;4.196857280117608e-06
0.012000024318695068;0.012000024318695068;0.310037761926651;1.7759758342695725e-09;0.713401198387146;0.713401198387146;0.8120576739311218;3.9455650295079556e-06
0.012000024318695068;0.012000024318695068;0.2749224305152893;6.196843128391411e-09;0.7809051871299744;0.9493647217750549;0.7809051871299744;3.1387608697659212e-06
0.01300002634525299;0.01300002634525299;0.16029956936836243;3.335157664654294e-10;0.8243721127510071;0.9217426180839539;0.8243721127510071;7.220990471466556e-07
0.01300036907196045;0.01300036907196045;0.28471601009368896;6.574318363520145e-10;0.8815776109695435;1.3864526748657227;0.8815776109695435;1.8720040306874632e-06
0.014000028371810913;0.014000028371810913;0.25669848918914795;6.604641012402787e-09;0.9354774355888367;1.1673023700714111;0.9354774355888367;1.0916456802761545e-06
0.014000296592712402;0.014000296592712402;0.3274875283241272;2.3965769529949822e-09;0.9393904805183411;1.4040749073028564;0.9393904805183411;1.3556464659598445e-06
0.014000654220581055;0.014000654220581055;0.3463294506072998;1.2129001249333481e-09;0.9472722411155701;1.397952914237976;0.9472722411155701;9.027576811993371e-07
0.015000462532043457;0.015000462532043457;0.29734480381011963;4.240965013182654e-07;1.031860113143921;1.3474798202514648;1.031860113143921;2.2665886622579056e-06
0.01700003445148468;0.01700003445148468;0.7232273817062378;7.165240465746519e-09;1.078933596611023;1.3945443630218506;1.078933596611023;3.5379741460028213e-07
0.018000036478042603;0.018000036478042603;0.34993672370910645;0.011144505703557564;1.0982574224472046;1.31096613407135;1.0982574224472046;1.1807873419564454
0.01800006628036499;0.01800006628036499;0.2686429023742676;1.203507809808939e-09;1.1217267513275146;1.3715022802352905;1.1217267513275146;8.039367523502551e-07
0.01800018548965454;0.01800018548965454;0.35337090492248535;0.01552916152048946;1.122538685798645;1.3890761137008667;1.122538685798645;4.6435857664261265e-05
0.02100004255771637;0.02100004255771637;0.23000872135162354;1.6271189217071647e-09;1.1676055192947388;1.479569911956787;1.1676055192947388;4.2320100542317546e-07
0.023000359535217285;0.023000359535217285;0.37336692214012146;2.222069154478694e-09;1.1803933382034302;1.5408178567886353;1.1803933382034302;1.3968720798048184
0.024000883102416992;0.024000883102416992;0.20324009656906128;1.5133496108054629e-09;1.2826606035232544;1.369445562362671;1.2826606035232544;1.340530412708638
0.02600005269050598;0.02600005269050598;0.3119850158691406;2.6615243580922863e-09;1.369811773300171;1.425615668296814;1.369811773300171;1.9434345317386283e-06
0.02600109577178955;0.02600109577178955;0.36954453587532043;1.5841168396463393e-08;1.376274585723877;1.3826274871826172;1.376274585723877;6.054741801763314e-07
0.028000056743621826;0.028000056743621826;0.189529687166214;2.9685519579117405e-09;1.440833568572998;1.583306074142456;1.440833568572998;3.2555334100868906e-06
0.03000110387802124;0.03000110387802124;0.29161447286605835;1.4536967801478446e-08;1.4472218751907349;1.5392343997955322;1.4472218751907349;1.8772413364905566e-06
0.03100144863128662;0.03100144863128662;0.19085070490837097;7.555285847237308e-09;1.5079494714736938;1.4701261520385742;1.5079494714736938;0.058480698019151095
0.03800007700920105;0.03800007700920105;0.34074780344963074;2.37050814722264e-07;1.8189629316329956;1.4301220178604126;1.8189629316329956;2.4351593188763864e-05
0.04200059175491333;0.04200059175491333;0.31513676047325134;1.7373944204710098e-08;1.8395825624465942;1.5498720407485962;1.8395825624465942;6.571746280973291e-06
0.04800009727478027;0.04800009727478027;0.3564160466194153;1.1654477551656048e-08;2.442783832550049;1.686596393585205;2.442783832550049;3.6111623520159285e-05
0.062000125646591187;0.062000125646591187;0.21567150950431824;2.9272748363307197e-08;2.612234115600586;1.4209094047546387;2.612234115600586;4.012515065715067e-06
