;config_522_avg;config_522_std;config_522_run_0;config_522_run_1;config_522_run_2
Standard_Acc;89,6800;0,0490;89,6200;89,6800;89,7400
RMSCE;0,1254;0,0026;0,1251;0,1223;0,1287
gaussian_noise;62,4360;0,8136;63,2960;62,6680;61,3440
shot_noise;61,7693;0,4513;62,1760;61,9920;61,1400
impulse_noise;61,5107;0,9272;62,7480;61,2680;60,5160
defocus_blur;59,8120;0,5823;59,5000;60,6280;59,3080
glass_blur;57,8867;0,2756;57,5080;58,1560;57,9960
motion_blur;67,4360;0,5071;67,5440;67,9960;66,7680
zoom_blur;61,5800;0,4056;61,4240;62,1360;61,1800
snow;64,5093;0,5060;65,0480;64,6480;63,8320
frost;63,0160;0,2679;62,6840;63,3400;63,0240
fog;76,6213;0,3026;76,4360;77,0480;76,3800
brightness;85,6227;0,0959;85,4880;85,6760;85,7040
contrast;78,9173;0,1549;78,8480;78,7720;79,1320
elastic_transform;72,2667;0,4217;72,4160;72,6920;71,6920
pixelate;80,8613;0,3155;81,1080;81,0600;80,4160
jpeg_compression;79,3560;0,2881;78,9800;79,6800;79,4080
speckle_noise;69,8173;0,4295;69,2880;70,3400;69,8240
gaussian_blur;62,2733;0,6270;61,8400;63,1600;61,8200
spatter;72,2373;0,0892;72,3120;72,1120;72,2880
saturate;83,8840;0,1422;83,7360;84,0760;83,8400
blue_noise_sample;68,9667;0,2256;68,6480;69,1120;69,1400
brownish_noise;82,3467;0,2995;82,0600;82,2200;82,7600
caustic_refraction;76,3493;0,2084;76,1960;76,2080;76,6440
checkerboard_cutout;71,7587;0,1417;71,9440;71,6000;71,7320
cocentric_sine_waves;33,0413;0,3666;32,9640;32,6360;33,5240
inverse_sparkles;48,8573;0,4517;49,3880;48,9000;48,2840
perlin_noise;80,4947;0,2455;80,6520;80,1480;80,6840
plasma_noise;59,7293;0,3781;59,2320;59,8080;60,1480
single_frequency_greyscale;41,6027;0,7033;41,2520;42,5840;40,9720
sparkles;81,7027;0,6095;81,2440;82,5640;81,3000
Acc_C-all-19;69,5691;0,2552;69,5989;69,8657;69,2427
Acc_C-original-15;68,9068;0,2804;69,0136;69,1840;68,5227
Acc_C-bar-10;64,4849;0,0930;64,3580;64,5780;64,5188
Acc_all-ex-pixelwise-noise-24;68,4234;0,1683;68,3252;68,6603;68,2848
RMSCE_C;0,1000;0,0024;0,1010;0,0967;0,1023
Acc_A;10,8333;0,7337;11,0294;11,6176;9,8529
Acc_R;57,3677;0,5875;58,0733;57,3948;56,6350
Acc_Sketch;54,4656;0,2754;54,8260;54,1577;54,4132
Acc_ES-auto_exposure;0,0000;0,0000;0,0000;0,0000;0,0000
Acc_ES-param_control;0,1235;0,0330;0,0794;0,1323;0,1587
Acc_V2;80,6333;0,5735;80,7000;79,9000;81,3000
Combined_Noise;67,1800;0,5099;67,8800;66,9800;66,6800
