;config_669_avg
Standard_Acc;80,8060
RMSCE;0,4113
gaussian_noise;43,1956
shot_noise;41,4496
impulse_noise;38,3940
defocus_blur;44,0592
glass_blur;29,1088
motion_blur;44,2824
zoom_blur;43,2436
snow;41,9404
frost;47,2244
fog;59,5868
brightness;72,8020
contrast;60,5916
elastic_transform;48,5968
pixelate;53,5832
jpeg_compression;61,8016
speckle_noise;50,0700
gaussian_blur;47,4580
spatter;55,6628
saturate;70,3724
blue_noise_sample;51,4064
brownish_noise;66,9008
caustic_refraction;59,5604
checkerboard_cutout;57,4080
cocentric_sine_waves;19,3388
inverse_sparkles;28,9520
perlin_noise;67,7132
plasma_noise;36,9588
single_frequency_greyscale;31,1704
sparkles;69,1276
Acc_C-all-19;50,1802
Acc_C-original-15;48,6573
Acc_C-bar-10;48,8536
Acc_all-ex-pixelwise-noise-24;50,7268
RMSCE_C;0,2376
Acc_A;6,1600
Acc_R;28,8185
Acc_Sketch;29,7962
Acc_ES-auto_exposure;0,0000
Acc_ES-param_control;0,0056
Acc_V2;69,8900
uniform-l1,1403.4,False,max;80,1500
uniform-l2,10.37,False,max;79,0380
uniform-linf,0.1446,False,max;71,0780
uniform-l0.5,200000000.0,True,max;79,4440
uniform-l1,2500.0,True,max;79,4160
uniform-l2,8.0,True,max;79,4960
uniform-l10,0.07,True,max;79,9820
uniform-l50,0.035,True,max;79,8380
uniform-linf,0.015,True,max;79,9720
uniform-l0-impulse,0.01,True,max;74,2360
uniform-l0-impulse,0.02,True,max;69,8900
uniform-l0-impulse,0.05,True,max;59,9320
uniform-l0-impulse,0.1,True,max;44,8580
uniform-l0-impulse,0.2,True,max;22,7660
uniform-l0-impulse,0.5,True,max;1,5360
uniform-l0.5,200000000.0,False,max;79,2080
uniform-l0.5,500000000.0,False,max;75,0460
uniform-l0.5,1000000000.0,False,max;65,5660
uniform-l0.5,2000000000.0,False,max;44,4200
uniform-l0.5,5000000000.0,False,max;11,3820
uniform-l0.5,10000000000.0,False,max;1,2480
uniform-l1,1000.0,False,max;80,3740
uniform-l1,5000.0,False,max;76,6880
uniform-l1,10000.0,False,max;69,3200
uniform-l1,20000.0,False,max;46,8140
uniform-l1,50000.0,False,max;7,2720
uniform-l1,100000.0,False,max;0,3400
uniform-l2,5.0,False,max;80,1680
uniform-l2,10.0,False,max;79,1980
uniform-l2,20.0,False,max;76,1980
uniform-l2,50.0,False,max;60,3020
uniform-l2,100.0,False,max;27,8140
uniform-l2,200.0,False,max;2,0680
uniform-l10,0.05,False,max;80,3140
uniform-l10,0.1,False,max;79,5300
uniform-l10,0.2,False,max;77,2420
uniform-l10,0.5,False,max;65,7000
uniform-l10,1.0,False,max;36,3080
uniform-l10,2.0,False,max;3,3020
uniform-l50,0.02,False,max;80,4300
uniform-l50,0.05,False,max;79,2200
uniform-l50,0.1,False,max;76,4700
uniform-l50,0.2,False,max;67,9800
uniform-l50,0.5,False,max;28,4680
uniform-l50,1.0,False,max;1,2040
uniform-linf,0.02,False,max;80,2100
uniform-linf,0.05,False,max;78,9080
uniform-linf,0.1,False,max;75,3880
uniform-linf,0.2,False,max;63,7780
uniform-linf,0.5,False,max;18,7720
uniform-linf,1.0,False,max;0,3580
Class Separation Robustness;76,7553
imperceptible Robustness;79,6913
Average p-norm robustness;51,1959
