;config_689_avg
Standard_Acc;80,1280
RMSCE;0,5856
gaussian_noise;60,3160
shot_noise;59,7480
impulse_noise;58,7592
defocus_blur;44,3544
glass_blur;35,6352
motion_blur;48,9048
zoom_blur;47,5208
snow;46,5504
frost;52,7268
fog;61,3400
brightness;73,3968
contrast;62,7032
elastic_transform;54,3788
pixelate;56,5152
jpeg_compression;63,5584
speckle_noise;63,3204
gaussian_blur;47,9252
spatter;59,0004
saturate;69,9184
blue_noise_sample;58,5372
brownish_noise;67,7648
caustic_refraction;63,2916
checkerboard_cutout;56,8112
cocentric_sine_waves;26,8480
inverse_sparkles;33,6076
perlin_noise;69,7840
plasma_noise;43,9884
single_frequency_greyscale;41,1320
sparkles;70,1436
Acc_C-all-19;56,1354
Acc_C-original-15;55,0939
Acc_C-bar-10;53,1908
Acc_all-ex-pixelwise-noise-24;54,0750
RMSCE_C;0,4265
Acc_A;4,6400
Acc_R;32,1988
Acc_Sketch;33,0975
Acc_ES-auto_exposure;0,0000
Acc_ES-param_control;0,0037
Acc_V2;68,6600
uniform-l1,1403.4,False,max;79,7000
uniform-l2,10.37,False,max;78,9980
uniform-linf,0.1446,False,max;75,4140
uniform-l0.5,200000000.0,True,max;79,1300
uniform-l1,2500.0,True,max;79,1860
uniform-l2,8.0,True,max;79,2640
uniform-l10,0.07,True,max;79,5140
uniform-l50,0.035,True,max;79,4920
uniform-linf,0.015,True,max;79,6400
uniform-l0-impulse,0.01,True,max;76,3260
uniform-l0-impulse,0.02,True,max;74,1000
uniform-l0-impulse,0.05,True,max;70,6820
uniform-l0-impulse,0.1,True,max;66,8640
uniform-l0-impulse,0.2,True,max;59,7480
uniform-l0-impulse,0.5,True,max;39,0840
uniform-l0.5,200000000.0,False,max;79,0960
uniform-l0.5,500000000.0,False,max;76,7960
uniform-l0.5,1000000000.0,False,max;73,3740
uniform-l0.5,2000000000.0,False,max;67,3600
uniform-l0.5,5000000000.0,False,max;52,6620
uniform-l0.5,10000000000.0,False,max;35,8840
uniform-l1,1000.0,False,max;79,8980
uniform-l1,5000.0,False,max;77,6840
uniform-l1,10000.0,False,max;74,6960
uniform-l1,20000.0,False,max;68,0220
uniform-l1,50000.0,False,max;48,6260
uniform-l1,100000.0,False,max;23,6480
uniform-l2,5.0,False,max;79,7420
uniform-l2,10.0,False,max;79,0040
uniform-l2,20.0,False,max;77,4840
uniform-l2,50.0,False,max;71,9760
uniform-l2,100.0,False,max;60,5100
uniform-l2,200.0,False,max;37,9880
uniform-l10,0.05,False,max;79,7700
uniform-l10,0.1,False,max;79,2960
uniform-l10,0.2,False,max;78,0060
uniform-l10,0.5,False,max;73,7200
uniform-l10,1.0,False,max;63,6920
uniform-l10,2.0,False,max;40,7780
uniform-l50,0.02,False,max;79,8780
uniform-l50,0.05,False,max;79,0960
uniform-l50,0.1,False,max;77,6500
uniform-l50,0.2,False,max;74,2380
uniform-l50,0.5,False,max;60,3240
uniform-l50,1.0,False,max;32,3940
uniform-linf,0.02,False,max;79,7980
uniform-linf,0.05,False,max;78,9580
uniform-linf,0.1,False,max;77,0640
uniform-linf,0.2,False,max;73,1380
uniform-linf,0.5,False,max;55,7340
uniform-linf,1.0,False,max;23,0580
Class Separation Robustness;78,0373
imperceptible Robustness;79,3710
Average p-norm robustness;65,6630
