;config_790_avg;config_790_std;config_790_run_0;config_790_run_1;config_790_run_2
Standard_Acc;80,7853;0,0246;80,8200;80,7660;80,7700
RMSCE;0,2546;0,0039;0,2596;0,2500;0,2543
gaussian_noise;43,9007;0,2162;43,8844;44,1732;43,6444
shot_noise;42,5703;0,2436;42,5976;42,8540;42,2592
impulse_noise;39,9829;0,2477;39,9248;40,3112;39,7128
defocus_blur;44,0847;0,0848;44,0688;43,9896;44,1956
glass_blur;33,0599;0,2653;33,0840;33,3720;32,7236
motion_blur;45,4597;0,1673;45,6948;45,3184;45,3660
zoom_blur;43,0112;0,0908;43,1216;43,0128;42,8992
snow;41,9961;0,0711;41,9524;42,0964;41,9396
frost;46,3319;0,0808;46,3860;46,3920;46,2176
fog;58,1887;0,1380;58,0632;58,3808;58,1220
brightness;72,5101;0,0600;72,5940;72,4568;72,4796
contrast;59,4601;0,2109;59,3064;59,7584;59,3156
elastic_transform;49,0664;0,1147;49,1908;49,0944;48,9140
pixelate;55,0135;0,1998;54,8468;55,2944;54,8992
jpeg_compression;61,7767;0,0238;61,7716;61,8080;61,7504
speckle_noise;51,1011;0,2896;51,1940;51,4000;50,7092
gaussian_blur;47,5376;0,0467;47,5720;47,4716;47,5692
spatter;55,3637;0,1149;55,2516;55,5216;55,3180
saturate;70,1560;0,1000;70,2896;70,0492;70,1292
blue_noise_sample;53,5033;0,1075;53,3824;53,6436;53,4840
brownish_noise;65,1191;0,2171;65,3732;64,8428;65,1412
caustic_refraction;58,7108;0,1183;58,8348;58,7460;58,5516
checkerboard_cutout;56,0049;0,0676;56,0376;55,9108;56,0664
cocentric_sine_waves;19,1683;0,1382;19,3176;18,9844;19,2028
inverse_sparkles;27,8248;0,1427;28,0248;27,7480;27,7016
perlin_noise;67,0103;0,0446;67,0396;67,0440;66,9472
plasma_noise;33,1927;0,3442;33,5684;32,7368;33,2728
single_frequency_greyscale;32,2657;0,1768;32,4332;32,0212;32,3428
sparkles;68,5795;0,0405;68,6260;68,5272;68,5852
Acc_C-all-19;50,5564;0,0990;50,5681;50,6713;50,4297
Acc_C-original-15;49,0942;0,1055;49,0991;49,2208;48,9626
Acc_C-bar-10;48,1379;0,0995;48,2638;48,0205;48,1296
Acc_all-ex-pixelwise-noise-24;50,4538;0,0485;50,5187;50,4407;50,4021
RMSCE_C;0,1391;0,0017;0,1413;0,1370;0,1391
Acc_A;6,1378;0,1545;6,1733;5,9333;6,3067
Acc_R;27,9039;0,1215;27,7448;27,9273;28,0397
Acc_Sketch;29,3829;0,0554;29,4582;29,3639;29,3266
Acc_ES-auto_exposure;0,0200;0,0216;0,0100;0,0500;0,0000
Acc_ES-param_control;0,0086;0,0017;0,0074;0,0111;0,0074
Acc_V2;69,5533;0,1327;69,4100;69,5200;69,7300
uniform-l1,1403.4,False,max;80,2553;0,0213;80,2640;80,2760;80,2260
uniform-l2,10.37,False,max;79,1133;0,0418;79,0780;79,0900;79,1720
uniform-linf,0.1446,False,max;71,3693;0,0821;71,2600;71,4580;71,3900
uniform-l0.5,200000000.0,True,max;79,3567;0,0272;79,3300;79,3940;79,3460
uniform-l1,2500.0,True,max;79,4240;0,0474;79,3640;79,4800;79,4280
uniform-l2,8.0,True,max;79,5387;0,0164;79,5180;79,5400;79,5580
uniform-l10,0.07,True,max;79,9347;0,0204;79,9100;79,9340;79,9600
uniform-l50,0.035,True,max;79,8280;0,0310;79,7860;79,8600;79,8380
uniform-linf,0.015,True,max;80,0227;0,0062;80,0260;80,0280;80,0140
uniform-l0-impulse,0.01,True,max;74,3533;0,1003;74,2200;74,3780;74,4620
uniform-l0-impulse,0.02,True,max;70,5180;0,1545;70,3340;70,5080;70,7120
uniform-l0-impulse,0.05,True,max;61,9453;0,1940;61,7180;61,9260;62,1920
uniform-l0-impulse,0.1,True,max;47,5273;0,1168;47,3820;47,6680;47,5320
uniform-l0-impulse,0.2,True,max;25,8720;0,2042;25,6560;26,1460;25,8140
uniform-l0-impulse,0.5,True,max;2,2927;0,0474;2,2360;2,2900;2,3520
uniform-l0.5,200000000.0,False,max;79,3527;0,0463;79,2880;79,3940;79,3760
uniform-l0.5,500000000.0,False,max;75,2193;0,0109;75,2040;75,2280;75,2260
uniform-l0.5,1000000000.0,False,max;66,6887;0,1540;66,4780;66,7460;66,8420
uniform-l0.5,2000000000.0,False,max;46,6227;0,1694;46,5440;46,8580;46,4660
