;config_761_avg;config_761_std;config_761_run_0;config_761_run_1;config_761_run_2
Standard_Acc;80,5747;0,0232;80,5420;80,5940;80,5880
RMSCE;0,2630;0,0023;0,2619;0,2609;0,2662
gaussian_noise;47,5596;0,1506;47,4896;47,4204;47,7688
shot_noise;46,5237;0,1364;46,4348;46,4200;46,7164
impulse_noise;44,2273;0,1763;44,0928;44,1128;44,4764
defocus_blur;47,8159;0,0751;47,7224;47,9064;47,8188
glass_blur;36,5512;0,1356;36,3824;36,5568;36,7144
motion_blur;51,8171;0,0831;51,7264;51,9272;51,7976
zoom_blur;46,0041;0,0756;46,0872;46,0208;45,9044
snow;47,7835;0,0598;47,7792;47,7124;47,8588
frost;54,8504;0,0330;54,8112;54,8480;54,8920
fog;64,1985;0,1160;64,0392;64,3120;64,2444
brightness;73,8435;0,0440;73,8940;73,8496;73,7868
contrast;63,8964;0,0933;63,7664;63,9416;63,9812
elastic_transform;52,3596;0,1275;52,3120;52,2328;52,5340
pixelate;60,0052;0,1309;59,9272;60,1896;59,8988
jpeg_compression;63,9987;0,0485;63,9524;64,0656;63,9780
speckle_noise;54,8071;0,0527;54,7992;54,7468;54,8752
gaussian_blur;50,8863;0,0732;50,8080;50,9840;50,8668
spatter;57,7956;0,0854;57,6816;57,8872;57,8180
saturate;72,0992;0,0447;72,1536;72,1000;72,0440
blue_noise_sample;56,0429;0,0831;56,0968;56,1064;55,9256
brownish_noise;71,6627;0,0185;71,6804;71,6372;71,6704
caustic_refraction;61,5729;0,0858;61,4520;61,6252;61,6416
checkerboard_cutout;55,9659;0,1327;56,1524;55,8900;55,8552
cocentric_sine_waves;21,9988;0,0348;22,0136;21,9508;22,0320
inverse_sparkles;29,7648;0,0781;29,6920;29,7292;29,8732
perlin_noise;69,2763;0,0311;69,2324;69,2948;69,3016
plasma_noise;48,8049;0,0503;48,8152;48,8608;48,7388
single_frequency_greyscale;33,7021;0,0646;33,6108;33,7504;33,7452
sparkles;69,1568;0,0307;69,1136;69,1824;69,1744
Acc_C-all-19;54,5801;0,0461;54,5189;54,5913;54,6303
Acc_C-original-15;53,4290;0,0533;53,3611;53,4344;53,4914
Acc_C-bar-10;51,7948;0,0069;51,7859;51,8027;51,7958
