;config_699_avg
Standard_Acc;79,8740
RMSCE;0,2592
gaussian_noise;60,3512
shot_noise;59,4076
impulse_noise;58,8600
defocus_blur;41,4724
glass_blur;36,5644
motion_blur;47,7224
zoom_blur;45,5484
snow;48,4880
frost;54,3676
fog;63,2304
brightness;73,3480
contrast;62,9452
elastic_transform;55,5524
pixelate;55,8644
jpeg_compression;61,5916
speckle_noise;62,9416
gaussian_blur;46,2320
spatter;60,7296
saturate;71,1664
blue_noise_sample;59,9788
brownish_noise;68,8336
caustic_refraction;63,7308
checkerboard_cutout;56,5520
cocentric_sine_waves;26,4468
inverse_sparkles;31,7372
perlin_noise;69,6248
plasma_noise;48,7780
single_frequency_greyscale;40,3896
sparkles;69,1504
Acc_C-all-19;56,1255
Acc_C-original-15;55,0209
Acc_C-bar-10;53,5222
Acc_all-ex-pixelwise-noise-24;54,1694
RMSCE_C;0,1748
Acc_A;5,7867
Acc_R;33,4677
Acc_Sketch;34,5458
Acc_ES-auto_exposure;0,0000
Acc_ES-param_control;0,0074
Acc_V2;68,8300
uniform-l1,1403.4,False,max;79,6640
uniform-l2,10.37,False,max;79,2400
uniform-linf,0.1446,False,max;75,8160
uniform-l0.5,200000000.0,True,max;79,3680
uniform-l1,2500.0,True,max;79,3240
uniform-l2,8.0,True,max;79,4840
uniform-l10,0.07,True,max;79,6420
uniform-l50,0.035,True,max;79,5260
uniform-linf,0.015,True,max;79,6260
uniform-l0-impulse,0.01,True,max;76,3160
uniform-l0-impulse,0.02,True,max;74,6100
uniform-l0-impulse,0.05,True,max;71,1940
uniform-l0-impulse,0.1,True,max;67,3000
uniform-l0-impulse,0.2,True,max;60,2220
uniform-l0-impulse,0.5,True,max;40,4840
uniform-l0.5,200000000.0,False,max;79,2540
uniform-l0.5,500000000.0,False,max;77,1080
uniform-l0.5,1000000000.0,False,max;73,7940
uniform-l0.5,2000000000.0,False,max;67,8440
uniform-l0.5,5000000000.0,False,max;53,3700
uniform-l0.5,10000000000.0,False,max;37,1900
uniform-l1,1000.0,False,max;79,7060
uniform-l1,5000.0,False,max;78,1720
uniform-l1,10000.0,False,max;75,0400
uniform-l1,20000.0,False,max;68,4780
uniform-l1,50000.0,False,max;49,1660
uniform-l1,100000.0,False,max;26,0880
uniform-l2,5.0,False,max;79,6460
uniform-l2,10.0,False,max;79,2740
uniform-l2,20.0,False,max;77,8220
uniform-l2,50.0,False,max;72,4520
uniform-l2,100.0,False,max;61,2200
uniform-l2,200.0,False,max;39,2260
uniform-l10,0.05,False,max;79,7300
uniform-l10,0.1,False,max;79,3400
uniform-l10,0.2,False,max;78,3380
uniform-l10,0.5,False,max;74,0180
uniform-l10,1.0,False,max;64,5060
uniform-l10,2.0,False,max;41,6560
uniform-l50,0.02,False,max;79,7260
uniform-l50,0.05,False,max;79,2600
uniform-l50,0.1,False,max;78,0300
uniform-l50,0.2,False,max;74,7040
uniform-l50,0.5,False,max;60,9480
uniform-l50,1.0,False,max;33,8500
uniform-linf,0.02,False,max;79,6360
uniform-linf,0.05,False,max;79,1100
uniform-linf,0.1,False,max;77,4600
uniform-linf,0.2,False,max;73,4520
uniform-linf,0.5,False,max;56,4740
uniform-linf,1.0,False,max;25,4260
Class Separation Robustness;78,2400
imperceptible Robustness;79,4950
Average p-norm robustness;66,2057
