;Train-Train;Train-Test;Test-Test
76th;0,023529;0,043137;0,129412
77th;0,023529;0,043137;0,129412
78th;0,023529;0,043137;0,129412
79th;0,023529;0,043137;0,129412
80th;0,023529;0,043137;0,133333
81th;0,023529;0,043137;0,133333
82th;0,023529;0,043137;0,133333
83th;0,023529;0,043137;0,133333
84th;0,023529;0,043137;0,133333
85th;0,023529;0,043137;0,133333
86th;0,023529;0,043137;0,133333
87th;0,023529;0,043137;0,133333
88th;0,023529;0,043137;0,133333
89th;0,023529;0,043137;0,133333
90th;0,023529;0,043137;0,133333
91th;0,023529;0,043137;0,133333
92th;0,023529;0,043137;0,137255
93th;0,023529;0,043137;0,137255
94th;0,023529;0,043137;0,137255
95th;0,023529;0,047059;0,137255
96th;0,023529;0,047059;0,137255
97th;0,023529;0,047059;0,137255
98th;0,023529;0,047059;0,137255
99th;0,023529;0,047059;0,137255
100th;0,023529;0,047059;0,137255
101th;0,023529;0,047059;0,137255
102th;0,023529;0,047059;0,137255
103th;0,023529;0,047059;0,137255
104th;0,023529;0,047059;0,137255
105th;0,023529;0,047059;0,137255
106th;0,023529;0,047059;0,137255
107th;0,023529;0,047059;0,137255
108th;0,023529;0,047059;0,141176
109th;0,023529;0,047059;0,141176
110th;0,023529;0,047059;0,141176
111th;0,023529;0,047059;0,141176
112th;0,023529;0,050980;0,141176
113th;0,023529;0,050980;0,141176
114th;0,023529;0,050980;0,141176
115th;0,023529;0,050980;0,141176
116th;0,023529;0,050980;0,145098
117th;0,023529;0,050980;0,145098
118th;0,023529;0,050980;0,145098
119th;0,023529;0,050980;0,145098
120th;0,023529;0,050980;0,145098
121th;0,023529;0,050980;0,145098
122th;0,023529;0,050980;0,145098
123th;0,023529;0,050980;0,145098
124th;0,023529;0,050980;0,145098
125th;0,023529;0,050980;0,145098
126th;0,023529;0,050980;0,145098
127th;0,023529;0,050980;0,149020
128th;0,023529;0,050980;0,149020
129th;0,023529;0,054902;0,149020
130th;0,023529;0,054902;0,149020
131th;0,027451;0,054902;0,149020
132th;0,027451;0,054902;0,152941
133th;0,027451;0,054902;0,152941
134th;0,027451;0,054902;0,152941
135th;0,027451;0,058824;0,152941
136th;0,027451;0,058824;0,152941
137th;0,027451;0,058824;0,152941
138th;0,027451;0,058824;0,152941
139th;0,027451;0,058824;0,152941
140th;0,027451;0,058824;0,156863
141th;0,027451;0,058824;0,156863
142th;0,027451;0,062745;0,156863
143th;0,027451;0,062745;0,156863
144th;0,027451;0,062745;0,156863
145th;0,027451;0,062745;0,160784
146th;0,027451;0,062745;0,160784
147th;0,027451;0,066667;0,160784
148th;0,027451;0,074510;0,160784
149th;0,027451;0,074510;0,160784
150th;0,027451;0,074510;0,164706
151th;0,027451;0,078431;0,168627
152th;0,027451;0,082353;0,172549
153th;0,027451;0,082353;0,172549
154th;0,027451;0,082353;0,176471
155th;0,027451;0,082353;0,176471
156th;0,027451;0,082353;0,180392
157th;0,027451;0,082353;0,180392
158th;0,027451;0,086275;0,180392
159th;0,027451;0,086275;0,180392
160th;0,027451;0,086275;0,184314
161th;0,027451;0,094118;0,184314
162th;0,027451;0,094118;0,184314
163th;0,027451;0,094118;0,188235
164th;0,027451;0,094118;0,188235
165th;0,027451;0,094118;0,192157
166th;0,027451;0,094118;0,192157
167th;0,027451;0,094118;0,192157
168th;0,027451;0,094118;0,196078
169th;0,027451;0,094118;0,196078
170th;0,027451;0,098039;0,200000
171th;0,027451;0,098039;0,200000
172th;0,027451;0,098039;0,200000
173th;0,027451;0,098039;0,200000
174th;0,027451;0,098039;0,200000
175th;0,027451;0,098039;0,203922
176th;0,027451;0,101961;0,207843
177th;0,027451;0,101961;0,211765
178th;0,027451;0,101961;0,211765
179th;0,027451;0,105882;0,211765
180th;0,027451;0,105882;0,211765
181th;0,027451;0,109804;0,211765
182th;0,027451;0,109804;0,215686
183th;0,027451;0,113726;0,215686
184th;0,027451;0,113726;0,215686
185th;0,027451;0,117647;0,219608
186th;0,027451;0,117647;0,219608
187th;0,027451;0,125490;0,219608
188th;0,027451;0,125490;0,219608
189th;0,027451;0,125490;0,219608
190th;0,027451;0,125490;0,219608
191th;0,027451;0,129412;0,219608
192th;0,027451;0,129412;0,223529
193th;0,027451;0,133333;0,223529
194th;0,027451;0,133333;0,223529
195th;0,027451;0,133333;0,223529
196th;0,027451;0,133333;0,227451
197th;0,027451;0,133333;0,231373
198th;0,027451;0,133333;0,231373
199th;0,027451;0,133333;0,231373
200th;0,027451;0,137255;0,235294
