;config_764_avg;config_764_std;config_764_run_0;config_764_run_1;config_764_run_2
Standard_Acc;39,9333;1,2257;40,8000;40,8000;38,2000
RMSCE;0,1635;0,0202;0,1524;0,1463;0,1918
gaussian_noise;28,3563;0,9669;27,1120;28,4872;29,4695
shot_noise;27,5049;0,8021;27,5049;28,4872;26,5226
impulse_noise;29,0766;0,2778;29,2731;29,2731;28,6837
defocus_blur;23,6411;0,2450;23,5756;23,9686;23,3792
glass_blur;21,2181;0,5557;20,8251;20,8251;22,0039
motion_blur;30,3209;0,4037;30,8448;30,2554;29,8625
zoom_blur;28,7492;0,6483;27,8978;29,4695;28,8802
snow;21,0216;0,1604;21,0216;21,2181;20,8251
frost;19,5809;1,0437;18,2711;20,8251;19,6464
fog;19,6464;0,6992;20,0393;20,2358;18,6640
brightness;31,9581;1,1824;30,8448;31,4342;33,5953
contrast;21,0871;1,1824;21,6110;22,2004;19,4499
elastic_transform;37,9175;0,1604;37,7210;37,9175;38,1139
pixelate;35,9528;0,0000;35,9528;35,9528;35,9528
jpeg_compression;37,3281;0,5784;37,9175;36,5422;37,5246
speckle_noise;29,0766;0,4244;28,8802;29,6660;28,6837
gaussian_blur;16,5684;1,9138;14,9312;15,5206;19,2534
spatter;32,6785;0,7581;33,0059;31,6306;33,3988
saturate;26,0642;2,0312;28,8802;25,1473;24,1650
blue_noise_sample;26,4571;1,7670;27,5049;27,8978;23,9686
brownish_noise;27,1775;1,5580;29,2731;25,5403;26,7191
caustic_refraction;36,4113;0,9261;35,7564;37,7210;35,7564
checkerboard_cutout;38,1139;0,6992;37,1316;38,7033;38,5069
cocentric_sine_waves;31,2377;0,5784;30,6483;32,0236;31,0413
inverse_sparkles;29,3386;1,7152;26,9155;30,4519;30,6483
perlin_noise;31,6306;1,1229;30,6483;31,0413;33,2024
plasma_noise;18,4676;0,6992;18,8605;17,4853;19,0570
single_frequency_greyscale;27,7669;1,1824;28,2908;28,8802;26,1297
sparkles;38,5724;0,7581;38,8998;39,2927;37,5246
Acc_C-all-19;27,2499;0,0645;27,1637;27,3188;27,2671
Acc_C-original-15;27,5573;0,1855;27,3608;27,8062;27,5049
Acc_C-bar-10;30,5174;0,2789;30,3929;30,9037;30,2554
Acc_all-ex-pixelwise-noise-24;28,4354;0,0809;28,3235;28,5118;28,4709
RMSCE_C;0,2299;0,0026;0,2283;0,2278;0,2336
uniform-l1,8269.2,True,max;35,6667;0,5735;35,6000;36,4000;35,0000
uniform-l2,27.179,True,max;36,1333;0,6182;35,8000;37,0000;35,6000
uniform-linf,0.2557,True,max;25,1333;0,4110;24,6000;25,2000;25,6000
uniform-l0.5,200000000.0,True,max;39,1333;1,8209;40,0000;40,8000;36,6000
uniform-l1,2500.0,True,max;39,4000;1,7049;40,4000;40,8000;37,0000
uniform-l2,8.0,True,max;39,4000;1,6083;40,0000;41,0000;37,2000
uniform-l10,0.07,True,max;39,2000;1,4236;40,0000;40,4000;37,2000
