;config_76_avg
Standard_Acc;39,0000
RMSCE;0,1716
gaussian_noise;19,2534
shot_noise;18,8605
impulse_noise;20,2358
defocus_blur;22,5933
glass_blur;21,4145
motion_blur;27,1120
zoom_blur;28,6837
snow;17,2888
frost;15,1277
fog;15,1277
brightness;27,1120
contrast;19,8428
elastic_transform;36,1493
pixelate;38,3104
jpeg_compression;36,3458
speckle_noise;22,5933
gaussian_blur;17,4853
spatter;28,6837
saturate;26,1297
blue_noise_sample;18,2711
brownish_noise;31,8271
caustic_refraction;34,9705
checkerboard_cutout;34,1847
cocentric_sine_waves;28,8802
inverse_sparkles;23,1827
perlin_noise;30,4519
plasma_noise;26,5226
single_frequency_greyscale;25,9332
sparkles;37,3281
Acc_C-all-19;24,1237
Acc_C-original-15;24,2305
Acc_C-bar-10;29,1552
Acc_all-ex-pixelwise-noise-24;27,1120
RMSCE_C;0,2865
uniform-l1,8269.2,False,max;32,4000
uniform-l2,27.179,False,max;33,0000
uniform-linf,0.2557,False,max;25,4000
uniform-l0.5,200000000.0,True,max;38,4000
uniform-l1,2500.0,True,max;39,2000
uniform-l2,8.0,True,max;38,8000
uniform-l10,0.07,True,max;38,4000
uniform-l50,0.035,True,max;38,8000
uniform-linf,0.015,True,max;38,8000
uniform-l0-impulse,0.01,True,max;35,8000
uniform-l0-impulse,0.02,True,max;33,0000
uniform-l0-impulse,0.05,True,max;26,2000
uniform-l0-impulse,0.1,True,max;20,2000
uniform-l0-impulse,0.2,True,max;13,8000
uniform-l0-impulse,0.5,True,max;9,4000
uniform-l0.5,200000000.0,False,max;38,2000
uniform-l0.5,500000000.0,False,max;35,6000
uniform-l0.5,1000000000.0,False,max;28,6000
uniform-l0.5,2000000000.0,False,max;21,0000
uniform-l0.5,5000000000.0,False,max;11,8000
uniform-l0.5,10000000000.0,False,max;9,2000
uniform-l1,1000.0,False,max;38,6000
uniform-l1,5000.0,False,max;37,4000
uniform-l1,10000.0,False,max;30,0000
uniform-l1,20000.0,False,max;22,8000
uniform-l1,50000.0,False,max;11,2000
uniform-l1,100000.0,False,max;8,6000
uniform-l2,5.0,False,max;38,8000
uniform-l2,10.0,False,max;37,8000
uniform-l2,20.0,False,max;35,4000
uniform-l2,50.0,False,max;28,2000
uniform-l2,100.0,False,max;16,4000
uniform-l2,200.0,False,max;10,2000
uniform-l10,0.05,False,max;38,6000
uniform-l10,0.1,False,max;38,6000
uniform-l10,0.2,False,max;37,6000
uniform-l10,0.5,False,max;28,8000
uniform-l10,1.0,False,max;17,8000
uniform-l10,2.0,False,max;11,4000
uniform-l50,0.02,False,max;38,6000
uniform-l50,0.05,False,max;38,4000
uniform-l50,0.1,False,max;36,4000
uniform-l50,0.2,False,max;28,8000
uniform-l50,0.5,False,max;17,2000
uniform-l50,1.0,False,max;10,2000
uniform-linf,0.02,False,max;38,2000
uniform-linf,0.05,False,max;38,2000
uniform-linf,0.1,False,max;34,8000
uniform-linf,0.2,False,max;28,2000
uniform-linf,0.5,False,max;13,4000
uniform-linf,1.0,False,max;8,8000
Class Separation Robustness;30,2667
imperceptible Robustness;38,7333
Average p-norm robustness;26,2429
