;config_61_avg
Standard_Acc;34,4000
RMSCE;0,0668
gaussian_noise;28,4872
shot_noise;26,9155
impulse_noise;29,6660
defocus_blur;23,7721
glass_blur;14,1454
motion_blur;27,1120
zoom_blur;24,9509
snow;16,3065
frost;13,1631
fog;13,7525
brightness;23,3792
contrast;15,5206
elastic_transform;32,4165
pixelate;32,6130
jpeg_compression;33,9882
speckle_noise;27,8978
gaussian_blur;12,7701
spatter;29,4695
saturate;14,7348
blue_noise_sample;28,0943
brownish_noise;24,3615
caustic_refraction;33,9882
checkerboard_cutout;33,9882
cocentric_sine_waves;29,4695
inverse_sparkles;19,0570
perlin_noise;22,7898
plasma_noise;13,5560
single_frequency_greyscale;28,8802
sparkles;32,0236
Acc_C-all-19;23,2137
Acc_C-original-15;23,7459
Acc_C-bar-10;26,6208
Acc_all-ex-pixelwise-noise-24;23,5920
RMSCE_C;0,1437
uniform-l1,8269.2,False,max;31,4000
uniform-l2,27.179,False,max;31,6000
uniform-linf,0.2557,False,max;29,2000
uniform-l0.5,200000000.0,True,max;33,2000
uniform-l1,2500.0,True,max;33,4000
uniform-l2,8.0,True,max;34,2000
uniform-l10,0.07,True,max;34,0000
uniform-l50,0.035,True,max;33,6000
uniform-linf,0.015,True,max;34,6000
uniform-l0-impulse,0.01,True,max;32,4000
uniform-l0-impulse,0.02,True,max;32,6000
uniform-l0-impulse,0.05,True,max;32,4000
uniform-l0-impulse,0.1,True,max;29,6000
uniform-l0-impulse,0.2,True,max;25,8000
uniform-l0-impulse,0.5,True,max;22,6000
uniform-l0.5,200000000.0,False,max;34,2000
uniform-l0.5,500000000.0,False,max;32,6000
uniform-l0.5,1000000000.0,False,max;32,0000
uniform-l0.5,2000000000.0,False,max;29,4000
uniform-l0.5,5000000000.0,False,max;27,2000
uniform-l0.5,10000000000.0,False,max;22,0000
uniform-l1,1000.0,False,max;33,6000
uniform-l1,5000.0,False,max;33,4000
uniform-l1,10000.0,False,max;31,8000
uniform-l1,20000.0,False,max;28,6000
uniform-l1,50000.0,False,max;25,4000
uniform-l1,100000.0,False,max;20,4000
uniform-l2,5.0,False,max;34,2000
uniform-l2,10.0,False,max;33,6000
uniform-l2,20.0,False,max;33,0000
uniform-l2,50.0,False,max;30,8000
uniform-l2,100.0,False,max;29,0000
uniform-l2,200.0,False,max;22,6000
uniform-l10,0.05,False,max;34,2000
uniform-l10,0.1,False,max;33,4000
uniform-l10,0.2,False,max;33,4000
uniform-l10,0.5,False,max;31,0000
uniform-l10,1.0,False,max;28,0000
uniform-l10,2.0,False,max;24,2000
uniform-l50,0.02,False,max;33,4000
uniform-l50,0.05,False,max;33,6000
uniform-l50,0.1,False,max;33,2000
uniform-l50,0.2,False,max;30,0000
uniform-l50,0.5,False,max;28,2000
uniform-l50,1.0,False,max;21,6000
uniform-linf,0.02,False,max;33,8000
uniform-linf,0.05,False,max;32,8000
uniform-linf,0.1,False,max;33,4000
uniform-linf,0.2,False,max;30,2000
uniform-linf,0.5,False,max;26,0000
uniform-linf,1.0,False,max;20,8000
Class Separation Robustness;30,7333
imperceptible Robustness;33,8333
Average p-norm robustness;29,7714
