;config_133_avg;config_133_std;config_133_run_0;config_133_run_1;config_133_run_2
Standard_Acc;37,0667;0,8994;37,0000;36,0000;38,2000
RMSCE;0,1653;0,0126;0,1476;0,1729;0,1755
gaussian_noise;24,5580;0,7351;24,7544;23,5756;25,3438
shot_noise;23,2482;1,3643;25,1473;22,5933;22,0039
impulse_noise;24,3615;0,6992;24,7544;24,9509;23,3792
defocus_blur;24,6889;1,4378;23,5756;23,7721;26,7191
glass_blur;19,9738;0,4037;20,4322;19,4499;20,0393
motion_blur;30,0589;0,3208;29,6660;30,0589;30,4519
zoom_blur;30,0589;0,6992;29,6660;29,4695;31,0413
snow;20,7597;1,5162;21,4145;22,2004;18,6640
frost;20,8251;1,2111;22,2004;21,0216;19,2534
fog;18,3366;1,8592;15,7171;19,4499;19,8428
brightness;31,2377;0,4244;31,4342;30,6483;31,6306
contrast;19,3844;1,3830;17,8782;21,2181;19,0570
elastic_transform;35,2980;0,4037;35,7564;35,3635;34,7741
pixelate;35,1015;0,5633;35,7564;34,3811;35,1670
jpeg_compression;33,5953;1,3706;35,1670;31,8271;33,7917
speckle_noise;23,7721;0,8488;24,9509;23,3792;22,9862
gaussian_blur;17,2233;0,3705;17,4853;16,6994;17,4853
spatter;30,7138;0,4901;30,0589;30,8448;31,2377
saturate;23,1827;0,9757;24,5580;22,5933;22,3969
blue_noise_sample;26,1952;1,0681;25,5403;25,3438;27,7014
brownish_noise;23,9686;1,2732;23,3792;22,7898;25,7367
caustic_refraction;36,0183;0,8074;36,9352;36,1493;34,9705
checkerboard_cutout;32,9404;0,9669;34,1847;31,8271;32,8094
cocentric_sine_waves;28,4872;0,8021;29,4695;28,4872;27,5049
inverse_sparkles;26,2606;0,2450;26,5226;25,9332;26,3261
perlin_noise;30,9758;1,3065;29,8625;32,8094;30,2554
plasma_noise;19,9083;0,4037;19,8428;19,4499;20,4322
single_frequency_greyscale;27,4394;1,2460;25,7367;27,8978;28,6837
sparkles;37,2626;0,5633;36,5422;37,9175;37,3281
Acc_C-all-19;25,5989;0,1534;25,8091;25,4472;25,5403
Acc_C-original-15;26,0991;0,0922;26,2213;25,9987;26,0773
Acc_C-bar-10;28,9456;0,1639;28,8016;28,8605;29,1749
Acc_all-ex-pixelwise-noise-24;27,2375;0,0584;27,2184;27,1775;27,3166
RMSCE_C;0,2448;0,0137;0,2270;0,2602;0,2472
uniform-l1,8269.2,False,max;33,0667;0,9568;32,6000;32,2000;34,4000
uniform-l2,27.179,False,max;34,0000;0,7118;33,0000;34,6000;34,4000
uniform-linf,0.2557,False,max;27,2667;1,0499;27,8000;25,8000;28,2000
uniform-l0.5,200000000.0,True,max;36,2667;0,4110;35,8000;36,2000;36,8000
uniform-l1,2500.0,True,max;36,4667;0,5249;36,0000;36,2000;37,2000
uniform-l2,8.0,True,max;36,5333;1,0499;35,6000;36,0000;38,0000
uniform-l10,0.07,True,max;36,8667;0,8055;36,4000;36,2000;38,0000
uniform-l50,0.035,True,max;36,8000;1,2754;36,0000;35,8000;38,6000
uniform-linf,0.015,True,max;37,1333;0,5735;37,2000;36,4000;37,8000
uniform-l0-impulse,0.01,True,max;35,0667;1,2684;33,8000;34,6000;36,8000
uniform-l0-impulse,0.02,True,max;33,1333;0,0943;33,0000;33,2000;33,2000
uniform-l0-impulse,0.05,True,max;29,1333;0,8055;29,6000;28,0000;29,8000
uniform-l0-impulse,0.1,True,max;25,4000;1,0198;25,8000;24,0000;26,4000
uniform-l0-impulse,0.2,True,max;19,6000;0,8485;20,8000;19,0000;19,0000
uniform-l0-impulse,0.5,True,max;13,2000;1,1314;14,8000;12,4000;12,4000
uniform-l0.5,200000000.0,False,max;36,6667;0,7364;35,8000;36,6000;37,6000
uniform-l0.5,500000000.0,False,max;35,1333;0,6182;34,6000;34,8000;36,0000
uniform-l0.5,1000000000.0,False,max;29,8667;0,3399;30,0000;29,4000;30,2000
uniform-l0.5,2000000000.0,False,max;25,1333;1,1116;25,6000;23,6000;26,2000
uniform-l0.5,5000000000.0,False,max;16,7333;1,1116;17,8000;17,2000;15,2000
uniform-l0.5,10000000000.0,False,max;12,9333;1,4079;14,8000;12,6000;11,4000
uniform-l1,1000.0,False,max;37,2000;0,5657;36,8000;36,8000;38,0000
uniform-l1,5000.0,False,max;35,6667;0,8380;34,8000;35,4000;36,8000
uniform-l1,10000.0,False,max;31,9333;0,4989;31,8000;31,4000;32,6000
uniform-l1,20000.0,False,max;25,6667;1,6111;27,0000;23,4000;26,6000
uniform-l1,50000.0,False,max;14,8000;0,9092;16,0000;14,6000;13,8000
uniform-l1,100000.0,False,max;11,8667;1,4267;13,8000;11,4000;10,4000
uniform-l2,5.0,False,max;37,2000;0,9092;37,0000;36,2000;38,4000
uniform-l2,10.0,False,max;36,3333;0,5735;35,6000;36,4000;37,0000
uniform-l2,20.0,False,max;35,1333;1,0499;34,6000;34,2000;36,6000
uniform-l2,50.0,False,max;29,2000;0,7118;29,8000;28,2000;29,6000
uniform-l2,100.0,False,max;20,2667;0,8219;21,2000;19,2000;20,4000
uniform-l2,200.0,False,max;13,1333;0,9843;14,4000;13,0000;12,0000
uniform-l10,0.05,False,max;37,4000;0,7118;37,0000;36,8000;38,4000
uniform-l10,0.1,False,max;36,6667;0,9568;35,8000;36,2000;38,0000
uniform-l10,0.2,False,max;35,6000;0,9933;34,8000;35,0000;37,0000
uniform-l10,0.5,False,max;30,6000;0,7483;31,6000;30,4000;29,8000
uniform-l10,1.0,False,max;23,4667;1,5173;24,0000;21,4000;25,0000
uniform-l10,2.0,False,max;13,4667;0,9978;14,8000;13,2000;12,4000
uniform-l50,0.02,False,max;37,1333;0,8994;36,6000;36,4000;38,4000
uniform-l50,0.05,False,max;36,3333;0,4989;35,8000;36,2000;37,0000
uniform-l50,0.1,False,max;35,1333;0,8219;35,0000;34,2000;36,2000
uniform-l50,0.2,False,max;31,6667;0,0943;31,8000;31,6000;31,6000
uniform-l50,0.5,False,max;21,4667;1,0873;22,6000;20,0000;21,8000
uniform-l50,1.0,False,max;12,8000;1,1776;14,4000;12,4000;11,6000
uniform-linf,0.02,False,max;37,2000;0,9092;37,0000;36,2000;38,4000
uniform-linf,0.05,False,max;36,2667;0,5735;35,6000;36,2000;37,0000
uniform-linf,0.1,False,max;35,0000;0,2828;34,8000;34,8000;35,4000
uniform-linf,0.2,False,max;29,7333;0,6182;30,6000;29,2000;29,4000
uniform-linf,0.5,False,max;18,6667;1,5173;20,8000;17,8000;17,4000
uniform-linf,1.0,False,max;12,2667;1,2684;14,0000;11,8000;11,0000
Class Separation Robustness;31,4444;0,6379;31,1333;30,8667;32,3333
imperceptible Robustness;36,6778;0,7465;36,1667;36,1333;37,7333
Average p-norm robustness;27,6492;0,4372;28,0048;27,0333;27,9095
