;config_765_avg;config_765_std;config_765_run_0;config_765_run_1;config_765_run_2
Standard_Acc;42,2000;0,9798;41,0000;42,2000;43,4000
RMSCE;0,1510;0,0021;0,1506;0,1487;0,1537
gaussian_noise;27,8324;0,2450;28,0943;27,5049;27,8978
shot_noise;26,3916;0,4901;25,7367;26,5226;26,9155
impulse_noise;30,0589;0,8931;31,2377;29,0766;29,8625
defocus_blur;23,7066;0,5157;22,9862;23,9686;24,1650
glass_blur;22,5278;0,1852;22,3969;22,3969;22,7898
motion_blur;31,0413;0,1604;30,8448;31,2377;31,0413
zoom_blur;30,0589;1,5799;27,8978;30,6483;31,6306
snow;20,3012;0,4037;19,8428;20,8251;20,2358
frost;20,3012;0,6483;21,0216;19,4499;20,4322
fog;19,4499;2,5057;15,9136;21,4145;21,0216
brightness;32,8094;0,3208;32,8094;32,4165;33,2024
contrast;22,3969;2,3135;20,0393;25,5403;21,6110
elastic_transform;37,7865;1,7597;38,5069;35,3635;39,4892
pixelate;39,0963;0,5784;38,8998;38,5069;39,8821
jpeg_compression;40,2750;0,0000;40,2750;40,2750;40,2750
speckle_noise;27,6359;0,2450;27,3084;27,7014;27,8978
gaussian_blur;15,6516;0,9669;15,5206;14,5383;16,8959
spatter;32,8749;1,0681;32,2200;32,0236;34,3811
saturate;26,9810;1,3065;28,0943;25,1473;27,7014
blue_noise_sample;27,5049;0,6416;28,2908;26,7191;27,5049
brownish_noise;30,9103;1,6463;28,6837;31,4342;32,6130
caustic_refraction;39,4237;0,4901;40,0786;39,2927;38,8998
checkerboard_cutout;39,6202;1,4555;37,7210;41,2574;39,8821
cocentric_sine_waves;31,6306;0,3208;32,0236;31,2377;31,6306
inverse_sparkles;28,4217;0,4901;27,8978;29,0766;28,2908
perlin_noise;34,2502;1,1381;33,0059;35,7564;33,9882
plasma_noise;21,7420;0,4901;21,6110;22,3969;21,2181
single_frequency_greyscale;28,3563;0,2450;28,2908;28,6837;28,0943
sparkles;41,5193;0,3339;41,0609;41,8468;41,6503
Acc_C-all-19;27,7462;0,3922;27,3498;27,6083;28,2804
Acc_C-original-15;28,2689;0,3833;27,7669;28,3432;28,6968
Acc_C-bar-10;32,3379;0,3700;31,8664;32,7701;32,3772
Acc_all-ex-pixelwise-noise-24;29,6305;0,4116;29,0684;29,7806;30,0426
RMSCE_C;0,2329;0,0063;0,2241;0,2388;0,2358
uniform-l1,8269.2,True,max;37,9333;1,2365;39,0000;38,6000;36,2000
uniform-l2,27.179,True,max;38,1333;1,1470;38,0000;39,6000;36,8000
uniform-linf,0.2557,True,max;24,5333;1,0499;23,6000;24,0000;26,0000
uniform-l0.5,200000000.0,True,max;41,5333;0,8994;40,8000;42,8000;41,0000
uniform-l1,2500.0,True,max;41,6667;0,8219;40,6000;42,6000;41,8000
uniform-l2,8.0,True,max;41,7333;1,3888;39,8000;43,0000;42,4000
uniform-l10,0.07,True,max;42,0000;0,8641;40,8000;42,4000;42,8000
uniform-l50,0.035,True,max;41,6667;1,3300;39,8000;42,4000;42,8000
uniform-linf,0.015,True,max;41,7333;1,3695;39,8000;42,6000;42,8000
uniform-l0-impulse,0.01,True,max;40,6667;1,3888;40,0000;42,6000;39,4000
uniform-l0-impulse,0.02,True,max;38,4000;1,3952;40,0000;38,6000;36,6000
uniform-l0-impulse,0.05,True,max;34,0000;1,8403;36,6000;32,6000;32,8000
uniform-l0-impulse,0.1,True,max;29,4000;1,0198;30,4000;29,8000;28,0000
uniform-l0-impulse,0.2,True,max;24,8667;0,3399;24,4000;25,0000;25,2000
uniform-l0-impulse,0.5,True,max;16,4667;1,2037;17,6000;14,8000;17,0000
uniform-l0.5,200000000.0,False,max;41,6000;0,7118;41,2000;42,6000;41,0000
uniform-l0.5,500000000.0,False,max;39,4000;1,6573;39,0000;41,6000;37,6000
uniform-l0.5,1000000000.0,False,max;34,8000;1,3367;36,2000;35,2000;33,0000
uniform-l0.5,2000000000.0,False,max;29,2667;0,4110;29,8000;29,2000;28,8000
uniform-l0.5,5000000000.0,False,max;21,7333;0,4989;22,4000;21,2000;21,6000
uniform-l0.5,10000000000.0,False,max;16,2000;1,3367;16,6000;14,4000;17,6000
uniform-l1,1000.0,False,max;42,0667;0,8994;40,8000;42,6000;42,8000
uniform-l1,5000.0,False,max;40,0667;1,2472;40,4000;41,4000;38,4000
uniform-l1,10000.0,False,max;35,8000;0,9933;36,6000;36,4000;34,4000
uniform-l1,20000.0,False,max;29,8000;0,0000;29,8000;29,8000;29,8000
uniform-l1,50000.0,False,max;20,4667;1,1470;20,6000;19,0000;21,8000
uniform-l1,100000.0,False,max;14,5333;0,3399;15,0000;14,2000;14,4000
uniform-l2,5.0,False,max;42,0667;1,1813;40,4000;43,0000;42,8000
uniform-l2,10.0,False,max;41,6000;0,8485;41,0000;42,8000;41,0000
uniform-l2,20.0,False,max;39,6000;1,5578;39,4000;41,6000;37,8000
uniform-l2,50.0,False,max;32,3333;0,7364;32,4000;33,2000;31,4000
uniform-l2,100.0,False,max;25,6000;0,3266;26,0000;25,2000;25,6000
