;config_132_avg
Standard_Acc;40,0000
RMSCE;0,1378
gaussian_noise;34,7741
shot_noise;33,2024
impulse_noise;33,7917
defocus_blur;27,1120
glass_blur;21,6110
motion_blur;35,5599
zoom_blur;33,5953
snow;22,5933
frost;21,6110
fog;22,3969
brightness;33,3988
contrast;23,7721
elastic_transform;34,7741
pixelate;37,3281
jpeg_compression;36,3458
speckle_noise;33,0059
gaussian_blur;21,2181
spatter;29,8625
saturate;25,7367
blue_noise_sample;31,4342
brownish_noise;23,5756
caustic_refraction;37,5246
checkerboard_cutout;35,3635
cocentric_sine_waves;27,5049
inverse_sparkles;25,9332
perlin_noise;32,2200
plasma_noise;18,6640
single_frequency_greyscale;29,8625
sparkles;38,5069
Acc_C-all-19;29,5626
Acc_C-original-15;30,1244
Acc_C-bar-10;30,0589
Acc_all-ex-pixelwise-noise-24;29,0029
RMSCE_C;0,1943
uniform-l1,8269.2,False,max;38,6000
uniform-l2,27.179,False,max;38,4000
uniform-linf,0.2557,False,max;34,4000
uniform-l0.5,200000000.0,True,max;40,2000
uniform-l1,2500.0,True,max;40,2000
uniform-l2,8.0,True,max;39,8000
uniform-l10,0.07,True,max;40,2000
uniform-l50,0.035,True,max;40,0000
uniform-linf,0.015,True,max;39,8000
uniform-l0-impulse,0.01,True,max;40,0000
uniform-l0-impulse,0.02,True,max;38,2000
uniform-l0-impulse,0.05,True,max;37,0000
uniform-l0-impulse,0.1,True,max;36,6000
uniform-l0-impulse,0.2,True,max;31,8000
uniform-l0-impulse,0.5,True,max;22,2000
uniform-l0.5,200000000.0,False,max;40,2000
uniform-l0.5,500000000.0,False,max;38,6000
uniform-l0.5,1000000000.0,False,max;36,8000
uniform-l0.5,2000000000.0,False,max;35,8000
uniform-l0.5,5000000000.0,False,max;29,2000
uniform-l0.5,10000000000.0,False,max;21,2000
uniform-l1,1000.0,False,max;40,0000
uniform-l1,5000.0,False,max;38,8000
uniform-l1,10000.0,False,max;37,6000
uniform-l1,20000.0,False,max;37,4000
uniform-l1,50000.0,False,max;27,6000
uniform-l1,100000.0,False,max;18,8000
uniform-l2,5.0,False,max;40,4000
uniform-l2,10.0,False,max;40,0000
uniform-l2,20.0,False,max;40,0000
uniform-l2,50.0,False,max;36,6000
uniform-l2,100.0,False,max;34,2000
uniform-l2,200.0,False,max;23,6000
uniform-l10,0.05,False,max;39,8000
uniform-l10,0.1,False,max;40,2000
uniform-l10,0.2,False,max;39,6000
uniform-l10,0.5,False,max;37,6000
uniform-l10,1.0,False,max;35,8000
uniform-l10,2.0,False,max;23,0000
uniform-l50,0.02,False,max;39,6000
uniform-l50,0.05,False,max;39,6000
uniform-l50,0.1,False,max;38,8000
uniform-l50,0.2,False,max;38,2000
uniform-l50,0.5,False,max;32,0000
uniform-l50,1.0,False,max;21,0000
uniform-linf,0.02,False,max;40,4000
uniform-linf,0.05,False,max;39,8000
uniform-linf,0.1,False,max;39,4000
uniform-linf,0.2,False,max;35,6000
uniform-linf,0.5,False,max;30,8000
uniform-linf,1.0,False,max;19,0000
Class Separation Robustness;37,1333
imperceptible Robustness;40,0333
Average p-norm robustness;34,5905
