;config_785_avg;config_785_std;config_785_run_0;config_785_run_1;config_785_run_2
Standard_Acc;66,9933;0,2457;66,6800;67,0200;67,2800
RMSCE;0,0497;0,0047;0,0560;0,0450;0,0479
gaussian_noise;22,4833;0,4309;23,0920;22,1540;22,2040
shot_noise;27,7240;0,3710;28,1160;27,8300;27,2260
impulse_noise;24,3893;0,6794;25,0860;24,6140;23,4680
defocus_blur;35,7553;3,2122;33,1240;40,2780;33,8640
glass_blur;25,7387;1,1965;24,6380;27,4020;25,1760
motion_blur;41,2107;1,8956;39,4000;43,8280;40,4040
zoom_blur;39,4667;2,8121;36,8400;43,3660;38,1940
snow;38,9300;0,5852;38,5620;39,7560;38,4720
frost;41,2613;0,3584;40,9980;41,7680;41,0180
fog;44,7547;0,4988;44,0560;45,0200;45,1880
brightness;48,9013;0,9146;48,2920;50,1940;48,2180
contrast;33,1740;0,4201;33,7100;33,1280;32,6840
elastic_transform;43,8327;1,9778;42,8720;46,5880;42,0380
pixelate;48,0713;0,3127;48,0720;48,4540;47,6880
jpeg_compression;47,8900;1,2858;46,8340;49,7000;47,1360
speckle_noise;22,1727;0,5073;22,6860;22,3500;21,4820
gaussian_blur;38,5407;3,3256;35,8440;43,2260;36,5520
spatter;38,7360;0,9897;39,1060;39,7200;37,3820
saturate;43,9333;0,7799;43,2180;45,0180;43,5640
blue_noise_sample;40,2467;0,7243;41,0420;40,4080;39,2900
brownish_noise;50,7240;0,6421;50,0960;51,6060;50,4700
caustic_refraction;27,9400;0,5081;27,2840;28,5220;28,0140
checkerboard_cutout;38,7640;0,4439;39,0160;39,1360;38,1400
cocentric_sine_waves;23,8813;0,6143;24,6760;23,1800;23,7880
inverse_sparkles;27,1240;0,3465;26,8840;26,8740;27,6140
perlin_noise;50,1280;0,3007;50,1440;49,7520;50,4880
plasma_noise;27,0867;0,4483;26,5580;27,6540;27,0480
single_frequency_greyscale;21,1980;0,1508;21,3540;21,2460;20,9940
sparkles;58,5147;0,4070;57,9540;58,9080;58,6820
Acc_C-all-19;37,2087;1,0223;36,5551;38,6523;36,4188
Acc_C-original-15;37,5722;0,9664;36,9128;38,9387;36,8652
Acc_C-bar-10;36,5607;0,1203;36,5008;36,7286;36,4528
Acc_all-ex-pixelwise-noise-24;38,9816;0,8494;38,3138;40,1802;38,4507
RMSCE_C;0,1670;0,0106;0,1746;0,1521;0,1744
uniform-l1,130.9,True,max;65,9100;0,3163;65,5500;65,8600;66,3200
uniform-l2,2.611,True,max;64,1000;0,2833;64,2800;63,7000;64,3200
uniform-linf,0.1303,True,max;28,0700;0,8946;28,3900;26,8500;28,9700
uniform-l0.5,700000.0,True,max;66,3900;0,2515;66,1600;66,2700;66,7400
uniform-l1,125.0,True,max;65,9900;0,2195;65,8200;65,8500;66,3000
uniform-l2,2.0,True,max;65,4500;0,1590;65,3800;65,3000;65,6700
uniform-l10,0.06,True,max;65,5967;0,0544;65,5800;65,5400;65,6700
uniform-l50,0.04,True,max;64,7933;0,3947;64,6900;64,3700;65,3200
uniform-linf,0.01,True,max;66,5933;0,3331;66,1600;66,6500;66,9700
uniform-l0-impulse,0.01,True,max;62,2633;0,3349;62,2500;61,8600;62,6800
uniform-l0-impulse,0.02,True,max;56,4167;1,0625;57,0500;54,9200;57,2800
uniform-l0-impulse,0.05,True,max;38,0700;0,8874;38,3200;36,8800;39,0100
uniform-l0-impulse,0.1,True,max;19,2433;0,4989;19,1100;18,7100;19,9100
uniform-l0-impulse,0.2,True,max;6,5233;0,2772;6,2200;6,8900;6,4600
uniform-l0-impulse,0.5,True,max;1,0667;0,0713;0,9700;1,0900;1,1400
uniform-l0.5,500000.0,False,max;66,7667;0,2877;66,4800;66,6600;67,1600
uniform-l0.5,1000000.0,False,max;65,4733;0,2793;65,3500;65,2100;65,8600
uniform-l0.5,2000000.0,False,max;61,7467;0,2958;61,8300;61,3500;62,0600
uniform-l0.5,5000000.0,False,max;46,0767;0,8797;46,9100;44,8600;46,4600
uniform-l0.5,10000000.0,False,max;25,0833;0,4768;25,3100;24,4200;25,5200
uniform-l0.5,20000000.0,False,max;8,4600;0,3314;8,0400;8,4900;8,8500
uniform-l1,100.0,False,max;66,4700;0,2299;66,2600;66,3600;66,7900
uniform-l1,200.0,False,max;64,2567;0,3756;64,4600;63,7300;64,5800
uniform-l1,500.0,False,max;53,9267;0,8364;54,6200;52,7500;54,4100
uniform-l1,1000.0,False,max;35,0567;0,8464;35,6800;33,8600;35,6300
uniform-l1,2000.0,False,max;12,3133;0,4468;11,7400;12,3700;12,8300
uniform-l1,5000.0,False,max;1,2867;0,0896;1,2500;1,4100;1,2000
uniform-l2,1.0,False,max;66,6133;0,3499;66,2600;66,4900;67,0900
uniform-l2,2.0,False,max;65,4200;0,1337;65,4600;65,2400;65,5600
uniform-l2,5.0,False,max;57,6033;0,6058;58,2200;56,7800;57,8100
uniform-l2,10.0,False,max;42,0267;0,8677;42,9600;40,8700;42,2500
uniform-l2,20.0,False,max;17,7367;0,3954;17,5300;17,3900;18,2900
uniform-l2,50.0,False,max;1,4700;0,1225;1,4700;1,6200;1,3200
uniform-l10,0.05,False,max;66,1200;0,2753;65,8300;66,0400;66,4900
