;config_110_avg
Standard_Acc;67,3100
RMSCE;0,0408
gaussian_noise;24,3340
shot_noise;29,9960
impulse_noise;26,5300
defocus_blur;28,9520
glass_blur;21,0780
motion_blur;36,0220
zoom_blur;32,9600
snow;38,2780
frost;42,1740
fog;43,4140
brightness;55,0920
contrast;25,3920
elastic_transform;44,3000
pixelate;48,7020
jpeg_compression;48,8380
speckle_noise;24,5660
gaussian_blur;29,3820
spatter;45,1200
saturate;47,1120
blue_noise_sample;41,1920
brownish_noise;48,0280
caustic_refraction;30,8340
checkerboard_cutout;40,7800
cocentric_sine_waves;23,2660
inverse_sparkles;22,7720
perlin_noise;49,9580
plasma_noise;25,1040
single_frequency_greyscale;21,7020
sparkles;56,4400
Acc_C-all-19;36,4338
Acc_C-original-15;36,4041
Acc_C-bar-10;36,0076
Acc_all-ex-pixelwise-noise-24;37,7375
RMSCE_C;0,0671
uniform-l1,130.9,False,max;64,9500
uniform-l2,2.611,False,max;63,4800
uniform-linf,0.1303,False,max;51,4300
uniform-l0.5,700000.0,True,max;65,5300
uniform-l1,125.0,True,max;64,9000
uniform-l2,2.0,True,max;64,4100
uniform-l10,0.06,True,max;64,5700
uniform-l50,0.04,True,max;63,9800
uniform-linf,0.01,True,max;65,5800
uniform-l0-impulse,0.01,True,max;62,6600
uniform-l0-impulse,0.02,True,max;57,7500
uniform-l0-impulse,0.05,True,max;42,6200
uniform-l0-impulse,0.1,True,max;24,4000
uniform-l0-impulse,0.2,True,max;7,1100
uniform-l0-impulse,0.5,True,max;0,7700
uniform-l0.5,500000.0,False,max;66,0100
uniform-l0.5,1000000.0,False,max;64,7300
uniform-l0.5,2000000.0,False,max;62,0600
uniform-l0.5,5000000.0,False,max;51,3700
uniform-l0.5,10000000.0,False,max;30,6400
uniform-l0.5,20000000.0,False,max;9,8900
uniform-l1,100.0,False,max;65,4400
uniform-l1,200.0,False,max;63,7800
uniform-l1,500.0,False,max;57,0800
uniform-l1,1000.0,False,max;41,7000
uniform-l1,2000.0,False,max;15,2600
uniform-l1,5000.0,False,max;1,0500
uniform-l2,1.0,False,max;66,0300
uniform-l2,2.0,False,max;64,3700
uniform-l2,5.0,False,max;59,6400
uniform-l2,10.0,False,max;47,3900
uniform-l2,20.0,False,max;22,0200
uniform-l2,50.0,False,max;1,2700
uniform-l10,0.05,False,max;64,9400
uniform-l10,0.1,False,max;63,0200
uniform-l10,0.2,False,max;57,1600
uniform-l10,0.5,False,max;31,9500
uniform-l10,1.0,False,max;6,5800
uniform-l10,2.0,False,max;0,6000
uniform-l50,0.02,False,max;65,5700
uniform-l50,0.05,False,max;63,1600
uniform-l50,0.1,False,max;58,1900
uniform-l50,0.2,False,max;42,5500
uniform-l50,0.5,False,max;7,8400
uniform-l50,1.0,False,max;0,6400
uniform-linf,0.01,False,max;66,5700
uniform-linf,0.02,False,max;65,4900
uniform-linf,0.05,False,max;62,7100
uniform-linf,0.1,False,max;56,2600
uniform-linf,0.2,False,max;39,1600
uniform-linf,0.5,False,max;5,4000
Class Separation Robustness;59,9533
imperceptible Robustness;64,8283
Average p-norm robustness;41,4960
