;config_13_avg
Standard_Acc;62,8400
RMSCE;0,1258
gaussian_noise;18,1660
shot_noise;22,0820
impulse_noise;22,2960
defocus_blur;17,6720
glass_blur;16,4220
motion_blur;22,3000
zoom_blur;20,0740
snow;24,5080
frost;27,6340
fog;25,4860
brightness;34,5060
contrast;9,4180
elastic_transform;27,7360
pixelate;40,2980
jpeg_compression;35,6060
speckle_noise;17,6840
gaussian_blur;18,4720
spatter;30,9880
saturate;29,2280
blue_noise_sample;33,6780
brownish_noise;40,3080
caustic_refraction;21,3200
checkerboard_cutout;35,8540
cocentric_sine_waves;20,5640
inverse_sparkles;24,9020
perlin_noise;39,1940
plasma_noise;18,7360
single_frequency_greyscale;17,0720
sparkles;53,3660
Acc_C-all-19;24,2408
Acc_C-original-15;24,2803
Acc_C-bar-10;30,4994
Acc_all-ex-pixelwise-noise-24;27,1527
RMSCE_C;0,3177
uniform-l1,130.9,False,max;62,3700
uniform-l2,2.611,False,max;61,4900
uniform-linf,0.1303,False,max;40,5900
uniform-l0.5,700000.0,True,max;62,5400
uniform-l1,125.0,True,max;62,3500
uniform-l2,2.0,True,max;61,9900
uniform-l10,0.06,True,max;62,1600
uniform-l50,0.04,True,max;61,7000
uniform-linf,0.01,True,max;62,6100
uniform-l0-impulse,0.01,True,max;55,8900
uniform-l0-impulse,0.02,True,max;45,9400
uniform-l0-impulse,0.05,True,max;22,6100
uniform-l0-impulse,0.1,True,max;6,9700
uniform-l0-impulse,0.2,True,max;1,4200
uniform-l0-impulse,0.5,True,max;0,5300
uniform-l0.5,500000.0,False,max;62,7800
uniform-l0.5,1000000.0,False,max;62,1700
uniform-l0.5,2000000.0,False,max;58,9200
uniform-l0.5,5000000.0,False,max;39,1000
uniform-l0.5,10000000.0,False,max;12,1800
uniform-l0.5,20000000.0,False,max;1,9900
uniform-l1,100.0,False,max;62,5900
uniform-l1,200.0,False,max;61,4700
uniform-l1,500.0,False,max;51,2100
uniform-l1,1000.0,False,max;23,4400
uniform-l1,2000.0,False,max;3,7700
uniform-l1,5000.0,False,max;0,5100
uniform-l2,1.0,False,max;62,6300
uniform-l2,2.0,False,max;61,9700
uniform-l2,5.0,False,max;55,7500
uniform-l2,10.0,False,max;32,9500
uniform-l2,20.0,False,max;6,4600
uniform-l2,50.0,False,max;0,5600
uniform-l10,0.05,False,max;62,3200
uniform-l10,0.1,False,max;60,4000
uniform-l10,0.2,False,max;51,7500
uniform-l10,0.5,False,max;13,3200
uniform-l10,1.0,False,max;1,2700
uniform-l10,2.0,False,max;0,4500
uniform-l50,0.02,False,max;62,7900
uniform-l50,0.05,False,max;60,7400
uniform-l50,0.1,False,max;53,2900
uniform-l50,0.2,False,max;25,7600
uniform-l50,0.5,False,max;1,4500
uniform-l50,1.0,False,max;0,4800
uniform-linf,0.01,False,max;62,8900
uniform-linf,0.02,False,max;62,5800
uniform-linf,0.05,False,max;59,9700
uniform-linf,0.1,False,max;50,0900
uniform-linf,0.2,False,max;20,4400
uniform-linf,0.5,False,max;1,0800
Class Separation Robustness;54,8167
imperceptible Robustness;62,2250
Average p-norm robustness;34,4019
