;config_791_avg;config_791_std;config_791_run_0;config_791_run_1;config_791_run_2
Standard_Acc;66,8200;0,5516;66,9200;67,4400;66,1000
RMSCE;0,0720;0,0103;0,0863;0,0665;0,0630
gaussian_noise;21,8893;0,2321;22,2080;21,7980;21,6620
shot_noise;27,0247;0,2432;27,2540;27,1320;26,6880
impulse_noise;25,4527;0,3486;24,9600;25,6840;25,7140
defocus_blur;33,9040;0,3235;33,6440;33,7080;34,3600
glass_blur;27,4240;1,4852;25,6400;27,3560;29,2760
motion_blur;39,5780;0,9752;39,0960;38,7000;40,9380
zoom_blur;40,3627;1,3641;39,5880;39,2200;42,2800
snow;36,0227;0,7572;35,2160;35,8160;37,0360
frost;39,7900;1,2960;38,1560;39,8880;41,3260
fog;43,1607;2,2198;40,6060;42,8580;46,0180
brightness;47,7153;1,0347;46,9480;47,0200;49,1780
contrast;28,8833;1,6561;26,9620;28,6840;31,0040
elastic_transform;46,5760;1,3237;45,8860;45,4140;48,4280
pixelate;46,8680;0,7699;46,7100;47,8800;46,0140
jpeg_compression;49,4387;0,6262;49,1780;48,8360;50,3020
speckle_noise;21,7367;0,4027;22,1120;21,9200;21,1780
gaussian_blur;36,2867;0,5058;35,8840;35,9760;37,0000
spatter;39,8407;0,5490;39,6100;39,3140;40,5980
saturate;42,1507;0,3579;42,2600;41,6680;42,5240
blue_noise_sample;38,8173;0,5358;38,2420;39,5320;38,6780
brownish_noise;46,6173;0,3721;46,7500;46,9920;46,1100
caustic_refraction;28,4667;0,5788;28,0200;28,0960;29,2840
checkerboard_cutout;39,0893;0,4114;38,5620;39,1400;39,5660
cocentric_sine_waves;22,1907;0,2275;22,0160;22,5120;22,0440
inverse_sparkles;26,7587;0,5741;26,0640;26,7420;27,4700
perlin_noise;48,5680;0,3091;48,1420;48,6960;48,8660
plasma_noise;23,2920;0,7559;22,6700;24,3560;22,8500
single_frequency_greyscale;19,7260;0,2437;19,4080;20,0000;19,7700
sparkles;57,9287;0,2131;57,9980;58,1480;57,6400
Acc_C-all-19;36,5318;0,6653;35,8904;36,2564;37,4486
Acc_C-original-15;36,9393;0,7907;36,1368;36,6663;38,0149
Acc_C-bar-10;35,1455;0,2654;34,7872;35,4214;35,2278
Acc_all-ex-pixelwise-noise-24;37,9433;0,6026;37,2923;37,7925;38,7451
RMSCE_C;0,2155;0,0196;0,2422;0,2085;0,1958
uniform-l1,130.9,True,max;66,0033;0,6369;66,5500;66,3500;65,1100
uniform-l2,2.611,True,max;64,7167;0,7700;65,4400;65,0600;63,6500
uniform-linf,0.1303,True,max;27,5533;0,5028;27,0500;28,2400;27,3700
uniform-l0.5,700000.0,True,max;66,2700;0,5678;66,6100;66,7300;65,4700
