;config_781_avg;config_781_std;config_781_run_0;config_781_run_1;config_781_run_2
Standard_Acc;97,9136;0,0087;97,9259;97,9074;97,9074
RMSCE;0,0337;0,0008;0,0342;0,0326;0,0344
gaussian_noise;24,8395;0,7907;23,7593;25,1296;25,6296
shot_noise;29,3765;1,1136;27,8148;29,9815;30,3333
impulse_noise;31,1049;1,2818;30,0370;32,9074;30,3704
defocus_blur;75,3580;2,6319;76,4074;71,7407;77,9259
glass_blur;57,7160;1,1068;56,4815;59,1667;57,5000
motion_blur;90,7160;0,6279;90,6852;91,5000;89,9630
zoom_blur;77,3086;1,2809;77,0741;75,8704;78,9815
snow;47,8827;0,9769;49,0370;46,6481;47,9630
frost;54,1543;2,0087;52,5000;56,9815;52,9815
fog;78,8827;0,9033;78,0185;80,1296;78,5000
brightness;92,5494;0,4383;92,3889;92,1111;93,1481
contrast;68,2222;0,9663;69,1481;68,6296;66,8889
elastic_transform;95,2346;0,2203;95,5370;95,0185;95,1481
pixelate;96,1914;0,3880;96,3148;95,6667;96,5926
jpeg_compression;76,1790;1,8860;73,5556;77,9074;77,0741
speckle_noise;20,8642;1,3896;18,9074;22,0000;21,6852
gaussian_blur;68,0864;1,2202;69,2037;66,3889;68,6667
spatter;48,3704;0,8690;47,1481;48,8704;49,0926
saturate;80,8457;0,1522;80,6481;80,8704;81,0185
blue_noise_sample;47,9506;3,0899;43,5926;49,8519;50,4074
brownish_noise;67,8210;3,7099;66,4630;72,8889;64,1111
caustic_refraction;38,7531;1,5235;36,8148;40,5370;38,9074
checkerboard_cutout;47,7346;1,8620;50,2963;45,9259;46,9815
cocentric_sine_waves;30,5247;0,2042;30,2778;30,5185;30,7778
inverse_sparkles;32,5062;0,6060;33,3519;32,2037;31,9630
perlin_noise;50,1235;3,6704;45,0556;53,6296;51,6852
plasma_noise;33,1543;1,0035;32,2593;34,5556;32,6481
single_frequency_greyscale;26,1852;0,3716;25,8519;26,0000;26,7037
sparkles;76,7222;0,8447;77,9074;76,0000;76,2593
Acc_C-all-19;63,8886;0,3455;63,4035;64,0799;64,1823
Acc_C-original-15;66,3811;0,3281;65,9173;66,6259;66,6000
Acc_C-bar-10;45,1475;0,8295;44,1870;46,2111;45,0444
Acc_all-ex-pixelwise-noise-24;62,9676;0,2949;62,6011;63,3233;62,9784
RMSCE_C;0,2634;0,0091;0,2761;0,2592;0,2549
uniform-l1,34.09,True,max;97,7160;0,1437;97,7222;97,5370;97,8889
uniform-l2,0.4137,True,max;97,7716;0,1739;97,7778;97,5556;97,9815
uniform-linf,0.0157,True,max;88,7593;0,9201;87,9074;88,3333;90,0370
uniform-l0.5,700000.0,True,max;93,3580;0,6273;93,2222;92,6667;94,1852
uniform-l1,125.0,True,max;90,8580;0,9385;90,2037;90,1852;92,1852
uniform-l2,2.0,True,max;84,9815;1,2791;83,6852;84,5370;86,7222
uniform-l10,0.06,True,max;87,3086;1,0460;86,1852;87,0370;88,7037
uniform-l50,0.04,True,max;80,7531;1,3433;79,4815;80,1667;82,6111
uniform-linf,0.01,True,max;95,5617;0,6913;95,3889;94,8148;96,4815
uniform-l0-impulse,0.01,True,max;64,3086;2,0657;62,2407;67,1296;63,5556
uniform-l0-impulse,0.02,True,max;46,7037;2,6342;44,3889;50,3889;45,3333
uniform-l0-impulse,0.05,True,max;17,2099;1,5812;15,1667;19,0185;17,4444
uniform-l0-impulse,0.1,True,max;11,2963;0,0800;11,1852;11,3333;11,3704
uniform-l0-impulse,0.2,True,max;11,1111;0,0000;11,1111;11,1111;11,1111
uniform-l0-impulse,0.5,True,max;11,1111;0,0000;11,1111;11,1111;11,1111
uniform-l0.5,500000.0,False,max;96,3519;0,4566;96,4259;95,7593;96,8704
uniform-l0.5,1000000.0,False,max;86,2469;0,9054;85,4815;85,7407;87,5185
uniform-l0.5,2000000.0,False,max;65,5000;1,0464;64,4444;65,1296;66,9259
uniform-l0.5,5000000.0,False,max;25,6790;2,0415;22,7963;27,2593;26,9815
uniform-l0.5,10000000.0,False,max;11,6296;0,1090;11,4815;11,6667;11,7407
uniform-l0.5,20000000.0,False,max;11,1111;0,0000;11,1111;11,1111;11,1111
uniform-l1,100.0,False,max;94,3642;0,7293;94,1852;93,5741;95,3333
uniform-l1,200.0,False,max;77,6790;1,1145;76,6296;77,1852;79,2222
uniform-l1,500.0,False,max;44,0309;1,9965;41,2222;45,1852;45,6852
uniform-l1,1000.0,False,max;14,9506;0,6972;13,9815;15,2778;15,5926
uniform-l1,2000.0,False,max;11,1173;0,0087;11,1111;11,1111;11,1296
uniform-l1,5000.0,False,max;11,1111;0,0000;11,1111;11,1111;11,1111
uniform-l2,1.0,False,max;96,3025;0,4557;96,2407;95,7778;96,8889
