;config_270_avg
Standard_Acc;97,0556
RMSCE;0,0232
gaussian_noise;72,3148
shot_noise;77,2222
impulse_noise;85,1111
defocus_blur;75,7222
glass_blur;60,8148
motion_blur;90,5926
zoom_blur;76,5556
snow;58,7593
frost;55,5741
fog;72,7778
brightness;88,1111
contrast;58,0926
elastic_transform;95,7407
pixelate;95,8889
jpeg_compression;78,5926
speckle_noise;77,6667
gaussian_blur;66,1852
spatter;80,4444
saturate;68,2778
blue_noise_sample;85,9630
brownish_noise;62,2037
caustic_refraction;41,3889
checkerboard_cutout;50,1296
cocentric_sine_waves;44,9630
inverse_sparkles;30,7593
perlin_noise;47,5185
plasma_noise;33,5741
single_frequency_greyscale;35,0741
sparkles;73,3889
Acc_C-all-19;75,4971
Acc_C-original-15;76,1247
Acc_C-bar-10;50,4963
Acc_all-ex-pixelwise-noise-24;64,2137
RMSCE_C;0,1589
uniform-l1,34.09,False,max;96,6852
uniform-l2,0.4137,False,max;96,7963
uniform-linf,0.0157,False,max;95,9815
uniform-l0.5,700000.0,True,max;95,6852
uniform-l1,125.0,True,max;95,3148
uniform-l2,2.0,True,max;95,0185
uniform-l10,0.06,True,max;95,0926
uniform-l50,0.04,True,max;94,5741
uniform-linf,0.01,True,max;95,6667
uniform-l0-impulse,0.01,True,max;97,2963
uniform-l0-impulse,0.02,True,max;96,5741
uniform-l0-impulse,0.05,True,max;91,8519
uniform-l0-impulse,0.1,True,max;75,5556
uniform-l0-impulse,0.2,True,max;47,8148
uniform-l0-impulse,0.5,True,max;9,4630
uniform-l0.5,500000.0,False,max;95,9259
uniform-l0.5,1000000.0,False,max;95,0741
uniform-l0.5,2000000.0,False,max;92,6296
uniform-l0.5,5000000.0,False,max;83,7778
uniform-l0.5,10000000.0,False,max;65,9630
uniform-l0.5,20000000.0,False,max;40,9815
uniform-l1,100.0,False,max;95,8148
uniform-l1,200.0,False,max;94,3889
uniform-l1,500.0,False,max;88,2222
uniform-l1,1000.0,False,max;72,9815
uniform-l1,2000.0,False,max;49,7778
uniform-l1,5000.0,False,max;10,5000
uniform-l2,1.0,False,max;95,7963
uniform-l2,2.0,False,max;94,9074
uniform-l2,5.0,False,max;90,7778
uniform-l2,10.0,False,max;77,5926
uniform-l2,20.0,False,max;57,2037
uniform-l2,50.0,False,max;10,2407
uniform-l10,0.05,False,max;95,2407
uniform-l10,0.1,False,max;93,3148
uniform-l10,0.2,False,max;87,7593
uniform-l10,0.5,False,max;65,1296
uniform-l10,1.0,False,max;26,4815
uniform-l10,2.0,False,max;11,1111
uniform-l50,0.02,False,max;95,8889
uniform-l50,0.05,False,max;93,6667
uniform-l50,0.1,False,max;89,2407
uniform-l50,0.2,False,max;73,4815
uniform-l50,0.5,False,max;29,6296
uniform-l50,1.0,False,max;11,1111
uniform-linf,0.01,False,max;96,3333
uniform-linf,0.02,False,max;95,5741
uniform-linf,0.05,False,max;93,1296
uniform-linf,0.1,False,max;87,3333
uniform-linf,0.2,False,max;70,2963
uniform-linf,0.5,False,max;23,8704
Class Separation Robustness;96,4877
imperceptible Robustness;95,2253
Average p-norm robustness;70,7072
