;config_264_avg
Standard_Acc;98,0324
RMSCE;0,0250
gaussian_noise;29,7000
shot_noise;38,2000
impulse_noise;35,8000
defocus_blur;73,0000
glass_blur;59,8000
motion_blur;87,5000
zoom_blur;76,9000
snow;57,1000
frost;54,0000
fog;79,9000
brightness;91,9000
contrast;66,0000
elastic_transform;95,2000
pixelate;97,4000
jpeg_compression;77,2000
speckle_noise;28,5000
gaussian_blur;67,2000
spatter;61,0000
saturate;78,8000
blue_noise_sample;51,5000
brownish_noise;63,1000
caustic_refraction;37,6000
checkerboard_cutout;43,8000
cocentric_sine_waves;37,0000
inverse_sparkles;34,7000
perlin_noise;41,5000
plasma_noise;31,9000
single_frequency_greyscale;32,1000
sparkles;73,1000
Acc_C-all-19;66,0579
Acc_C-original-15;67,9733
Acc_C-bar-10;44,6300
Acc_all-ex-pixelwise-noise-24;63,2375
RMSCE_C;0,2604
uniform-l1,130.9,False,max;94,4676
uniform-l2,2.611,False,max;87,4074
uniform-linf,0.1303,False,max;42,9167
uniform-l0.5,700000.0,True,max;95,8102
uniform-l1,125.0,True,max;95,0000
uniform-l2,2.0,True,max;92,5694
uniform-l10,0.06,True,max;93,3102
uniform-l50,0.04,True,max;90,4398
uniform-linf,0.01,True,max;96,7361
uniform-l0-impulse,0.01,True,max;76,5509
uniform-l0-impulse,0.02,True,max;53,4954
uniform-l0-impulse,0.05,True,max;21,7130
uniform-l0-impulse,0.1,True,max;11,7593
uniform-l0-impulse,0.2,True,max;11,1111
uniform-l0-impulse,0.5,True,max;11,1111
uniform-l0.5,500000.0,False,max;96,9907
uniform-l0.5,1000000.0,False,max;92,9167
uniform-l0.5,2000000.0,False,max;75,3935
uniform-l0.5,5000000.0,False,max;37,7778
uniform-l0.5,10000000.0,False,max;12,8241
uniform-l0.5,20000000.0,False,max;11,1111
uniform-l1,100.0,False,max;96,2731
uniform-l1,200.0,False,max;88,0556
uniform-l1,500.0,False,max;57,8704
uniform-l1,1000.0,False,max;21,1806
uniform-l1,2000.0,False,max;11,2037
uniform-l1,5000.0,False,max;11,1111
uniform-l2,1.0,False,max;97,1759
uniform-l2,2.0,False,max;92,8241
uniform-l2,5.0,False,max;67,1065
uniform-l2,10.0,False,max;33,1713
uniform-l2,20.0,False,max;11,4815
uniform-l2,50.0,False,max;11,1111
uniform-l10,0.05,False,max;95,1852
uniform-l10,0.1,False,max;82,5694
uniform-l10,0.2,False,max;59,2361
uniform-l10,0.5,False,max;14,2824
uniform-l10,1.0,False,max;11,1111
uniform-l10,2.0,False,max;11,1111
uniform-l50,0.02,False,max;96,4583
uniform-l50,0.05,False,max;84,9306
uniform-l50,0.1,False,max;62,1991
uniform-l50,0.2,False,max;25,2315
uniform-l50,0.5,False,max;11,1111
uniform-l50,1.0,False,max;11,1111
uniform-linf,0.01,False,max;97,6389
uniform-linf,0.02,False,max;96,2037
uniform-linf,0.05,False,max;81,8056
uniform-linf,0.1,False,max;57,3380
uniform-linf,0.2,False,max;20,0231
uniform-linf,0.5,False,max;11,1111
Class Separation Robustness;74,9306
imperceptible Robustness;93,9776
Average p-norm robustness;48,5709
