;config_299_avg
Standard_Acc;92,8148
RMSCE;0,0265
gaussian_noise;18,6852
shot_noise;18,5741
impulse_noise;14,2037
defocus_blur;81,4815
glass_blur;67,6667
motion_blur;90,2407
zoom_blur;82,5741
snow;33,2222
frost;50,3333
fog;66,2593
brightness;69,7593
contrast;59,8148
elastic_transform;88,0370
pixelate;85,5741
jpeg_compression;72,6296
speckle_noise;17,0370
gaussian_blur;75,2778
spatter;50,0556
saturate;69,4630
blue_noise_sample;28,0741
brownish_noise;56,8889
caustic_refraction;44,0741
checkerboard_cutout;39,0370
cocentric_sine_waves;26,7037
inverse_sparkles;21,1111
perlin_noise;52,7963
plasma_noise;21,9259
single_frequency_greyscale;23,3519
sparkles;72,1481
Acc_C-all-19;58,4678
Acc_C-original-15;59,9370
Acc_C-bar-10;38,6111
Acc_all-ex-pixelwise-noise-24;58,3511
RMSCE_C;0,2958
uniform-l1,34.09,False,max;91,3333
uniform-l2,0.4137,False,max;91,4074
uniform-linf,0.0157,False,max;86,4630
uniform-l0.5,700000.0,True,max;77,4074
uniform-l1,125.0,True,max;74,0556
uniform-l2,2.0,True,max;64,4815
uniform-l10,0.06,True,max;68,0370
uniform-l50,0.04,True,max;58,2222
uniform-linf,0.01,True,max;84,6667
uniform-l0-impulse,0.01,True,max;23,8333
uniform-l0-impulse,0.02,True,max;13,2407
uniform-l0-impulse,0.05,True,max;11,4074
uniform-l0-impulse,0.1,True,max;11,2407
uniform-l0-impulse,0.2,True,max;12,1481
uniform-l0-impulse,0.5,True,max;11,1481
uniform-l0.5,500000.0,False,max;84,3333
uniform-l0.5,1000000.0,False,max;65,1296
uniform-l0.5,2000000.0,False,max;33,6296
uniform-l0.5,5000000.0,False,max;14,0556
uniform-l0.5,10000000.0,False,max;13,3704
uniform-l0.5,20000000.0,False,max;12,7963
uniform-l1,100.0,False,max;80,9074
uniform-l1,200.0,False,max;53,4815
uniform-l1,500.0,False,max;19,6296
uniform-l1,1000.0,False,max;15,0000
uniform-l1,2000.0,False,max;13,4630
uniform-l1,5000.0,False,max;11,1852
uniform-l2,1.0,False,max;86,3333
uniform-l2,2.0,False,max;64,3148
uniform-l2,5.0,False,max;24,8704
uniform-l2,10.0,False,max;17,3519
uniform-l2,20.0,False,max;14,7222
uniform-l2,50.0,False,max;11,1667
uniform-l10,0.05,False,max;75,4074
uniform-l10,0.1,False,max;43,3704
uniform-l10,0.2,False,max;21,1852
uniform-l10,0.5,False,max;16,2222
uniform-l10,1.0,False,max;11,7037
uniform-l10,2.0,False,max;11,1296
uniform-l50,0.02,False,max;84,0926
uniform-l50,0.05,False,max;47,1111
uniform-l50,0.1,False,max;22,1296
uniform-l50,0.2,False,max;17,3333
uniform-l50,0.5,False,max;12,3704
uniform-l50,1.0,False,max;11,1481
uniform-linf,0.01,False,max;90,2778
uniform-linf,0.02,False,max;81,3148
uniform-linf,0.05,False,max;41,2963
uniform-linf,0.1,False,max;20,5370
uniform-linf,0.2,False,max;17,1667
uniform-linf,0.5,False,max;11,7222
Class Separation Robustness;89,7346
imperceptible Robustness;71,1451
Average p-norm robustness;32,2447
