;config_266_avg
Standard_Acc;97,6389
RMSCE;0,0361
gaussian_noise;32,0000
shot_noise;39,1000
impulse_noise;34,6000
defocus_blur;79,1000
glass_blur;65,7000
motion_blur;90,0000
zoom_blur;79,2000
snow;55,8000
frost;54,2000
fog;80,8000
brightness;91,3000
contrast;66,6000
elastic_transform;96,5000
pixelate;97,3000
jpeg_compression;81,1000
speckle_noise;29,9000
gaussian_blur;72,7000
spatter;53,7000
saturate;78,2000
blue_noise_sample;47,7000
brownish_noise;59,3000
caustic_refraction;41,0000
checkerboard_cutout;43,3000
cocentric_sine_waves;37,3000
inverse_sparkles;35,6000
perlin_noise;44,7000
plasma_noise;27,0000
single_frequency_greyscale;32,7000
sparkles;72,8000
Acc_C-all-19;67,2526
Acc_C-original-15;69,5533
Acc_C-bar-10;44,1400
Acc_all-ex-pixelwise-noise-24;63,9958
RMSCE_C;0,2315
uniform-l1,130.9,False,max;94,2824
uniform-l2,2.611,False,max;88,1944
uniform-linf,0.1303,False,max;43,7963
uniform-l0.5,700000.0,True,max;95,6713
uniform-l1,125.0,True,max;94,7917
uniform-l2,2.0,True,max;92,1759
uniform-l10,0.06,True,max;93,0787
uniform-l50,0.04,True,max;90,1852
uniform-linf,0.01,True,max;96,4583
uniform-l0-impulse,0.01,True,max;70,8102
uniform-l0-impulse,0.02,True,max;50,5556
uniform-l0-impulse,0.05,True,max;24,5602
uniform-l0-impulse,0.1,True,max;12,5000
uniform-l0-impulse,0.2,True,max;11,1343
uniform-l0-impulse,0.5,True,max;11,1111
uniform-l0.5,500000.0,False,max;96,7130
uniform-l0.5,1000000.0,False,max;92,3611
uniform-l0.5,2000000.0,False,max;76,1806
uniform-l0.5,5000000.0,False,max;39,3056
uniform-l0.5,10000000.0,False,max;14,0972
uniform-l0.5,20000000.0,False,max;11,1343
uniform-l1,100.0,False,max;96,0648
uniform-l1,200.0,False,max;88,3565
uniform-l1,500.0,False,max;58,0556
uniform-l1,1000.0,False,max;23,5417
uniform-l1,2000.0,False,max;11,2269
uniform-l1,5000.0,False,max;11,1111
uniform-l2,1.0,False,max;96,8750
uniform-l2,2.0,False,max;92,3380
uniform-l2,5.0,False,max;67,3380
uniform-l2,10.0,False,max;34,1898
uniform-l2,20.0,False,max;11,9676
uniform-l2,50.0,False,max;11,1111
uniform-l10,0.05,False,max;95,0000
uniform-l10,0.1,False,max;84,0278
uniform-l10,0.2,False,max;58,9583
uniform-l10,0.5,False,max;16,3194
uniform-l10,1.0,False,max;11,1111
uniform-l10,2.0,False,max;11,1111
uniform-l50,0.02,False,max;96,2731
uniform-l50,0.05,False,max;86,0417
uniform-l50,0.1,False,max;61,8750
uniform-l50,0.2,False,max;27,4074
uniform-l50,0.5,False,max;11,1343
uniform-l50,1.0,False,max;11,1111
uniform-linf,0.01,False,max;97,5000
uniform-linf,0.02,False,max;95,9028
uniform-linf,0.05,False,max;82,6852
uniform-linf,0.1,False,max;57,1528
uniform-linf,0.2,False,max;22,4769
uniform-linf,0.5,False,max;11,1111
Class Separation Robustness;75,4244
imperceptible Robustness;93,7269
Average p-norm robustness;48,8057
