;config_272_avg;config_272_std;config_272_run_0;config_272_run_1;config_272_run_2
Standard_Acc;97,8642;0,0860;97,8333;97,9815;97,7778
RMSCE;0,0302;0,0028;0,0335;0,0305;0,0267
gaussian_noise;29,5864;0,7716;28,5185;30,3148;29,9259
shot_noise;35,0370;1,0903;33,5556;35,4074;36,1481
impulse_noise;35,5432;1,4052;33,5741;36,2963;36,7593
defocus_blur;77,2407;2,4803;80,6852;74,9444;76,0926
glass_blur;58,9012;0,1588;58,9074;59,0926;58,7037
motion_blur;89,8457;2,4210;93,2222;87,6667;88,6481
zoom_blur;78,4259;2,3175;81,5926;76,1111;77,5741
snow;56,0741;0,6589;56,8519;56,1296;55,2407
frost;55,2099;0,5119;55,9259;54,9444;54,7593
fog;78,8951;1,6190;80,8333;76,8704;78,9815
brightness;92,1173;0,3802;91,9259;91,7778;92,6481
contrast;66,0494;1,2262;67,7593;64,9444;65,4444
elastic_transform;95,3210;0,6773;96,2407;94,6296;95,0926
pixelate;96,4877;0,1772;96,6481;96,2407;96,5741
jpeg_compression;75,9383;1,7043;78,1481;74,0000;75,6667
speckle_noise;25,4198;0,8188;24,4630;25,3333;26,4630
gaussian_blur;67,8025;0,6333;68,2222;66,9074;68,2778
spatter;53,6852;1,8265;53,9815;55,7593;51,3148
saturate;79,4938;0,6898;78,5185;79,9630;80,0000
blue_noise_sample;48,9383;3,0455;53,0185;48,0926;45,7037
brownish_noise;61,5556;1,7871;63,9259;61,1296;59,6111
caustic_refraction;37,8457;3,0922;41,2037;38,5926;33,7407
checkerboard_cutout;46,5062;0,8058;46,8704;47,2593;45,3889
cocentric_sine_waves;34,1296;2,1662;33,9444;36,8704;31,5741
inverse_sparkles;34,0062;0,5065;33,6667;34,7222;33,6296
perlin_noise;45,7840;1,9522;48,4444;45,0926;43,8148
plasma_noise;27,9753;1,2665;29,5926;26,5000;27,8333
single_frequency_greyscale;32,8457;0,3692;33,3519;32,4815;32,7037
sparkles;74,5185;1,4573;76,5000;73,0370;74,0185
Acc_C-all-19;65,6355;0,4888;66,2934;65,1228;65,4903
Acc_C-original-15;68,0449;0,6904;68,9593;67,2914;67,8840
Acc_C-bar-10;44,4105;1,3270;46,0519;44,3778;42,8019
Acc_all-ex-pixelwise-noise-24;63,1939;0,9042;64,4568;62,7361;62,3889
RMSCE_C;0,2537;0,0128;0,2382;0,2532;0,2696
uniform-l1,34.09,False,max;97,7778;0,1309;97,6852;97,9630;97,6852
uniform-l2,0.4137,False,max;97,8025;0,1469;97,6481;98,0000;97,7593
uniform-linf,0.0157,False,max;96,9568;0,5009;96,3148;97,5370;97,0185
uniform-l0.5,700000.0,True,max;95,3272;0,4637;94,7037;95,8148;95,4630
uniform-l1,125.0,True,max;93,6914;0,5605;92,9074;93,9815;94,1852
uniform-l2,2.0,True,max;89,8086;0,6081;88,9815;90,0185;90,4259
uniform-l10,0.06,True,max;91,4444;0,5905;90,6111;91,8148;91,9074
uniform-l50,0.04,True,max;86,6728;0,7901;85,5556;87,2407;87,2222
