;config_789_avg;config_789_std;config_789_run_0;config_789_run_1;config_789_run_2
Standard_Acc;81,2567;0,3887;81,7500;80,8000;81,2200
RMSCE;0,0167;0,0057;0,0248;0,0124;0,0129
gaussian_noise;47,5293;0,2880;47,7320;47,7340;47,1220
shot_noise;54,4807;0,2330;54,7000;54,5840;54,1580
impulse_noise;59,8440;0,6054;59,4320;60,7000;59,4000
defocus_blur;74,4840;0,5975;73,6560;75,0440;74,7520
glass_blur;53,4333;1,5459;51,8900;52,8640;55,5460
motion_blur;69,1660;0,6968;68,2980;70,0040;69,1960
zoom_blur;71,8127;1,0059;70,4800;72,9100;72,0480
snow;70,2513;0,2355;70,1200;70,0520;70,5820
frost;68,3127;0,0917;68,2700;68,4400;68,2280
fog;74,0873;0,2957;73,7100;74,4320;74,1200
brightness;79,3660;0,1951;79,5920;79,1160;79,3900
contrast;77,0100;0,3645;76,6220;76,9100;77,4980
elastic_transform;68,7740;0,4041;68,2360;69,2100;68,8760
pixelate;55,9967;0,8827;54,9080;56,0120;57,0700
jpeg_compression;57,9913;0,3797;57,4620;58,3340;58,1780
speckle_noise;55,7127;0,2360;55,7520;55,9800;55,4060
gaussian_blur;71,7327;1,1059;70,1840;72,6960;72,3180
spatter;73,3207;0,3468;73,7820;72,9460;73,2340
saturate;74,2340;0,1156;74,3620;74,2580;74,0820
blue_noise;60,5767;1,0275;61,6720;60,8560;59,2020
brownish_noise;48,5300;0,7549;48,9100;47,4760;49,2040
checkerboard_cutout;65,7820;0,4657;65,8720;66,3020;65,1720
circular_motion_blur;74,6273;0,4314;75,1440;74,6500;74,0880
inverse_sparkles;44,5907;0,1087;44,4540;44,7200;44,5980
lines;52,6913;0,6862;52,9280;51,7580;53,3880
pinch_and_twirl;73,2813;0,1726;73,1260;73,1960;73,5220
ripple;58,2673;0,6081;57,4200;58,8180;58,5640
sparkles;66,3607;0,3813;66,3260;65,9120;66,8440
transverse_chromatic_abberation;46,8820;1,3357;45,1480;47,1000;48,3980
Acc_C-all-19;66,1863;0,3116;65,7467;66,4329;66,3792
Acc_C-original-15;65,5026;0,3504;65,0072;65,7564;65,7443
Acc_C-bar-10;59,1589;0,0987;59,1000;59,0788;59,2980
Acc_all-ex-pixelwise-noise-24;65,4577;0,3128;65,0375;65,5483;65,7873
RMSCE_C;0,0514;0,0040;0,0479;0,0494;0,0570
uniform-l1,15.7,True,max;80,3700;0,2886;80,6400;79,9700;80,5000
uniform-l2,0.4016,True,max;80,1600;0,3658;80,4900;79,6500;80,3400
uniform-linf,0.03333,True,max;69,4433;0,2015;69,6500;69,1700;69,5100
uniform-l0.5,25000.0,True,max;80,4800;0,3163;80,9200;80,1900;80,3300
uniform-l1,25.0,True,max;79,1500;0,3769;79,5600;78,6500;79,2400
uniform-l2,0.5,True,max;79,8867;0,2980;80,1500;79,4700;80,0400
