;config_19_avg
Standard_Acc;79,4500
RMSCE;0,0154
gaussian_noise;46,9240
shot_noise;54,8760
impulse_noise;56,6420
defocus_blur;71,5380
glass_blur;54,3060
motion_blur;65,0060
zoom_blur;69,8260
snow;67,7740
frost;63,9820
fog;68,1860
brightness;76,6780
contrast;67,7540
elastic_transform;69,5100
pixelate;60,1480
jpeg_compression;66,5240
speckle_noise;55,9580
gaussian_blur;68,0460
spatter;71,5840
saturate;70,2760
blue_noise;56,4540
brownish_noise;36,7240
checkerboard_cutout;63,5320
circular_motion_blur;74,9840
inverse_sparkles;38,3180
lines;53,5280
pinch_and_twirl;74,5380
ripple;64,4480
sparkles;63,7120
transverse_chromatic_abberation;38,6900
Acc_C-all-19;64,5020
Acc_C-original-15;63,9783
Acc_C-bar-10;56,4928
Acc_all-ex-pixelwise-noise-24;63,3172
RMSCE_C;0,0506
uniform-l1,15.7,False,max;79,3400
uniform-l2,0.4016,False,max;79,4000
uniform-linf,0.03333,False,max;77,7200
uniform-l0.5,25000.0,True,max;79,4700
uniform-l1,25.0,True,max;79,1600
uniform-l2,0.5,True,max;79,3300
uniform-l10,0.03,True,max;79,4600
uniform-l50,0.02,True,max;79,2300
uniform-linf,0.01,True,max;79,2800
uniform-l0-impulse,0.01,True,max;75,7200
uniform-l0-impulse,0.02,True,max;70,3600
uniform-l0-impulse,0.05,True,max;46,9200
uniform-l0-impulse,0.1,True,max;16,0000
uniform-l0-impulse,0.2,True,max;3,1000
uniform-l0-impulse,0.5,True,max;1,0000
uniform-l0.5,50000.0,False,max;78,7500
uniform-l0.5,100000.0,False,max;75,8400
uniform-l0.5,200000.0,False,max;63,2500
uniform-l0.5,500000.0,False,max;22,8100
uniform-l0.5,1000000.0,False,max;5,1800
uniform-l0.5,2000000.0,False,max;1,3400
uniform-l1,20.0,False,max;79,3900
uniform-l1,50.0,False,max;76,7000
uniform-l1,100.0,False,max;66,8700
uniform-l1,200.0,False,max;36,6100
uniform-l1,500.0,False,max;4,8400
uniform-l1,1000.0,False,max;1,2000
uniform-l2,0.5,False,max;79,2200
uniform-l2,1.0,False,max;78,2400
uniform-l2,2.0,False,max;71,3500
uniform-l2,5.0,False,max;35,5200
uniform-l2,10.0,False,max;7,6800
uniform-l2,20.0,False,max;1,2800
uniform-l10,0.02,False,max;79,3700
uniform-l10,0.05,False,max;78,5700
uniform-l10,0.1,False,max;73,6800
uniform-l10,0.2,False,max;53,8100
uniform-l10,0.5,False,max;9,9500
uniform-l10,1.0,False,max;1,5200
uniform-l50,0.01,False,max;79,3700
uniform-l50,0.02,False,max;79,2300
uniform-l50,0.05,False,max;75,6500
uniform-l50,0.1,False,max;61,6800
uniform-l50,0.2,False,max;25,6200
uniform-l50,0.5,False,max;2,0900
uniform-linf,0.01,False,max;79,4100
uniform-linf,0.02,False,max;79,2900
uniform-linf,0.05,False,max;74,7800
uniform-linf,0.1,False,max;58,2600
uniform-linf,0.2,False,max;21,2900
uniform-linf,0.5,False,max;1,7700
Class Separation Robustness;78,8200
imperceptible Robustness;79,3217
Average p-norm robustness;46,0598
