;config_793_avg;config_793_std;config_793_run_0;config_793_run_1;config_793_run_2
Standard_Acc;80,7433;0,1226;80,5900;80,7500;80,8900
RMSCE;0,0152;0,0016;0,0130;0,0159;0,0168
gaussian_noise;38,9960;0,5382;38,5800;38,6520;39,7560
shot_noise;48,1107;0,5073;47,5300;48,0360;48,7660
impulse_noise;57,4320;0,8079;56,3800;57,5720;58,3440
defocus_blur;73,5587;0,5353;72,8720;74,1780;73,6260
glass_blur;50,7440;0,7301;50,7680;49,8380;51,6260
motion_blur;64,9633;0,8164;63,8200;65,3960;65,6740
zoom_blur;71,1387;0,6302;70,3380;71,8780;71,2000
snow;67,4193;0,4420;67,3400;66,9220;67,9960
frost;60,5793;0,6659;60,5440;59,7820;61,4120
fog;71,7773;0,5238;71,6100;71,2360;72,4860
brightness;78,4033;0,2760;78,0460;78,4460;78,7180
contrast;74,5840;0,2980;74,3440;74,4040;75,0040
elastic_transform;68,0520;0,2515;67,7000;68,1840;68,2720
pixelate;50,0440;1,1930;49,4420;48,9800;51,7100
jpeg_compression;54,4973;0,1068;54,4000;54,6460;54,4460
speckle_noise;50,0453;0,5891;49,3860;49,9340;50,8160
gaussian_blur;71,3640;0,8146;70,4660;72,4380;71,1880
spatter;71,7940;0,2461;71,6140;72,1420;71,6260
saturate;72,9047;0,1680;72,8360;72,7420;73,1360
blue_noise;54,7547;0,7175;55,4400;55,0600;53,7640
brownish_noise;39,5387;0,3596;40,0220;39,1600;39,4340
checkerboard_cutout;66,3693;0,1777;66,4960;66,4940;66,1180
circular_motion_blur;74,5567;0,2597;74,5500;74,2420;74,8780
inverse_sparkles;40,4960;0,7285;39,8720;40,0980;41,5180
lines;52,7293;0,3831;53,1580;52,8020;52,2280
pinch_and_twirl;73,1053;0,1871;73,0020;72,9460;73,3680
ripple;55,4313;0,7714;54,9720;56,5180;54,8040
sparkles;65,3660;0,2846;65,2400;65,0980;65,7600
transverse_chromatic_abberation;40,5800;1,4064;39,0620;42,4520;40,2260
Acc_C-all-19;62,9688;0,3840;62,5272;62,9161;63,4633
Acc_C-original-15;62,0200;0,4292;61,5809;61,8767;62,6024
Acc_C-bar-10;56,2927;0,1379;56,1814;56,4870;56,2098
Acc_all-ex-pixelwise-noise-24;62,9165;0,2390;62,6048;62,9592;63,1856
RMSCE_C;0,0847;0,0048;0,0861;0,0897;0,0781
uniform-l1,15.7,True,max;79,7900;0,1472;79,6400;79,7400;79,9900
uniform-l2,0.4016,True,max;79,7333;0,1438;79,5700;79,7100;79,9200
uniform-linf,0.03333,True,max;66,9467;0,1310;66,7800;66,9600;67,1000
uniform-l0.5,25000.0,True,max;79,8600;0,1020;79,8200;79,7600;80,0000
uniform-l1,25.0,True,max;78,5033;0,0818;78,3900;78,5400;78,5800
uniform-l2,0.5,True,max;79,2533;0,1452;79,2900;79,0600;79,4100
uniform-l10,0.03,True,max;79,1467;0,1511;79,0500;79,0300;79,3600
uniform-l50,0.02,True,max;78,8667;0,1884;78,7700;78,7000;79,1300
uniform-linf,0.01,True,max;79,0633;0,1302;79,1400;78,8800;79,1700
uniform-l0-impulse,0.01,True,max;76,9733;0,2358;76,6400;77,1300;77,1500
uniform-l0-impulse,0.02,True,max;71,5467;0,3307;71,1000;71,8900;71,6500
uniform-l0-impulse,0.05,True,max;47,3667;1,4397;45,4500;47,7300;48,9200
uniform-l0-impulse,0.1,True,max;16,4533;1,9124;14,5000;15,8100;19,0500
uniform-l0-impulse,0.2,True,max;3,5000;0,6923;2,7500;3,3300;4,4200
uniform-l0-impulse,0.5,True,max;1,2300;0,2632;1,0800;1,0100;1,6000
uniform-l0.5,50000.0,False,max;77,9633;0,2532;77,9700;77,6500;78,2700
uniform-l0.5,100000.0,False,max;71,9500;0,2971;71,7500;71,7300;72,3700
uniform-l0.5,200000.0,False,max;55,5933;0,3972;55,3800;55,2500;56,1500
uniform-l0.5,500000.0,False,max;18,1500;1,0014;17,2200;17,6900;19,5400
