;config_17_avg
Standard_Acc;80,8300
RMSCE;0,0194
gaussian_noise;41,3020
shot_noise;49,4620
impulse_noise;58,9520
defocus_blur;74,4820
glass_blur;51,2660
motion_blur;66,2300
zoom_blur;72,2220
snow;67,7240
frost;60,5260
fog;72,5480
brightness;78,6440
contrast;75,0940
elastic_transform;68,8660
pixelate;50,1120
jpeg_compression;55,3820
speckle_noise;51,2740
gaussian_blur;72,5460
spatter;72,7400
saturate;72,2540
blue_noise;58,0180
brownish_noise;40,3280
checkerboard_cutout;67,2200
circular_motion_blur;74,9940
inverse_sparkles;40,8580
lines;52,6800
pinch_and_twirl;73,9620
ripple;56,3160
sparkles;65,7840
transverse_chromatic_abberation;39,3880
Acc_C-all-19;63,7698
Acc_C-original-15;62,8541
Acc_C-bar-10;56,9548
Acc_all-ex-pixelwise-noise-24;63,4236
RMSCE_C;0,1024
uniform-l1,15.7,False,max;80,2200
uniform-l2,0.4016,False,max;80,0300
uniform-linf,0.03333,False,max;75,7100
uniform-l0.5,25000.0,True,max;80,3400
uniform-l1,25.0,True,max;78,8700
uniform-l2,0.5,True,max;79,6500
uniform-l10,0.03,True,max;79,8100
uniform-l50,0.02,True,max;79,0800
uniform-linf,0.01,True,max;79,5600
uniform-l0-impulse,0.01,True,max;77,5500
uniform-l0-impulse,0.02,True,max;72,7100
uniform-l0-impulse,0.05,True,max;49,5300
uniform-l0-impulse,0.1,True,max;16,8400
uniform-l0-impulse,0.2,True,max;3,2800
uniform-l0-impulse,0.5,True,max;1,2000
uniform-l0.5,50000.0,False,max;78,3100
uniform-l0.5,100000.0,False,max;72,3800
uniform-l0.5,200000.0,False,max;57,0200
uniform-l0.5,500000.0,False,max;20,3900
uniform-l0.5,1000000.0,False,max;5,4300
uniform-l0.5,2000000.0,False,max;1,8400
uniform-l1,20.0,False,max;79,6700
uniform-l1,50.0,False,max;74,0500
uniform-l1,100.0,False,max;60,5000
uniform-l1,200.0,False,max;31,6400
uniform-l1,500.0,False,max;4,8600
uniform-l1,1000.0,False,max;1,6200
uniform-l2,0.5,False,max;79,9700
uniform-l2,1.0,False,max;76,2100
uniform-l2,2.0,False,max;66,0500
uniform-l2,5.0,False,max;30,0600
uniform-l2,10.0,False,max;7,5600
uniform-l2,20.0,False,max;1,7900
uniform-l10,0.02,False,max;80,3800
uniform-l10,0.05,False,max;77,3400
uniform-l10,0.1,False,max;68,3700
uniform-l10,0.2,False,max;46,3800
uniform-l10,0.5,False,max;9,8500
uniform-l10,1.0,False,max;1,8900
uniform-l50,0.01,False,max;80,7400
uniform-l50,0.02,False,max;79,2400
uniform-l50,0.05,False,max;71,7800
uniform-l50,0.1,False,max;53,7500
uniform-l50,0.2,False,max;22,6600
uniform-l50,0.5,False,max;2,5900
uniform-linf,0.01,False,max;80,3900
uniform-linf,0.02,False,max;78,9700
uniform-linf,0.05,False,max;69,7900
uniform-linf,0.1,False,max;50,2200
uniform-linf,0.2,False,max;19,3700
uniform-linf,0.5,False,max;2,3400
Class Separation Robustness;78,6533
imperceptible Robustness;79,5517
Average p-norm robustness;44,4407
