;config_119_avg
Standard_Acc;80,7100
RMSCE;0,0112
gaussian_noise;45,4940
shot_noise;53,5940
impulse_noise;59,0240
defocus_blur;73,6980
glass_blur;55,0900
motion_blur;66,8000
zoom_blur;71,6120
snow;68,5520
frost;63,8620
fog;72,2040
brightness;78,6860
contrast;73,5520
elastic_transform;70,2020
pixelate;56,4680
jpeg_compression;62,7360
speckle_noise;55,2200
gaussian_blur;70,7880
spatter;72,9940
saturate;72,0960
blue_noise;57,3980
brownish_noise;38,7520
checkerboard_cutout;64,3740
circular_motion_blur;75,6980
inverse_sparkles;39,3900
lines;53,1720
pinch_and_twirl;74,4740
ripple;61,0400
sparkles;65,9340
transverse_chromatic_abberation;39,8740
Acc_C-all-19;65,4038
Acc_C-original-15;64,7716
Acc_C-bar-10;57,0106
Acc_all-ex-pixelwise-noise-24;64,2520
RMSCE_C;0,0705
uniform-l1,15.7,False,max;80,3400
uniform-l2,0.4016,False,max;80,3600
uniform-linf,0.03333,False,max;77,9800
uniform-l0.5,25000.0,True,max;80,3800
uniform-l1,25.0,True,max;79,9700
uniform-l2,0.5,True,max;80,2400
uniform-l10,0.03,True,max;80,2900
uniform-l50,0.02,True,max;79,9300
uniform-linf,0.01,True,max;79,8700
uniform-l0-impulse,0.01,True,max;77,2200
uniform-l0-impulse,0.02,True,max;72,2400
uniform-l0-impulse,0.05,True,max;49,4200
uniform-l0-impulse,0.1,True,max;18,8700
uniform-l0-impulse,0.2,True,max;4,8100
uniform-l0-impulse,0.5,True,max;1,0500
uniform-l0.5,50000.0,False,max;79,3600
uniform-l0.5,100000.0,False,max;75,4200
uniform-l0.5,200000.0,False,max;61,6800
uniform-l0.5,500000.0,False,max;22,9200
uniform-l0.5,1000000.0,False,max;6,8300
uniform-l0.5,2000000.0,False,max;1,8100
uniform-l1,20.0,False,max;80,3100
uniform-l1,50.0,False,max;76,6100
uniform-l1,100.0,False,max;65,1300
uniform-l1,200.0,False,max;36,1100
uniform-l1,500.0,False,max;6,0900
uniform-l1,1000.0,False,max;1,3800
uniform-l2,0.5,False,max;80,2100
uniform-l2,1.0,False,max;78,4200
uniform-l2,2.0,False,max;70,4200
uniform-l2,5.0,False,max;34,5500
uniform-l2,10.0,False,max;8,6000
uniform-l2,20.0,False,max;1,7700
uniform-l10,0.02,False,max;80,4300
uniform-l10,0.05,False,max;79,0000
uniform-l10,0.1,False,max;73,0000
uniform-l10,0.2,False,max;51,5300
uniform-l10,0.5,False,max;10,9700
uniform-l10,1.0,False,max;2,0200
uniform-l50,0.01,False,max;80,5200
uniform-l50,0.02,False,max;79,8100
uniform-l50,0.05,False,max;75,3900
uniform-l50,0.1,False,max;59,2800
uniform-l50,0.2,False,max;25,5400
uniform-l50,0.5,False,max;3,2300
uniform-linf,0.01,False,max;80,4900
uniform-linf,0.02,False,max;79,8000
uniform-linf,0.05,False,max;73,8800
uniform-linf,0.1,False,max;55,5200
uniform-linf,0.2,False,max;22,0500
uniform-linf,0.5,False,max;2,4600
Class Separation Robustness;79,5600
imperceptible Robustness;80,1133
Average p-norm robustness;46,3369
