;config_779_avg;config_779_std;config_779_run_0;config_779_run_1;config_779_run_2
Standard_Acc;99,1407;0,0328;99,1319;99,1845;99,1056
RMSCE;0,0537;0,0049;0,0467;0,0571;0,0573
gaussian_noise;74,3566;4,6244;76,1015;68,0258;78,9425
shot_noise;85,5627;2,5101;85,2821;82,6384;88,7676
impulse_noise;83,2478;1,1591;82,0992;82,8094;84,8349
defocus_blur;53,5841;0,8162;54,4259;53,8472;52,4793
glass_blur;52,1680;0,3598;51,9269;52,6766;51,9006
motion_blur;57,5036;0,8730;58,6216;56,4909;57,3984
zoom_blur;38,7698;0,9440;39,9842;37,6825;38,6426
snow;96,2339;0,4628;96,7776;96,2778;95,6465
frost;97,6062;0,1196;97,7377;97,4484;97,6325
fog;98,9960;0,0508;98,9478;99,0662;98,9741
brightness;99,0662;0,0372;99,0399;99,1188;99,0399
contrast;98,8469;0,0647;98,7636;98,9215;98,8557
elastic_transform;83,6906;0,3291;83,5197;83,4013;84,1510
pixelate;50,3135;1,8615;52,1373;51,0456;47,7575
jpeg_compression;86,2379;0,9721;86,6895;84,8875;87,1367
speckle_noise;81,6871;2,4689;81,0075;79,0609;84,9928
gaussian_blur;75,8867;1,3145;74,9573;74,9573;77,7456
spatter;88,3905;0,6650;88,2809;89,2542;87,6365
saturate;99,1275;0,0377;99,1319;99,1714;99,0793
blue_noise;71,3841;0,9364;72,4845;70,1960;71,4718
brownish_noise;99,0135;0,0000;99,0135;99,0135;99,0135
checkerboard_cutout;56,1664;2,1977;54,9388;54,3075;59,2529
circular_motion_blur;41,2030;1,6881;40,1026;39,9185;43,5881
inverse_sparkles;48,1652;2,2568;49,4279;44,9954;50,0723
lines;50,2784;3,7729;52,0452;45,0349;53,7551
pinch_and_twirl;97,8605;0,1032;97,9745;97,7246;97,8824
ripple;95,3089;0,7879;95,0283;94,5153;96,3830
sparkles;48,9807;1,4163;50,0855;46,9815;49,8750
transverse_chromatic_abberation;61,6643;1,4354;63,3697;59,8580;61,7651
Acc_C-all-19;79,0145;0,5555;79,2333;78,2517;79,5586
Acc_C-original-15;77,0789;0,5584;77,4703;76,2892;77,4773
Acc_C-bar-10;67,0025;1,2848;67,4471;65,2545;68,3059
Acc_all-ex-pixelwise-noise-24;73,9609;0,5461;74,2887;73,1915;74,4026
RMSCE_C;0,0729;0,0017;0,0718;0,0716;0,0753
uniform-l1,204.5,True,max;95,2738;1,9914;97,8035;95,0809;92,9370
uniform-l2,5.84,True,max;98,3208;0,0496;98,3559;98,2507;98,3559
uniform-linf,0.1667,True,max;17,4010;6,0764;19,3871;9,1674;23,6486
uniform-l0.5,700000.0,True,max;94,7959;3,3421;97,1196;97,1985;90,0697
uniform-l1,125.0,True,max;96,6592;1,8816;98,4348;97,4878;94,0550
uniform-l2,2.0,True,max;98,2200;0,3569;98,7242;97,9876;97,9482
uniform-l10,0.06,True,max;98,8206;0,0611;98,8820;98,7373;98,8426
uniform-l50,0.04,True,max;98,8250;0,0484;98,8820;98,7636;98,8294
uniform-linf,0.01,True,max;98,9522;0,0270;98,9872;98,9215;98,9478
uniform-l0-impulse,0.01,True,max;94,2961;1,0166;95,5807;94,2128;93,0948
uniform-l0-impulse,0.02,True,max;92,5994;0,6997;93,5815;92,2136;92,0032
uniform-l0-impulse,0.05,True,max;94,2567;0,1867;94,1734;94,0813;94,5153
uniform-l0-impulse,0.1,True,max;74,4618;3,1771;71,9321;72,5109;78,9425
uniform-l0-impulse,0.2,True,max;17,0547;4,4677;17,6772;11,2982;22,1886
uniform-l0-impulse,0.5,True,max;2,6437;0,0653;2,6963;2,5516;2,6832
uniform-l0.5,500000.0,False,max;97,7991;1,2829;98,6058;98,8031;95,9884
uniform-l0.5,1000000.0,False,max;91,2140;4,6747;95,2650;93,7130;84,6639
uniform-l0.5,2000000.0,False,max;91,3104;4,3180;95,9621;92,4109;85,5583
uniform-l0.5,5000000.0,False,max;96,9047;0,3240;97,0933;96,4488;97,1722
uniform-l0.5,10000000.0,False,max;72,9887;7,2573;73,9182;63,6722;81,3758
uniform-l0.5,20000000.0,False,max;6,6465;2,6109;6,7605;3,3934;9,7856
uniform-l1,100.0,False,max;97,8298;1,0979;98,6453;98,5664;96,2778
uniform-l1,200.0,False,max;95,3352;2,0640;97,6851;95,6596;92,6608
uniform-l1,500.0,False,max;98,0622;0,2207;98,1981;97,7509;98,2375
uniform-l1,1000.0,False,max;89,8505;2,2903;90,2670;86,8604;92,4240
uniform-l1,2000.0,False,max;8,8562;3,9628;8,8386;4,0116;13,7183
uniform-l1,5000.0,False,max;2,6349;0,0762;2,5516;2,7358;2,6174
uniform-l2,1.0,False,max;98,9434;0,0270;98,9741;98,9478;98,9083
uniform-l2,2.0,False,max;98,3778;0,3113;98,8031;98,2638;98,0666
uniform-l2,5.0,False,max;98,4611;0,0568;98,5137;98,3822;98,4874
uniform-l2,10.0,False,max;95,6377;0,6411;95,7122;94,8178;96,3830
uniform-l2,20.0,False,max;20,0973;9,2665;21,5573;8,0889;30,6458
uniform-l2,50.0,False,max;2,6393;0,0754;2,6305;2,5516;2,7358
uniform-l10,0.05,False,max;98,8908;0,0434;98,9215;98,8294;98,9215
uniform-l10,0.1,False,max;98,7461;0,0447;98,7900;98,6847;98,7636
uniform-l10,0.2,False,max;98,2814;0,0591;98,3165;98,1981;98,3296
uniform-l10,0.5,False,max;63,3478;11,8128;66,3554;47,6128;76,0752
uniform-l10,1.0,False,max;2,6481;0,0762;2,7489;2,5648;2,6305
uniform-l10,2.0,False,max;2,6305;0,0107;2,6174;2,6437;2,6305
uniform-l50,0.02,False,max;98,9653;0,0164;98,9872;98,9609;98,9478
uniform-l50,0.05,False,max;98,7286;0,0806;98,8294;98,6321;98,7242
uniform-l50,0.1,False,max;98,3998;0,0551;98,4743;98,3428;98,3822
uniform-l50,0.2,False,max;91,5779;2,1024;92,0295;88,8070;93,8971
uniform-l50,0.5,False,max;2,7621;0,2145;3,0646;2,6305;2,5911
uniform-l50,1.0,False,max;2,6086;0,0164;2,6042;2,5911;2,6305
