;config_219_avg;config_219_std;config_219_run_0;config_219_run_1;config_219_run_2
Standard_Acc;98,8645;0,0496;98,8294;98,8294;98,9346
RMSCE;0,0692;0,0073;0,0789;0,0612;0,0676
gaussian_noise;86,8736;1,0256;87,3997;85,4400;87,7811
shot_noise;93,3491;0,4732;93,9103;92,7529;93,3842
impulse_noise;89,4428;0,3724;89,3069;89,0701;89,9513
defocus_blur;58,5602;0,7420;57,5431;58,8452;59,2924
glass_blur;52,1461;0,9195;51,3087;51,7033;53,4263
motion_blur;45,1883;1,2219;45,7319;46,3370;43,4960
zoom_blur;28,6027;0,6183;29,2911;28,7255;27,7917
snow;95,0370;0,5776;95,6991;94,2917;95,1203
frost;97,0319;0,1207;97,1590;97,0669;96,8697
fog;98,0402;0,1625;98,1060;98,1981;97,8167
brightness;98,1893;0,1235;98,3428;98,1849;98,0402
contrast;98,2551;0,1197;98,1455;98,4217;98,1981
elastic_transform;90,2407;0,5450;90,9641;90,1092;89,6488
pixelate;71,6121;1,5591;71,8927;73,3658;69,5778
jpeg_compression;88,1933;0,6638;88,6887;87,2550;88,6361
speckle_noise;91,5735;0,5376;92,3057;91,0299;91,3850
gaussian_blur;74,4092;0,6923;73,4315;74,9441;74,8520
spatter;91,1000;0,1739;90,9641;90,9904;91,3455
saturate;98,8469;0,0530;98,8031;98,8163;98,9215
blue_noise;65,8994;2,9158;62,0281;66,6053;69,0648
brownish_noise;98,4304;0,1097;98,4874;98,2770;98,5269
checkerboard_cutout;58,7005;0,6085;59,5554;58,3585;58,1876
circular_motion_blur;68,2231;2,5289;65,6714;67,3287;71,6691
inverse_sparkles;68,7185;1,0673;67,8548;68,0784;70,2223
lines;57,7141;0,2375;57,8193;57,9377;57,3852
pinch_and_twirl;97,2292;0,1299;97,1064;97,4089;97,1722
ripple;90,7098;1,2373;91,7927;88,9780;91,3587
sparkles;57,0170;0,6936;57,1485;56,1094;57,7930
transverse_chromatic_abberation;64,7420;0,6891;65,6188;64,6718;63,9353
Acc_C-all-19;81,4048;0,0857;81,5260;81,3446;81,3439
Acc_C-original-15;79,3842;0,1301;79,5660;79,3178;79,2687
Acc_C-bar-10;72,7384;0,5615;72,3083;72,3754;73,5315
Acc_all-ex-pixelwise-noise-24;76,9557;0,0832;76,9636;76,8501;77,0535
RMSCE_C;0,0787;0,0121;0,0951;0,0750;0,0660
uniform-l1,130.9,False,max;98,7242;0,0284;98,7110;98,6979;98,7636
uniform-l2,2.611,False,max;98,6628;0,0062;98,6584;98,6716;98,6584
uniform-linf,0.1303,False,max;97,0757;0,1993;97,3300;96,8434;97,0538
