;config_244_avg
Standard_Acc;98,9215
RMSCE;0,0711
gaussian_noise;97,9350
shot_noise;97,9087
impulse_noise;96,2120
defocus_blur;71,3140
glass_blur;44,6666
motion_blur;83,5197
zoom_blur;55,0967
snow;79,4949
frost;67,3813
fog;76,3120
brightness;84,3614
contrast;38,9452
elastic_transform;95,0546
pixelate;59,2266
jpeg_compression;94,8836
speckle_noise;96,4093
gaussian_blur;57,4642
spatter;90,7931
saturate;98,9083
blue_noise;78,7847
brownish_noise;98,2901
checkerboard_cutout;27,2919
circular_motion_blur;32,1847
inverse_sparkles;65,5794
lines;25,0296
pinch_and_twirl;34,6837
ripple;85,0848
sparkles;49,0727
transverse_chromatic_abberation;48,1520
Acc_C-all-19;78,2046
Acc_C-original-15;76,1541
Acc_C-bar-10;54,4154
Acc_all-ex-pixelwise-noise-24;65,1163
RMSCE_C;0,0888
uniform-l1,204.5,False,max;98,8031
uniform-l2,5.84,False,max;98,6190
uniform-linf,0.1667,False,max;98,4217
uniform-l0.5,700000.0,True,max;98,7900
uniform-l1,125.0,True,max;98,7768
uniform-l2,2.0,True,max;98,7636
uniform-l10,0.06,True,max;98,7768
uniform-l50,0.04,True,max;98,7900
uniform-linf,0.01,True,max;98,8163
uniform-l0-impulse,0.01,True,max;98,6979
uniform-l0-impulse,0.02,True,max;98,5006
uniform-l0-impulse,0.05,True,max;97,7246
uniform-l0-impulse,0.1,True,max;94,7258
uniform-l0-impulse,0.2,True,max;67,4339
uniform-l0-impulse,0.5,True,max;1,3547
uniform-l0.5,500000.0,False,max;98,8031
uniform-l0.5,1000000.0,False,max;98,7768
uniform-l0.5,2000000.0,False,max;98,7636
uniform-l0.5,5000000.0,False,max;98,5400
uniform-l0.5,10000000.0,False,max;97,1985
uniform-l0.5,20000000.0,False,max;72,2478
uniform-l1,100.0,False,max;98,8163
uniform-l1,200.0,False,max;98,7636
uniform-l1,500.0,False,max;98,6321
uniform-l1,1000.0,False,max;98,1586
uniform-l1,2000.0,False,max;88,4388
uniform-l1,5000.0,False,max;2,9725
uniform-l2,1.0,False,max;98,7900
uniform-l2,2.0,False,max;98,7900
uniform-l2,5.0,False,max;98,6453
uniform-l2,10.0,False,max;98,6058
uniform-l2,20.0,False,max;95,3045
uniform-l2,50.0,False,max;3,6433
uniform-l10,0.05,False,max;98,7900
uniform-l10,0.1,False,max;98,7505
uniform-l10,0.2,False,max;98,6716
uniform-l10,0.5,False,max;97,6194
uniform-l10,1.0,False,max;54,4653
uniform-l10,2.0,False,max;0,4077
uniform-l50,0.02,False,max;98,7900
uniform-l50,0.05,False,max;98,7636
uniform-l50,0.1,False,max;98,6321
uniform-l50,0.2,False,max;98,3296
uniform-l50,0.5,False,max;62,2386
uniform-l50,1.0,False,max;0,4340
uniform-linf,0.01,False,max;98,8163
uniform-linf,0.02,False,max;98,7900
uniform-linf,0.05,False,max;98,7110
uniform-linf,0.1,False,max;98,6584
uniform-linf,0.2,False,max;98,2901
uniform-linf,0.5,False,max;47,2314
Class Separation Robustness;98,6146
imperceptible Robustness;98,7856
Average p-norm robustness;82,1123
