;config_229_avg
Standard_Acc;98,6847
RMSCE;0,0622
gaussian_noise;94,7784
shot_noise;96,1200
impulse_noise;94,2523
defocus_blur;83,3881
glass_blur;64,6981
motion_blur;83,1119
zoom_blur;56,7013
snow;92,5424
frost;94,0024
fog;90,2275
brightness;97,8956
contrast;94,6074
elastic_transform;95,4755
pixelate;90,9772
jpeg_compression;96,0542
speckle_noise;94,1207
gaussian_blur;91,8059
spatter;93,5946
saturate;98,6453
blue_noise;86,7684
brownish_noise;95,3702
checkerboard_cutout;56,9644
circular_motion_blur;40,1552
inverse_sparkles;84,9665
lines;51,5849
pinch_and_twirl;93,4894
ripple;80,0605
sparkles;75,3650
transverse_chromatic_abberation;56,2804
Acc_C-all-19;89,6315
Acc_C-original-15;88,3222
Acc_C-bar-10;72,1005
Acc_all-ex-pixelwise-noise-24;81,5818
RMSCE_C;0,0957
uniform-l1,130.9,False,max;98,2112
uniform-l2,2.611,False,max;98,1455
uniform-linf,0.1303,False,max;97,3958
uniform-l0.5,700000.0,True,max;98,2375
uniform-l1,125.0,True,max;98,1981
uniform-l2,2.0,True,max;98,1981
uniform-l10,0.06,True,max;98,2112
uniform-l50,0.04,True,max;98,2112
uniform-linf,0.01,True,max;98,2244
uniform-l0-impulse,0.01,True,max;98,0666
uniform-l0-impulse,0.02,True,max;97,9219
uniform-l0-impulse,0.05,True,max;96,6066
uniform-l0-impulse,0.1,True,max;92,0689
uniform-l0-impulse,0.2,True,max;70,9720
uniform-l0-impulse,0.5,True,max;22,9252
uniform-l0.5,500000.0,False,max;98,2375
uniform-l0.5,1000000.0,False,max;98,1981
uniform-l0.5,2000000.0,False,max;98,0929
uniform-l0.5,5000000.0,False,max;97,0406
uniform-l0.5,10000000.0,False,max;93,0028
uniform-l0.5,20000000.0,False,max;77,7851
uniform-l1,100.0,False,max;98,1981
uniform-l1,200.0,False,max;98,1849
uniform-l1,500.0,False,max;97,8035
uniform-l1,1000.0,False,max;95,6201
uniform-l1,2000.0,False,max;84,4404
uniform-l1,5000.0,False,max;39,1556
uniform-l2,1.0,False,max;98,2375
uniform-l2,2.0,False,max;98,1586
uniform-l2,5.0,False,max;97,9350
uniform-l2,10.0,False,max;96,8960
uniform-l2,20.0,False,max;88,8728
uniform-l2,50.0,False,max;42,9041
uniform-l10,0.05,False,max;98,1586
uniform-l10,0.1,False,max;98,1323
uniform-l10,0.2,False,max;97,7903
uniform-l10,0.5,False,max;93,8314
uniform-l10,1.0,False,max;74,9178
uniform-l10,2.0,False,max;17,5983
uniform-l50,0.02,False,max;98,2507
uniform-l50,0.05,False,max;98,1455
uniform-l50,0.1,False,max;97,9087
uniform-l50,0.2,False,max;96,1463
uniform-l50,0.5,False,max;77,4037
uniform-l50,1.0,False,max;21,0575
uniform-linf,0.01,False,max;98,3428
uniform-linf,0.02,False,max;98,2375
uniform-linf,0.05,False,max;97,9745
uniform-linf,0.1,False,max;97,7246
uniform-linf,0.2,False,max;95,4492
uniform-linf,0.5,False,max;72,6687
Class Separation Robustness;97,9175
imperceptible Robustness;98,2134
Average p-norm robustness;85,8825
