;config_249_avg
Standard_Acc;98,5795
RMSCE;0,0711
gaussian_noise;30,9483
shot_noise;52,8739
impulse_noise;14,8362
defocus_blur;81,2706
glass_blur;40,2604
motion_blur;86,0318
zoom_blur;50,3749
snow;84,0589
frost;88,1889
fog;76,7329
brightness;93,4236
contrast;53,2684
elastic_transform;64,6981
pixelate;73,6420
jpeg_compression;91,6349
speckle_noise;43,1672
gaussian_blur;82,8883
spatter;88,4388
saturate;98,3954
blue_noise;88,1100
brownish_noise;55,0178
checkerboard_cutout;24,3588
circular_motion_blur;24,7665
inverse_sparkles;57,5562
lines;8,4572
pinch_and_twirl;74,8389
ripple;10,1933
sparkles;48,1784
transverse_chromatic_abberation;51,7296
Acc_C-all-19;68,1649
Acc_C-original-15;65,4829
Acc_C-bar-10;44,3207
Acc_all-ex-pixelwise-noise-24;62,8502
RMSCE_C;0,0910
uniform-l1,204.5,False,max;97,4878
uniform-l2,5.84,False,max;59,7527
uniform-linf,0.1667,False,max;22,2018
uniform-l0.5,700000.0,True,max;98,1455
uniform-l1,125.0,True,max;97,9087
uniform-l2,2.0,True,max;97,6062
uniform-l10,0.06,True,max;97,8298
uniform-l50,0.04,True,max;97,6194
uniform-linf,0.01,True,max;98,2901
uniform-l0-impulse,0.01,True,max;33,1974
uniform-l0-impulse,0.02,True,max;20,5840
uniform-l0-impulse,0.05,True,max;7,7469
uniform-l0-impulse,0.1,True,max;2,5122
uniform-l0-impulse,0.2,True,max;2,2623
uniform-l0-impulse,0.5,True,max;2,6305
uniform-l0.5,500000.0,False,max;98,2770
uniform-l0.5,1000000.0,False,max;97,6983
uniform-l0.5,2000000.0,False,max;84,2957
uniform-l0.5,5000000.0,False,max;26,4238
uniform-l0.5,10000000.0,False,max;3,1040
uniform-l0.5,20000000.0,False,max;2,6305
uniform-l1,100.0,False,max;98,1060
uniform-l1,200.0,False,max;97,4747
uniform-l1,500.0,False,max;56,1226
uniform-l1,1000.0,False,max;13,0475
uniform-l1,2000.0,False,max;2,6305
uniform-l1,5000.0,False,max;2,6305
uniform-l2,1.0,False,max;98,2507
uniform-l2,2.0,False,max;97,6983
uniform-l2,5.0,False,max;71,0377
uniform-l2,10.0,False,max;25,3716
uniform-l2,20.0,False,max;2,6437
uniform-l2,50.0,False,max;2,6305
uniform-l10,0.05,False,max;97,8430
uniform-l10,0.1,False,max;97,1985
uniform-l10,0.2,False,max;58,7137
uniform-l10,0.5,False,max;4,0510
uniform-l10,1.0,False,max;2,6305
uniform-l10,2.0,False,max;2,6305
uniform-l50,0.02,False,max;98,2507
uniform-l50,0.05,False,max;97,3037
uniform-l50,0.1,False,max;62,2386
uniform-l50,0.2,False,max;18,9530
uniform-l50,0.5,False,max;2,6305
uniform-l50,1.0,False,max;2,6305
uniform-linf,0.01,False,max;98,3691
uniform-linf,0.02,False,max;98,0666
uniform-linf,0.05,False,max;97,0538
uniform-linf,0.1,False,max;57,0827
uniform-linf,0.2,False,max;12,5214
uniform-linf,0.5,False,max;2,6305
Class Separation Robustness;59,8141
imperceptible Robustness;97,9000
Average p-norm robustness;44,2811
