;config_222_avg;config_222_std;config_222_run_0;config_222_run_1;config_222_run_2
Standard_Acc;98,9171;0,0434;98,9478;98,9478;98,8557
RMSCE;0,0559;0,0052;0,0586;0,0606;0,0486
gaussian_noise;81,7616;0,9308;82,0860;80,4945;82,7042
shot_noise;89,9470;1,3189;90,9509;88,0837;90,8063
impulse_noise;83,8704;0,8180;84,9402;83,7170;82,9541
defocus_blur;60,3008;0,7717;61,1864;59,3055;60,4104
glass_blur;58,8408;1,4451;60,8444;58,1876;57,4905
motion_blur;51,0150;0,9059;51,2824;51,9663;49,7961
zoom_blur;32,3776;0,5908;32,9081;32,6713;31,5533
snow;95,6684;0,2478;95,5412;96,0147;95,4492
frost;97,1415;0,1706;97,0143;97,3826;97,0275
fog;98,3428;0,0468;98,3033;98,3165;98,4085
brightness;98,4567;0,1178;98,5400;98,5400;98,2901
contrast;98,2770;0,0492;98,3428;98,2638;98,2244
elastic_transform;92,2355;0,2846;91,8453;92,5161;92,3451
pixelate;79,4862;1,0491;80,8497;79,3108;78,2980
jpeg_compression;88,1713;0,4940;87,5707;88,7807;88,1626
speckle_noise;87,9828;1,4647;88,7939;85,9266;89,2279
gaussian_blur;78,4383;1,5941;77,0222;80,6655;77,6273
spatter;90,4774;0,0930;90,4117;90,6090;90,4117
saturate;98,9039;0,0434;98,9346;98,9346;98,8426
blue_noise;69,5164;0,4856;69,2621;70,1960;69,0911
brownish_noise;98,1016;0,2100;97,8561;98,3691;98,0797
checkerboard_cutout;57,3809;1,0273;56,5961;58,8320;56,7145
circular_motion_blur;68,5870;2,1323;68,2099;66,1844;71,3666
inverse_sparkles;70,7177;0,7268;70,4590;69,9855;71,7085
lines;57,4422;1,4045;56,1620;59,3976;56,7671
pinch_and_twirl;97,0538;0,0387;97,0406;97,1064;97,0143
ripple;85,1594;2,0784;88,0968;83,7827;83,5986
sparkles;59,9588;0,3634;59,8448;59,5817;60,4498
transverse_chromatic_abberation;62,6025;0,4959;62,5411;62,0281;63,2382
Acc_C-all-19;82,1945;0,2141;82,4931;82,0888;82,0016
Acc_C-original-15;80,3928;0,3009;80,8137;80,2367;80,1280
Acc_C-bar-10;72,6520;0,1095;72,6069;72,5464;72,8028
Acc_all-ex-pixelwise-noise-24;78,1307;0,1144;78,2252;78,1972;77,9698
RMSCE_C;0,0825;0,0040;0,0769;0,0843;0,0862
uniform-l1,130.9,False,max;98,6584;0,0468;98,6979;98,6847;98,5927
uniform-l2,2.611,False,max;98,5576;0,0328;98,5927;98,5137;98,5664
uniform-linf,0.1303,False,max;95,8174;0,3871;96,3041;95,3571;95,7911
uniform-l0.5,700000.0,True,max;98,6672;0,0345;98,6979;98,6847;98,6190
uniform-l1,125.0,True,max;98,6891;0,0377;98,7373;98,6847;98,6453
uniform-l2,2.0,True,max;98,6102;0,0224;98,6321;98,5795;98,6190
uniform-l10,0.06,True,max;98,6321;0,0558;98,7110;98,5927;98,5927
uniform-l50,0.04,True,max;98,6146;0,0682;98,7110;98,5664;98,5664
uniform-linf,0.01,True,max;98,6979;0,0558;98,7768;98,6584;98,6584
