;config_778_avg;config_778_std;config_778_run_0;config_778_run_1;config_778_run_2
Standard_Acc;99,0223;0,0541;98,9609;99,0135;99,0925
RMSCE;0,0650;0,0032;0,0605;0,0668;0,0678
gaussian_noise;77,9999;1,1244;78,3901;79,1398;76,4698
shot_noise;89,8242;0,6568;90,2144;90,3591;88,8991
impulse_noise;80,0517;0,8443;80,8234;80,4551;78,8768
defocus_blur;57,9947;0,4699;57,4905;58,6216;57,8719
glass_blur;60,5287;2,8347;58,2796;64,5272;58,7794
motion_blur;56,7539;0,6331;55,8990;57,4115;56,9512
zoom_blur;31,1719;0,9815;30,8562;32,5003;30,1591
snow;95,9534;0,1528;95,7385;96,0410;96,0805
frost;96,9135;0,1554;96,8170;96,7907;97,1327
fog;98,4041;0,1360;98,3428;98,5927;98,2770
brightness;98,2638;0,0568;98,2375;98,2112;98,3428
contrast;98,4085;0,0387;98,3691;98,4611;98,3954
elastic_transform;93,5201;0,2640;93,4105;93,2658;93,8840
pixelate;81,7704;2,1293;78,8241;83,7827;82,7042
jpeg_compression;89,6795;1,2987;90,4906;87,8469;90,7010
speckle_noise;86,7728;1,6397;84,5193;88,3730;87,4260
gaussian_blur;82,1167;1,9748;79,3240;83,5065;83,5197
spatter;91,9637;0,4557;91,3192;92,2794;92,2925
saturate;99,0267;0,0430;98,9741;99,0267;99,0793
blue_noise;51,7340;0,5015;52,4267;51,5191;51,2561
brownish_noise;97,8736;0,4165;98,2375;97,2905;98,0929
checkerboard_cutout;56,2629;0,4779;56,2673;56,8460;55,6754
circular_motion_blur;74,6241;1,9690;72,0900;74,8915;76,8907
inverse_sparkles;65,4259;1,7562;65,4742;67,5523;63,2513
lines;56,0568;0,1266;56,0963;56,1883;55,8858
pinch_and_twirl;96,9003;0,1221;96,7776;96,8565;97,0669
ripple;80,8847;3,8657;86,3475;78,3375;77,9692
sparkles;57,5650;0,5280;58,2402;57,5036;56,9512
transverse_chromatic_abberation;60,9803;0,5839;61,7388;60,8839;60,3183
Acc_C-all-19;82,4799;0,4937;81,9116;83,1154;82,4128
Acc_C-original-15;80,4826;0,4150;80,1456;81,0671;80,2350
Acc_C-bar-10;69,8308;0,4232;70,3696;69,7869;69,3358
Acc_all-ex-pixelwise-noise-24;78,2935;0,2449;78,0684;78,6340;78,1780
RMSCE_C;0,0907;0,0006;0,0899;0,0912;0,0912
uniform-l1,204.5,True,max;98,7067;0,0270;98,7110;98,7373;98,6716
uniform-l2,5.84,True,max;98,0929;0,0430;98,0929;98,0402;98,1455
uniform-linf,0.1667,True,max;40,2166;5,2821;44,1536;43,7459;32,7502
uniform-l0.5,700000.0,True,max;98,8557;0,0322;98,8163;98,8557;98,8952
uniform-l1,125.0,True,max;98,8250;0,0377;98,7768;98,8689;98,8294
uniform-l2,2.0,True,max;98,7812;0,0270;98,7505;98,7768;98,8163
uniform-l10,0.06,True,max;98,8382;0,0062;98,8426;98,8426;98,8294
uniform-l50,0.04,True,max;98,7943;0,0224;98,7636;98,8163;98,8031
uniform-linf,0.01,True,max;98,8557;0,0372;98,8031;98,8820;98,8820
uniform-l0-impulse,0.01,True,max;96,8697;0,6829;97,6325;95,9753;97,0012
uniform-l0-impulse,0.02,True,max;97,2248;0,1162;97,1064;97,3826;97,1853
uniform-l0-impulse,0.05,True,max;90,5432;0,5370;89,8856;91,2008;90,5432
uniform-l0-impulse,0.1,True,max;56,1007;2,3078;57,2143;58,2007;52,8870
uniform-l0-impulse,0.2,True,max;11,0088;2,0600;13,7709;10,4301;8,8255
uniform-l0-impulse,0.5,True,max;2,6481;0,0248;2,6305;2,6305;2,6832
uniform-l0.5,500000.0,False,max;98,8469;0,0224;98,8163;98,8689;98,8557
uniform-l0.5,1000000.0,False,max;98,7856;0,0124;98,7768;98,7768;98,8031
uniform-l0.5,2000000.0,False,max;98,5444;0,0310;98,5006;98,5664;98,5664
uniform-l0.5,5000000.0,False,max;95,6684;0,4064;95,9753;95,0940;95,9358
uniform-l0.5,10000000.0,False,max;65,3119;2,4061;67,0656;66,9604;61,9098
uniform-l0.5,20000000.0,False,max;12,0216;1,7326;14,2181;11,8637;9,9829
uniform-l1,100.0,False,max;98,8645;0,0447;98,8031;98,9083;98,8820
uniform-l1,200.0,False,max;98,7593;0,0345;98,7110;98,7900;98,7768
uniform-l1,500.0,False,max;97,8868;0,0715;97,9087;97,7903;97,9613
uniform-l1,1000.0,False,max;85,3567;1,0223;86,4790;84,0063;85,5846
uniform-l1,2000.0,False,max;19,4748;3,1590;22,6490;20,6103;15,1651
uniform-l1,5000.0,False,max;2,6349;0,0062;2,6305;2,6305;2,6437
uniform-l2,1.0,False,max;98,8601;0,0377;98,8163;98,8557;98,9083
uniform-l2,2.0,False,max;98,7812;0,0248;98,7636;98,8163;98,7636
uniform-l2,5.0,False,max;98,3340;0,0447;98,2901;98,3165;98,3954
uniform-l2,10.0,False,max;93,9629;0,6237;94,4364;93,0817;94,3706
uniform-l2,20.0,False,max;34,7319;5,4765;39,4581;37,6825;27,0551
uniform-l2,50.0,False,max;2,6481;0,0164;2,6437;2,6305;2,6700
uniform-l10,0.05,False,max;98,8513;0,0377;98,8031;98,8952;98,8557
uniform-l10,0.1,False,max;98,6365;0,0248;98,6190;98,6190;98,6716
uniform-l10,0.2,False,max;97,8868;0,0484;97,8824;97,8298;97,9482
uniform-l10,0.5,False,max;65,6539;2,3490;67,0656;67,5523;62,3438
uniform-l10,1.0,False,max;5,2260;1,1774;6,7079;3,8274;5,1427
uniform-l10,2.0,False,max;2,6305;0,0000;2,6305;2,6305;2,6305
uniform-l50,0.02,False,max;98,8601;0,0062;98,8557;98,8557;98,8689
uniform-l50,0.05,False,max;98,6716;0,0322;98,7110;98,6321;98,6716
uniform-l50,0.1,False,max;98,1718;0,0186;98,1849;98,1455;98,1849
uniform-l50,0.2,False,max;89,4778;1,0235;90,1618;88,0310;90,2407
uniform-l50,0.5,False,max;7,0016;1,6028;9,2069;5,4452;6,3528
uniform-l50,1.0,False,max;2,6305;0,0000;2,6305;2,6305;2,6305
uniform-linf,0.01,False,max;98,8557;0,0284;98,8163;98,8820;98,8689
uniform-linf,0.02,False,max;98,8426;0,0468;98,7768;98,8820;98,8689
uniform-linf,0.05,False,max;98,6540;0,0434;98,6058;98,6453;98,7110
