;config_226_avg
Standard_Acc;98,9478
RMSCE;0,0521
gaussian_noise;97,7903
shot_noise;97,9876
impulse_noise;98,0139
defocus_blur;63,2777
glass_blur;51,1772
motion_blur;54,1891
zoom_blur;32,4872
snow;96,2515
frost;97,3958
fog;97,2248
brightness;98,2112
contrast;98,3428
elastic_transform;93,1869
pixelate;72,8134
jpeg_compression;95,8437
speckle_noise;96,6066
gaussian_blur;63,6459
spatter;92,5556
saturate;98,9215
blue_noise;90,8589
brownish_noise;98,6847
checkerboard_cutout;59,5423
circular_motion_blur;72,2478
inverse_sparkles;83,2040
lines;56,8460
pinch_and_twirl;97,1196
ripple;94,7521
sparkles;60,7523
transverse_chromatic_abberation;61,7914
Acc_C-all-19;83,9959
Acc_C-original-15;82,9462
Acc_C-bar-10;77,5799
Acc_all-ex-pixelwise-noise-24;78,7693
RMSCE_C;0,0918
uniform-l1,130.9,False,max;98,7242
uniform-l2,2.611,False,max;98,7242
uniform-linf,0.1303,False,max;98,5269
uniform-l0.5,700000.0,True,max;98,7768
uniform-l1,125.0,True,max;98,7505
uniform-l2,2.0,True,max;98,6453
uniform-l10,0.06,True,max;98,7636
uniform-l50,0.04,True,max;98,7242
uniform-linf,0.01,True,max;98,7900
uniform-l0-impulse,0.01,True,max;98,6847
uniform-l0-impulse,0.02,True,max;98,6847
uniform-l0-impulse,0.05,True,max;98,3559
uniform-l0-impulse,0.1,True,max;97,2642
uniform-l0-impulse,0.2,True,max;88,7413
uniform-l0-impulse,0.5,True,max;9,6541
uniform-l0.5,500000.0,False,max;98,7768
uniform-l0.5,1000000.0,False,max;98,7373
uniform-l0.5,2000000.0,False,max;98,6716
uniform-l0.5,5000000.0,False,max;98,5006
uniform-l0.5,10000000.0,False,max;97,7377
uniform-l0.5,20000000.0,False,max;90,7800
uniform-l1,100.0,False,max;98,7505
uniform-l1,200.0,False,max;98,7373
uniform-l1,500.0,False,max;98,5664
uniform-l1,1000.0,False,max;98,2375
uniform-l1,2000.0,False,max;94,2128
uniform-l1,5000.0,False,max;15,2177
uniform-l2,1.0,False,max;98,7505
uniform-l2,2.0,False,max;98,7373
uniform-l2,5.0,False,max;98,6190
uniform-l2,10.0,False,max;98,4085
uniform-l2,20.0,False,max;96,1331
uniform-l2,50.0,False,max;17,4142
uniform-l10,0.05,False,max;98,7373
uniform-l10,0.1,False,max;98,6979
uniform-l10,0.2,False,max;98,5664
uniform-l10,0.5,False,max;97,5141
uniform-l10,1.0,False,max;74,2339
uniform-l10,2.0,False,max;2,6700
uniform-l50,0.02,False,max;98,7636
uniform-l50,0.05,False,max;98,7110
uniform-l50,0.1,False,max;98,5795
uniform-l50,0.2,False,max;98,2770
uniform-l50,0.5,False,max;80,1394
uniform-l50,1.0,False,max;2,7358
uniform-linf,0.01,False,max;98,7900
uniform-linf,0.02,False,max;98,7900
uniform-linf,0.05,False,max;98,7110
uniform-linf,0.1,False,max;98,5664
uniform-linf,0.2,False,max;98,0402
uniform-linf,0.5,False,max;67,4471
Class Separation Robustness;98,6584
imperceptible Robustness;98,7417
Average p-norm robustness;85,5796
